;populacao_5
"BI";"87.9"
"KM";"71.5"
"DJ";"22.6"
"ER";"61.8"
"ET";"80.6"
"KE";"74.3"
"MG";"64.8"
"MW";"83.7"
"MU";"59.0"
"YT";"53.0"
"MZ";"65.6"
"RE";"0.7"
"RW";"83.0"
"SC";"44.6"
"SO";"56.8"
"SS";"81.2"
"UG";"77.9"
"TZ";"68.4"
"ZM";"58.1"
"ZW";"67.6"
"AO";"36.6"
"CM";"45.4"
"CF";"59.7"
"TD";"77.5"
"CG";"34.5"
"CD";"57.3"
"GQ";"29.4"
"GA";"11.9"
"ST";"29.8"
"DZ";"29.2"
"EG";"57.2"
"LY";"20.7"
"MA";"39.2"
"SD";"66.1"
"TN";"31.9"
"EH";"13.5"
"BW";"32.8"
"LS";"73.1"
"NA";"53.1"
"ZA";"35.2"
"SZ";"76.7"
"BJ";"54.3"
"BF";"72.5"
"CV";"35.7"
"CI";"50.6"
"GM";"40.8"
"GH";"45.9"
"GN";"64.9"
"GW";"57.9"
"LR";"50.2"
"ML";"60.0"
"MR";"48.9"
"NE";"83.8"
"NG";"52.2"
"SH";"60.5"
"SN";"54.1"
"SL";"59.2"
"TG";"59.9"
"CN";"44.5"
"HK";"0.0"
"MO";"0.0"
"TW";"23.1"
"KP";"38.7"
"JP";"8.6"
"MN";"31.8"
"KR";"18.4"
"KZ";"42.8"
"KG";"64.2"
"TJ";"73.3"
"TM";"49.7"
"UZ";"49.3"
"AF";"75.2"
"BD";"65.7"
"BT";"61.3"
"IN";"67.2"
"IR";"26.6"
"MV";"61.5"
"NP";"81.4"
"PK";"64.0"
"LK";"81.7"
"BN";"23.3"
"KH";"77.8"
"ID";"46.7"
"LA";"66.9"
"MY";"25.8"
"MM";"70.1"
"PH";"53.7"
"SG";"0.0"
"TH";"52.3"
"TL";"70.5"
"VN";"66.2"
"AM";"36.9"
"AZ";"45.3"
"BH";"11.0"
"CY";"33.1"
"GE";"42.6"
"IQ";"30.1"
"IL";"7.8"
"JO";"9.7"
"KW";"0.0"
"LB";"11.9"
"OM";"18.7"
"QA";"1.1"
"SA";"16.8"
"PS";"24.6"
"SY";"47.8"
"TR";"26.4"
"AE";"14.3"
"YE";"65.2"
"BY";"22.8"
"BG";"26.0"
"CZ";"26.5"
"HU";"29.5"
"PL";"39.7"
"MD";"57.5"
"RO";"46.1"
"RU";"26.0"
"SK";"46.1"
"UA";"30.9"
"DK";"12.5"
"EE";"31.6"
"FO";"58.4"
"FI";"14.8"
"IS";"6.3"
"IE";"37.5"
"IM";"47.8"
"LV";"32.0"
"LT";"32.8"
"NO";"18.9"
"SE";"13.5"
"GB";"17.4"
"AL";"42.6"
"AD";"11.7"
"BA";"52.8"
"HR";"43.8"
"GI";"0.0"
"GR";"22.0"
"VA";"0.0"
"IT";"30.4"
"MT";"5.6"
"ME";"34.2"
"PT";"36.5"
"SM";"3.3"
"RS";"44.3"
"SI";"46.2"
"ES";"20.4"
"MK";"42.6"
"AT";"42.3"
"BE";"2.1"
"FR";"20.3"
"DE";"22.8"
"LI";"85.7"
"LU";"9.8"
"MC";"0.0"
"NL";"9.8"
"CH";"26.3"
"AI";"0.0"
"AG";"75.0"
"AW";"56.9"
"BS";"17.3"
"BB";"68.8"
"VG";"53.4"
"KY";"0.0"
"CU";"23.1"
"CW";"10.7"
"DM";"30.4"
"DO";"21.4"
"GD";"64.0"
"GP";"1.6"
"HT";"47.6"
"JM";"45.2"
"MQ";"11.0"
"MS";"91.0"
"PR";"6.4"
"KN";"69.2"
"LC";"81.5"
"VC";"49.0"
"SX";"0.0"
"TT";"46.7"
"TC";"7.8"
"VI";"4.7"
"BZ";"54.6"
"CR";"23.1"
"SV";"30.3"
"GT";"50.0"
"HN";"44.8"
"MX";"20.7"
"NI";"42.1"
"PA";"33.3"
"AR";"8.5"
"BO";"31.6"
"BR";"14.2"
"CL";"12.6"
"CO";"20.2"
"EC";"36.6"
"FK";"23.7"
"GF";"15.5"
"GY";"73.6"
"PY";"39.3"
"PE";"22.6"
"SR";"33.9"
"UY";"5.0"
"VE";"11.9"
"BM";"0.0"
"CA";"18.7"
"GL";"13.9"
"PM";"10.1"
"US";"18.3"
"AU";"14.3"
"NZ";"13.7"
"FJ";"45.3"
"NC";"30.6"
"PG";"87.0"
"SB";"77.6"
"VU";"75.0"
"FM";"32.1"
"GU";"5.5"
"KI";"48.4"
"MH";"24.2"
"FM";"77.5"
"NR";"0.0"
"MP";"8.6"
"PW";"21.8"
"AS";"12.8"
"CK";"25.6"
"PF";"38.3"
"NU";"57.4"
"WS";"81.1"
"TK";"100.0"
"TO";"76.7"
"TV";"40.3"
"WF";"100.0"
