;populacao_6
"BI";"362,9"
"KM";"389,0"
"DJ";"38,0"
"ER";"45,2"
"ET";"92,4"
"KE";"76,7"
"MG";"38,4"
"MW";"170,7"
"MU";"617,4"
"YT";"589,7"
"MZ";"32,7"
"RE";"337,6"
"RW";"437,3"
"SC";"200,6"
"SO";"20,4"
"SS";"17,7"
"UG";"181,7"
"TZ";"55,4"
"ZM";"19,8"
"ZW";"38,0"
"AO";"20,1"
"CM";"44,6"
"CF";"7,2"
"TD";"10,1"
"CG";"13,6"
"CD";"30,4"
"GQ";"37,0"
"GA";"6,8"
"ST";"190,5"
"DZ";"15,8"
"EG";"88,2"
"LY";"3,5"
"MA";"74,7"
"SD";"20,4"
"TN";"70,1"
"EH";"1,9"
"BW";"3,7"
"LS";"68,8"
"NA";"2,8"
"ZA";"43,7"
"SZ";"72,6"
"BJ";"86,3"
"BF";"60,6"
"CV";"127,5"
"CI";"67,4"
"GM";"178,1"
"GH";"113,1"
"GN";"45,9"
"GW";"58,3"
"LR";"43,4"
"ML";"13,1"
"MR";"3,7"
"NE";"14,0"
"NG";"183,7"
"SH";"10,6"
"SN";"71,2"
"SL";"93,7"
"TG";"126,1"
"CN";"146,5"
"HK";"6.768,0"
"MO";"18.813,8"
"TW";"657,0"
"KP";"206,4"
"JP";"352,3"
"MN";"1,8"
"KR";"513,8"
"KZ";"6,3"
"KG";"29,2"
"TJ";"57,1"
"TM";"11,2"
"UZ";"69,4"
"AF";"47,0"
"BD";"1.196,3"
"BT";"19,8"
"IN";"424,8"
"IR";"47,0"
"MV";"1.287,3"
"NP";"192,9"
"PK";"230,8"
"LK";"325,7"
"BN";"75,9"
"KH";"83,7"
"ID";"137,4"
"LA";"27,8"
"MY";"88,8"
"MM";"78,1"
"PH";"324,9"
"SG";"7.529,9"
"TH";"132,8"
"TL";"77,8"
"VN";"291,7"
"AM";"101,2"
"AZ";"112,1"
"BH";"1.710,8"
"CY";"122,8"
"GE";"59,1"
"IQ";"75,5"
"IL";"355,8"
"JO";"90,0"
"KW";"190,6"
"LB";"480,6"
"OM";"11,2"
"QA";"181,7"
"SA";"13,5"
"PS";"713,5"
"SY";"111,2"
"TR";"96,9"
"AE";"106,5"
"YE";"47,2"
"BY";"46,7"
"BG";"67,3"
"CZ";"137,1"
"HU";"109,0"
"PL";"125,1"
"MD";"124,0"
"RO";"87,6"
"RU";"8,8"
"SK";"112,7"
"UA";"78,3"
"DK";"132,2"
"EE";"31,3"
"FO";"34,9"
"FI";"17,8"
"IS";"3,3"
"IE";"67,9"
"IM";"142,8"
"LV";"33,2"
"LT";"48,5"
"NO";"13,7"
"SE";"23,3"
"GB";"265,6"
"AL";"106,6"
"AD";"175,4"
"BA";"71,5"
"HR";"76,8"
"GI";"3.362,3"
"GR";"88,3"
"VA";"1.827,3"
"IT";"203,1"
"MT";"1.315,0"
"ME";"46,6"
"PT";"115,5"
"SM";"531,9"
"RS";"102,4"
"SI";"102,3"
"ES";"93,9"
"MK";"82,2"
"AT";"103,4"
"BE";"366,0"
"FR";"116,2"
"DE";"232,6"
"LI";"228,4"
"LU";"205,6"
"MC";"25.357,7"
"NL";"497,9"
"CH";"203,3"
"AI";"157,0"
"AG";"220,0"
"AW";"569,9"
"BS";"37,2"
"BB";"654,9"
"VG";"190,1"
"KY";"239,7"
"CU";"106,9"
"CW";"344,6"
"DM";"96,1"
"DO";"210,2"
"GD";"310,2"
"GP";"267,2"
"HT";"373,3"
"JM";"262,3"
"MQ";"369,0"
"MS";"50,3"
"PR";"416,9"
"KN";"202,3"
"LC";"286,6"
"VC";"280,3"
"SX";"1.033,3"
"TT";"261,5"
"TC";"34,1"
"VI";"301,6"
"BZ";"14,8"
"CR";"91,2"
"SV";"300,3"
"GT";"142,5"
"HN";"76,0"
"MX";"62,2"
"NI";"48,8"
"PA";"50,8"
"AR";"15,4"
"BO";"9,5"
"BR";"24,0"
"CL";"23,3"
"CO";"42,3"
"EC";"62,1"
"FK";"0,2"
"GF";"3,0"
"GY";"3,8"
"PY";"16,1"
"PE";"23,6"
"SR";"3,4"
"UY";"19,4"
"VE";"33,9"
"BM";"1.263,6"
"CA";"3,8"
"GL";"0,1"
"PM";"27,3"
"US";"34,3"
"AU";"3,0"
"NZ";"17,0"
"FJ";"47,8"
"NC";"14,1"
"PG";"16,4"
"SB";"19,7"
"VU";"20,3"
"FM";"160,2"
"GU";"296,3"
"KI";"131,6"
"MH";"292,6"
"FM";"147,9"
"NR";"523,9"
"MP";"116,8"
"PW";"45,1"
"AS";"276,2"
"CK";"75,0"
"PF";"74,2"
"NU";"6,2"
"WS";"66,9"
"TK";"116,7"
"TO";"145,8"
"TV";"357,5"
"WF";"91,7"
"BI";"1.625,6"
"KM";"1.035,4"
"DJ";"57,8"
"ER";"128,6"
"ET";"237,8"
"KE";"224,2"
"MG";"137,1"
"MW";"665,3"
"MU";"525,3"
"YT";"1.768,9"
"MZ";"135,5"
"RE";"396,2"
"RW";"1.097,5"
"SC";"189,3"
"SO";"95,3"
"SS";"59,3"
"UG";"846,4"
"TZ";"257,7"
"ZM";"92,8"
"ZW";"97,8"
"AO";"103,1"
"CM";"157,2"
"CF";"19,7"
"TD";"40,3"
"CG";"53,2"
"CD";"135,7"
"GQ";"145,0"
"GA";"17,5"
"ST";"542,0"
"DZ";"26,1"
"EG";"185,9"
"LY";"4,5"
"MA";"104,1"
"SD";"65,3"
"TN";"89,2"
"EH";"4,5"
"BW";"6,7"
"LS";"124,3"
"NA";"6,6"
"ZA";"63,9"
"SZ";"140,4"
"BJ";"318,4"
"BF";"241,5"
"CV";"189,1"
"CI";"252,1"
"GM";"629,4"
"GH";"297,8"
"GN";"161,9"
"GW";"179,0"
"LR";"150,9"
"ML";"55,8"
"MR";"12,5"
"NE";"105,5"
"NG";"695,1"
"SH";"10,0"
"SN";"267,9"
"SL";"220,4"
"TG";"395,6"
"CN";"123,2"
"HK";"7.809,8"
"MO";"32.902,6"
"TW";"539,1"
"KP";"209,6"
"JP";"253,6"
"MN";"2,8"
"KR";"442,7"
"KZ";"9,3"
"KG";"45,9"
"TJ";"126,3"
"TM";"17,9"
"UZ";"95,7"
"AF";"110,4"
"BD";"1.497,8"
"BT";"25,0"
"IN";"551,7"
"IR";"51,1"
"MV";"1.863,7"
"NP";"241,0"
"PK";"454,0"
"LK";"285,1"
"BN";"98,9"
"KH";"132,9"
"ID";"177,3"
"LA";"39,5"
"MY";"132,4"
"MM";"91,3"
"PH";"572,0"
"SG";"8.630,4"
"TH";"107,5"
"TL";"225,4"
"VN";"364,4"
"AM";"78,2"
"AZ";"124,7"
"BH";"3.204,6"
"CY";"149,7"
"GE";"41,4"
"IQ";"284,1"
"IL";"715,0"
"JO";"188,4"
"KW";"340,3"
"LB";"488,7"
"OM";"22,8"
"QA";"351,1"
"SA";"21,3"
"PS";"2.199,0"
"SY";"210,6"
"TR";"121,3"
"AE";"174,4"
"YE";"104,1"
"BY";"38,8"
"BG";"39,9"
"CZ";"118,8"
"HU";"78,2"
"PL";"83,4"
"MD";"74,0"
"RO";"59,2"
"RU";"7,6"
"SK";"88,1"
"UA";"53,0"
"DK";"156,9"
"EE";"23,1"
"FO";"41,0"
"FI";"20,0"
"IS";"3,9"
"IE";"89,0"
"IM";"179,5"
"LV";"20,4"
"LT";"33,2"
"NO";"21,0"
"SE";"31,0"
"GB";"326,7"
"AL";"77,2"
"AD";"141,8"
"BA";"50,1"
"HR";"51,5"
"GI";"3.729,8"
"GR";"64,3"
"VA";"1.845,5"
"IT";"168,6"
"MT";"1.193,4"
"ME";"38,2"
"PT";"81,3"
"SM";"549,3"
"RS";"71,6"
"SI";"85,9"
"ES";"77,3"
"MK";"65,5"
"AT";"102,3"
"BE";"421,8"
"FR";"132,6"
"DE";"212,5"
"LI";"278,9"
"LU";"356,1"
"MC";"35.861,7"
"NL";"503,2"
"CH";"260,0"
"AI";"154,8"
"AG";"289,0"
"AW";"565,9"
"BS";"48,1"
"BB";"616,4"
"VG";"246,0"
"KY";"384,3"
"CU";"85,8"
"CW";"424,2"
"DM";"89,9"
"DO";"272,9"
"GD";"264,7"
"GP";"222,9"
"HT";"506,9"
"JM";"189,2"
"MQ";"290,4"
"MS";"50,3"
"PR";"293,6"
"KN";"230,5"
"LC";"254,8"
"VC";"240,6"
"SX";"1.719,5"
"TT";"216,0"
"TC";"54,1"
"VI";"201,6"
"BZ";"29,7"
"CR";"108,5"
"SV";"311,1"
"GT";"295,0"
"HN";"126,5"
"MX";"84,5"
"NI";"65,1"
"PA";"86,9"
"AR";"21,4"
"BO";"16,5"
"BR";"25,7"
"CL";"27,0"
"CO";"45,5"
"EC";"100,1"
"FK";"0,2"
"GF";"9,1"
"GY";"3,6"
"PY";"23,1"
