;populacao_6
"BI";"160,3"
"KM";"165,4"
"DJ";"15,5"
"ER";"23,6"
"ET";"35,3"
"KE";"28,6"
"MG";"15,0"
"MW";"65,4"
"MU";"475,9"
"YT";"147,0"
"MZ";"15,1"
"RE";"203,7"
"RW";"208,4"
"SC";"144,1"
"SO";"10,1"
"SS";"7,7"
"UG";"62,8"
"TZ";"21,1"
"ZM";"7,9"
"ZW";"18,5"
"AO";"7,2"
"CM";"18,2"
"CF";"3,7"
"TD";"3,6"
"CG";"5,4"
"CD";"11,6"
"GQ";"9,1"
"GA";"2,8"
"ST";"98,9"
"DZ";"8,1"
"EG";"44,3"
"LY";"1,8"
"MA";"44,9"
"SD";"8,2"
"TN";"41,0"
"EH";"0,6"
"BW";"1,8"
"LS";"43,2"
"NA";"1,2"
"ZA";"24,5"
"SZ";"35,1"
"BJ";"33,0"
"BF";"24,9"
"CV";"71,1"
"CI";"26,1"
"GM";"59,7"
"GH";"47,5"
"GN";"18,4"
"GW";"28,5"
"LR";"19,6"
"ML";"5,8"
"MR";"1,5"
"NE";"4,7"
"NG";"80,7"
"SH";"13,7"
"SN";"29,1"
"SL";"46,6"
"TG";"50,0"
"CN";"105,9"
"HK";"4.681,4"
"MO";"7.963,8"
"TW";"500,4"
"KP";"145,1"
"JP";"323,2"
"MN";"1,1"
"KR";"391,3"
"KZ";"5,5"
"KG";"18,8"
"TJ";"27,9"
"TM";"6,1"
"UZ";"37,5"
"AF";"20,3"
"BD";"625,9"
"BT";"10,7"
"IN";"234,4"
"IR";"23,7"
"MV";"528,0"
"NP";"104,0"
"PK";"101,3"
"LK";"239,8"
"BN";"36,8"
"KH";"37,9"
"ID";"81,4"
"LA";"14,1"
"MY";"42,0"
"MM";"51,1"
"PH";"159,0"
"SG";"3.445,3"
"TH";"92,8"
"TL";"39,5"
"VN";"175,4"
"AM";"108,9"
"AZ";"74,4"
"BH";"473,5"
"CY";"74,2"
"GE";"72,2"
"IQ";"31,4"
"IL";"173,0"
"JO";"26,8"
"KW";"77,0"
"LB";"254,7"
"OM";"3,7"
"QA";"19,3"
"SA";"4,5"
"PS";"250,7"
"SY";"48,6"
"TR";"57,1"
"AE";"12,5"
"YE";"15,4"
"BY";"47,5"
"BG";"81,8"
"CZ";"134,0"
"HU";"118,8"
"PL";"116,0"
"MD";"122,1"
"RO";"98,2"
"RU";"8,4"
"SK";"103,9"
"UA";"86,3"
"DK";"120,8"
"EE";"34,8"
"FO";"31,2"
"FI";"15,8"
"IS";"2,3"
"IE";"49,9"
"IM";"111,5"
"LV";"40,5"
"LT";"54,7"
"NO";"11,2"
"SE";"20,3"
"GB";"232,6"
"AL";"97,9"
"AD";"76,7"
"BA";"82,0"
"HR";"82,2"
"GI";"3.027,2"
"GR";"74,7"
"VA";"1.645,5"
"IT";"191,8"
"MT";"1.041,5"
"ME";"43,2"
"PT";"107,1"
"SM";"356,0"
"RS";"101,9"
"SI";"91,2"
"ES";"75,8"
"MK";"76,3"
"AT";"92,3"
"BE";"325,9"
"FR";"98,8"
"DE";"224,6"
"LI";"161,7"
"LU";"140,6"
"MC";"17.949,7"
"NL";"419,6"
"CH";"159,5"
"AI";"74,5"
"AG";"166,9"
"AW";"333,9"
"BS";"21,1"
"BB";"586,5"
"VG";"73,4"
"KY";"67,3"
"CU";"92,4"
"CW";"333,3"
"DM";"100,4"
"DO";"120,2"
"GD";"261,8"
"GP";"195,4"
"HT";"206,4"
"JM";"199,7"
"MQ";"307,0"
"MS";"119,2"
"PR";"359,4"
"KN";"166,2"
"LC";"193,4"
"VC";"257,7"
"SX";"385,2"
"TT";"211,6"
"TC";"7,9"
"VI";"283,1"
"BZ";"6,3"
"CR";"46,8"
"SV";"221,1"
"GT";"68,0"
"HN";"32,9"
"MX";"35,7"
"NI";"27,0"
"PA";"26,6"
"AR";"10,3"
"BO";"5,2"
"BR";"14,5"
"CL";"15,2"
"CO";"25,0"
"EC";"32,1"
"FK";"0,2"
"GF";"0,8"
"GY";"4,0"
"PY";"8,0"
"PE";"13,6"
"SR";"2,3"
"UY";"16,7"
"VE";"17,4"
"BM";"1.139,8"
"CA";"2,7"
"GL";"0,1"
"PM";"26,1"
"US";"25,1"
"AU";"1,9"
"NZ";"12,0"
"FJ";"34,8"
"NC";"7,9"
"PG";"7,3"
"SB";"8,2"
"VU";"9,5"
"FM";"95,8"
"GU";"192,8"
"KI";"73,3"
"MH";"169,9"
"FM";"104,2"
"NR";"374,4"
"MP";"36,8"
"PW";"26,5"
"AS";"162,3"
"CK";"73,5"
"PF";"41,5"
"NU";"13,1"
"WS";"55,0"
"TK";"155,3"
"TO";"129,2"
"TV";"268,4"
"WF";"80,2"
"BI";"895,6"
"KM";"732,5"
"DJ";"55,1"
"ER";"88,0"
"ET";"178,8"
"KE";"155,4"
"MG";"84,2"
"MW";"400,1"
"MU";"614,6"
"YT";"1.222,8"
"MZ";"77,5"
"RE";"403,8"
"RW";"832,2"
"SC";"212,4"
"SO";"50,8"
"SS";"38,1"
"UG";"472,5"
"TZ";"139,1"
"ZM";"49,1"
"ZW";"71,6"
"AO";"54,1"
"CM";"95,9"
"CF";"13,1"
"TD";"24,2"
"CG";"30,4"
"CD";"78,1"
"GQ";"92,6"
"GA";"12,8"
"ST";"366,6"
"DZ";"23,3"
"EG";"146,2"
"LY";"4,6"
"MA";"100,4"
"SD";"41,8"
"TN";"88,1"
"EH";"3,5"
"BW";"5,8"
"LS";"100,6"
"NA";"4,9"
"ZA";"58,6"
"SZ";"115,4"
"BJ";"192,8"
"BF";"142,6"
"CV";"177,4"
"CI";"146,1"
"GM";"412,3"
"GH";"209,9"
"GN";"99,4"
"GW";"117,9"
"LR";"92,8"
"ML";"32,4"
"MR";"8,0"
"NE";"46,3"
"NG";"407,5"
"SH";"10,9"
"SN";"160,3"
"SL";"169,2"
"TG";"258,9"
"CN";"148,5"
"HK";"7.841,7"
"MO";"28.318,1"
"TW";"659,7"
"KP";"224,0"
"JP";"307,0"
"MN";"2,6"
"KR";"530,6"
"KZ";"8,3"
"KG";"41,1"
"TJ";"98,1"
"TM";"16,3"
"UZ";"94,6"
"AF";"89,8"
"BD";"1.534,5"
"BT";"25,8"
"IN";"550,4"
"IR";"57,1"
"MV";"1.877,1"
"NP";"248,9"
"PK";"380,1"
"LK";"337,5"
"BN";"100,6"
"KH";"121,1"
"ID";"175,4"
"LA";"38,9"
"MY";"124,1"
"MM";"95,1"
"PH";"488,5"
"SG";"9.417,3"
"TH";"131,2"
"TL";"150,7"
"VN";"364,9"
"AM";"97,1"
"AZ";"133,7"
"BH";"2.990,1"
"CY";"147,7"
"GE";"50,2"
"IQ";"170,4"
"IL";"551,6"
"JO";"151,7"
"KW";"308,9"
"LB";"529,0"
"OM";"21,2"
"QA";"315,3"
"SA";"20,5"
"PS";"1.487,9"
"SY";"177,1"
"TR";"122,9"
"AE";"152,2"
"YE";"86,7"
"BY";"42,9"
"BG";"52,1"
"CZ";"131,5"
"HU";"94,0"
"PL";"109,5"
"MD";"104,7"
"RO";"73,6"
"RU";"8,2"
"SK";"105,6"
"UA";"64,8"
"DK";"147,4"
"EE";"27,7"
"FO";"39,1"
"FI";"19,2"
"IS";"3,9"
"IE";"82,4"
"IM";"168,7"
"LV";"25,2"
"LT";"39,6"
"NO";"18,1"
"SE";"27,7"
"GB";"307,1"
"AL";"100,5"
"AD";"166,4"
"BA";"61,9"
"HR";"63,8"
"GI";"3.681,9"
"GR";"79,5"
"VA";"1.836,4"
"IT";"190,6"
"MT";"1.328,0"
"ME";"44,6"
"PT";"101,1"
"SM";"581,6"
"RS";"87,8"
"SI";"98,1"
"ES";"90,4"
"MK";"78,3"
"AT";"108,4"
"BE";"409,6"
"FR";"128,2"
"DE";"230,3"
"LI";"267,4"
"LU";"296,5"
"MC";"29.874,5"
"NL";"522,8"
"CH";"246,5"
"AI";"176,1"
"AG";"281,2"
"AW";"601,1"
"BS";"46,8"
"BB";"660,0"
"VG";"248,6"
"KY";"330,8"
"CU";"104,0"
"CW";"404,5"
"DM";"103,2"
"DO";"270,8"
"GD";"326,9"
"GP";"257,4"
"HT";"500,5"
"JM";"257,5"
"MQ";"344,7"
"MS";"54,4"
"PR";"381,7"
"KN";"243,2"
"LC";"303,2"
"VC";"284,8"
"SX";"1.497,4"
"TT";"257,7"
"TC";"49,2"
"VI";"265,1"
"BZ";"24,8"
"CR";"112,3"
"SV";"337,7"
"GT";"239,5"
"HN";"114,7"
"MX";"83,1"
"NI";"64,3"
"PA";"75,7"
"AR";"19,7"
"BO";"14,1"
"BR";"27,8"
"CL";"27,7"
"CO";"49,4"
"EC";"89,7"
"FK";"0,2"
"GF";"6,1"
"GY";"4,2"
"PY";"21,9"
"PE";"31,8"
"SR";"4,1"
"UY";"20,9"
"VE";"46,1"
"BM";"1.103,9"
"CA";"4,8"
"GL";"0,1"
"PM";"31,8"
"US";"41,8"
"AU";"4,2"
"NZ";"21,3"
"FJ";"54,7"
"NC";"20,0"
"PG";"28,9"
"SB";"34,7"
"VU";"36,5"
"FM";"203,2"
"GU";"354,5"
"KI";"208,3"
"MH";"358,1"
"FM";"180,8"
"NR";"573,1"
"MP";"118,7"
"PW";"58,8"
"AS";"287,6"
"CK";"74,8"
"PF";"88,4"
"NU";"6,8"
"WS";"83,9"
"TK";"153,4"
"TO";"189,4"
"TV";"471,9"
"WF";"78,3"
"BI";"960,6"
"KM";"794,3"
"DJ";"60,1"
"ER";"95,7"
"ET";"195,1"
"KE";"169,5"
"MG";"91,8"
"MW";"435,4"
"MU";"672,8"
"YT";"1.329,1"
"MZ";"83,6"
"RE";"439,3"
"RW";"905,9"
"SC";"231,6"
"SO";"54,5"
"SS";"41,1"
"UG";"510,4"
"TZ";"150,5"
"ZM";"53,0"
"ZW";"78,5"
"AO";"58,1"
"CM";"103,7"
"CF";"14,2"
"TD";"26,0"
"CG";"33,0"
"CD";"83,9"
"GQ";"100,1"
"GA";"13,9"
"ST";"398,3"
"DZ";"25,3"
"EG";"159,8"
"LY";"5,0"
"MA";"109,5"
"SD";"45,1"
"TN";"95,8"
"EH";"3,8"
"BW";"6,4"
"LS";"111,7"
"NA";"5,4"
"ZA";"64,5"
"SZ";"127,8"
"BJ";"208,0"
"BF";"153,9"
"CV";"196,1"
"CI";"158,3"
"GM";"443,7"
"GH";"227,9"
"GN";"107,7"
"GW";"127,7"
"LR";"100,8"
"ML";"34,9"
"MR";"8,6"
"NE";"49,3"
"NG";"437,9"
"SH";"11,9"
"SN";"173,0"
"SL";"184,7"
"TG";"281,0"
"CN";"160,6"
"HK";"8.443,7"
"MO";"30.476,4"
"TW";"711,8"
"KP";"244,1"
"JP";"329,3"
"MN";"2,8"
"KR";"570,4"
"KZ";"9,0"
"KG";"45,0"
"TJ";"107,2"
"TM";"17,8"
"UZ";"103,9"
"AF";"97,9"
"BD";"1.697,8"
"BT";"28,3"
"IN";"604,0"
"IR";"62,5"
"MV";"2.033,2"
"NP";"276,6"
"PK";"414,3"
"LK";"369,3"
"BN";"109,5"
"KH";"132,1"
"ID";"192,6"
"LA";"43,0"
"MY";"135,5"
"MM";"104,5"
"PH";"535,7"
"SG";"10.125,8"
"TH";"142,9"
"TL";"162,9"
"VN";"396,6"
"AM";"106,2"
"AZ";"146,3"
"BH";"3.218,8"
"CY";"160,3"
"GE";"54,8"
"IQ";"184,9"
"IL";"594,4"
"JO";"165,5"
"KW";"334,8"
"LB";"582,9"
"OM";"22,7"
"QA";"334,2"
"SA";"22,1"
"PS";"1.618,4"
"SY";"192,9"
"TR";"134,1"
"AE";"162,3"
"YE";"94,7"
"BY";"46,5"
"BG";"56,3"
"CZ";"141,6"
"HU";"102,1"
"PL";"118,8"
"MD";"114,8"
"RO";"79,8"
"RU";"8,9"
"SK";"114,4"
"UA";"70,4"
"DK";"159,3"
"EE";"29,9"
"FO";"42,2"
"FI";"20,7"
"IS";"4,2"
"IE";"88,9"
"IM";"181,6"
"LV";"27,3"
"LT";"42,9"
"NO";"19,5"
"SE";"29,9"
"GB";"331,3"
"AL";"109,3"
"AD";"178,5"
"BA";"67,1"
"HR";"69,1"
"GI";"3.968,2"
"GR";"85,6"
"VA";"1.936,4"
"IT";"204,5"
"MT";"1.434,3"
"ME";"48,5"
"PT";"109,1"
"SM";"625,1"
"RS";"95,5"
"SI";"105,4"
"ES";"97,1"
"MK";"85,1"
"AT";"116,7"
"BE";"441,4"
"FR";"138,2"
"DE";"247,9"
"LI";"287,5"
"LU";"319,9"
"MC";"31.857,1"
"NL";"563,8"
"CH";"265,3"
"AI";"192,6"
"AG";"307,6"
"AW";"652,8"
"BS";"51,0"
"BB";"716,8"
"VG";"269,0"
"KY";"357,4"
"CU";"112,2"
"CW";"436,6"
"DM";"112,7"
"DO";"299,0"
"GD";"360,7"
"GP";"278,9"
"HT";"549,9"
"JM";"283,6"
