;populacao_7
"AF";"27540"
"AL";"22498"
"DZ";"73391"
"AO";"18018"
"AG";"494"
"AR";"316817"
"AM";"30640"
"AW";"575"
"AU";"244378"
"AT";"199476"
"AZ";"50192"
"BS";"1131"
"BH";"769"
"BD";"168233"
"BB";"4092"
"BY";"178294"
"BE";"257678"
"BZ";"1226"
"BJ";"18696"
"BT";"953"
"BO";"18863"
"BA";"27594"
"BW";"3292"
"BR";"546946"
"BN";"860"
"BG";"138668"
"BF";"12111"
"BI";"14635"
"CV";"1509"
"KH";"16472"
"CM";"34081"
"CA";"431220"
"CF";"9923"
"TD";"16222"
"CL";"100413"
"CN";"4147411"
"HK";"36820"
"MO";"2495"
"TW";"69339"
"CO";"138605"
"KM";"868"
"CG";"8346"
"CR";"12661"
"CI";"19080"
"HR";"68912"
"CU";"105632"
"CW";"1578"
"CY";"12050"
"CZ";"192184"
"KP";"66283"
"CD";"74655"
"DK";"142642"
"DJ";"720"
"DO";"20092"
"EC";"49564"
"EG";"251696"
"SV";"19642"
"GQ";"1213"
"ER";"5970"
"EE";"32470"
"ET";"93660"
"FJ";"1621"
"FI";"81985"
"FR";"1483687"
"GF";"464"
"PF";"439"
"GA";"5816"
"GM";"809"
"GE";"70891"
"DE";"1999411"
"GH";"21075"
"GR";"201384"
"GD";"889"
"GP";"3954"
"GU";"337"
"GT";"26427"
"GN";"8875"
"GW";"2021"
"GY";"3959"
"HT";"22758"
"HN";"16713"
"HU";"214636"
"IS";"4939"
"IN";"2722919"
"ID";"507508"
"IR";"117215"
"IQ";"57660"
"IE";"65709"
"IL";"43241"
"IT";"1244613"
"JM";"27288"
"JP";"1460538"
"JO";"10496"
"KZ";"139114"
"KE";"62890"
"KI";"313"
"KW";"3497"
"KG";"38304"
"LA";"9969"
"LV";"58298"
"LB";"19595"
"LS";"6138"
"LR";"2856"
"LY";"9660"
"LT";"74488"
"LU";"8094"
"MG";"26479"
"MW";"11311"
"MY";"63228"
"MV";"290"
"ML";"9182"
"MT";"5036"
"MQ";"4668"
"MR";"3003"
"MU";"3624"
"YT";"367"
"MX";"437868"
"FM";"1374"
"FM";"391"
"MN";"8716"
"ME";"8040"
"MA";"72956"
"MZ";"30062"
"MM";"133775"
"NA";"3817"
"NP";"37841"
"NL";"303924"
"NC";"649"
"NZ";"51806"
"NI";"10780"
"NE";"5047"
"NG";"141071"
"NO";"115922"
"OM";"2728"
"PK";"374193"
"PA";"12805"
"PG";"9562"
"PY";"15460"
"PE";"67238"
"PH";"164867"
"PL";"494358"
"PT";"177050"
"PR";"41721"
"QA";"515"
"KR";"207536"
"MD";"39915"
"RE";"3581"
"RO";"295500"
"RU";"1874860"
"RW";"14327"
"LC";"750"
"VC";"712"
"WS";"436"
"ST";"684"
"SA";"31381"
"SN";"9257"
"RS";"118704"
"SC";"719"
"SL";"5526"
"SG";"11938"
"SK";"71762"
"SI";"31707"
"SB";"980"
"SO";"16448"
"ZA";"130421"
"SS";"9098"
"ES";"687778"
"LK";"77096"
"PS";"4840"
"SD";"49255"
"SR";"2561"
"SZ";"1616"
"SE";"256667"
"CH";"155938"
"SY";"34924"
"TJ";"31329"
"MK";"14211"
"TH";"255420"
"TL";"1192"
"TG";"6194"
"TO";"431"
"TT";"7511"
"TN";"25074"
"TR";"239873"
"TM";"18777"
"UG";"33090"
"UA";"869542"
"AE";"694"
"GB";"1511096"
"TZ";"47562"
"US";"5159260"
"VI";"575"
"UY";"52568"
"UZ";"137708"
"VU";"503"
"VE";"60381"
"VN";"391032"
"EH";"428"
"YE";"23726"
"ZM";"15496"
"ZW";"27392"
