;populacao_7
"BI"; "1.42" 
"KM"; "2.635" 
"DJ"; "2.591" 
"ER"; "1.869" 
"ET"; "2.986" 
"KE"; "2.797" 
"MG"; "3.141" 
"MW"; "2.761" 
"MU"; "0.976" 
"YT"; "3.983" 
"MZ"; "2.734" 
"RE"; "1.793" 
"RW"; "6.059" 
"SC"; "1.128" 
"SO"; "3.133" 
"SS"; "4.097" 
"UG"; "3.136" 
"TZ"; "2.634" 
"ZM"; "2.84" 
"ZW"; "1.533" 
"AO"; "2.834" 
"CM"; "2.527" 
"CF"; "2.266" 
"TD"; "3.507" 
"CG"; "2.836" 
"CD"; "2.475" 
"GQ"; "3.924" 
"GA"; "2.506" 
"ST"; "1.835" 
"DZ"; "1.518" 
"EG"; "1.855" 
"LY"; "1.581" 
"MA"; "1.27" 
"SD"; "2.455" 
"TN"; "1.245" 
"EH"; "4.12" 
"BW"; "1.933" 
"LS"; "1.183" 
"NA"; "2.749" 
"ZA"; "1.659" 
"SZ"; "1.993" 
"BJ"; "3.014" 
"BF"; "2.803" 
"CV"; "2.233" 
"CI"; "2.753" 
"GM"; "2.888" 
"GH"; "2.444" 
"GN"; "2.25" 
"GW"; "1.784" 
"LR"; "6.603" 
"ML"; "2.655" 
"MR"; "3.042" 
"NE"; "3.612" 
"NG"; "2.493" 
"SH"; "-0.669" 
"SN"; "2.445" 
"SL"; "1.31" 
"TG"; "3.019" 
"CN"; "0.686" 
"HK"; "1.637" 
"MO"; "2.081" 
"JP"; "0.183" 
"MN"; "0.847" 
"KR"; "0.901" 
"KZ"; "-1.258" 
"KG"; "1.496" 
"TJ"; "1.508" 
"TM"; "1.414" 
"UZ"; "1.666" 
"AF"; "3.227" 
"BD"; "2.059" 
"BT"; "2.154" 
"IN"; "1.84" 
"IR"; "1.755" 
"MV"; "1.971" 
"NP"; "2.08" 
"PK"; "2.405" 
"LK"; "0.578" 
"BN"; "2.289" 
"KH"; "2.633" 
"ID"; "1.429" 
"LA"; "1.877" 
"MY"; "2.466" 
"MM"; "1.28" 
"PH"; "2.209" 
"SG"; "2.357" 
"TH"; "1.133" 
"TL"; "0.004" 
"VN"; "1.309" 
"AM"; "-0.94" 
"AZ"; "0.874" 
"BH"; "3.294" 
"CY"; "1.956" 
"GE"; "-1.224" 
"IQ"; "3.074" 
"IL"; "2.4" 
"JO"; "2.194" 
"KW"; "4.831" 
"LB"; "1.289" 
"OM"; "0.57" 
"QA"; "2.856" 
"SA"; "2.056" 
"PS"; "4.16" 
"SY"; "2.69" 
"TR"; "1.563" 
"AE"; "5.067" 
"YE"; "3.084" 
"BY"; "-0.416" 
"BG"; "-0.932" 
"CZ"; "-0.133" 
"HU"; "-0.25" 
"PL"; "0.051" 
"MD"; "-0.646" 
"RO"; "-0.743" 
"RU"; "-0.257" 
"SK"; "0.088" 
"UA"; "-0.828" 
"DK"; "0.41" 
"EE"; "-0.479" 
"FI"; "0.268" 
"IS"; "0.935" 
"IE"; "1.052" 
"IM"; "0.697" 
"LV"; "-1.017" 
"LT"; "-0.7" 
"NO"; "0.597" 
"SE"; "0.102" 
"GB"; "0.333" 
"AL"; "0.098" 
"AD"; "0.475" 
"BA"; "-0.405" 
"HR"; "-0.835" 
"GI"; "0.674" 
"GR"; "0.643" 
"VA"; "0.153" 
"IT"; "0.013" 
"MT"; "0.843" 
"ME"; "-0.222" 
"PT"; "0.401" 
"SM"; "1.16" 
"RS"; "-0.819" 
"SI"; "-0.03" 
"ES"; "0.502" 
"AT"; "0.197" 
"BE"; "0.187" 
"FR"; "0.464" 
"DE"; "0.061" 
"LI"; "1.529" 
"LU"; "1.325" 
"MC"; "0.88" 
"NL"; "0.584" 
"CH"; "0.419" 
"AI"; "2.427" 
"AG"; "2.541" 
"AW"; "2.464" 
"BS"; "1.228" 
"BB"; "0.365" 
"VG"; "2.273" 
"KY"; "5.494" 
"CU"; "0.444" 
"CW"; "-1.709" 
"DM"; "-0.479" 
"DO"; "1.63" 
"GD"; "0.271" 
"GP"; "1.049" 
"HT"; "1.784" 
"JM"; "0.92" 
"MQ"; "0.968" 
"MS"; "-14.496" 
"PR"; "0.574" 
"KN"; "1.129" 
"LC"; "1.304" 
"VC"; "-0.042" 
"SX"; "0.762" 
"TT"; "0.206" 
"TC"; "4.156" 
"VI"; "0.247" 
"BZ"; "3.562" 
"CR"; "2.232" 
"SV"; "0.894" 
"GT"; "2.255" 
"HN"; "2.67" 
"MX"; "1.569" 
"NI"; "1.721" 
"PA"; "2.016" 
"AR"; "1.145" 
"BO"; "1.945" 
"BR"; "1.54" 
"CL"; "1.308" 
"CO"; "1.523" 
"EC"; "1.976" 
"FK"; "3.331" 
"GF"; "3.437" 
"GY"; "-0.211" 
"PY"; "2.156" 
"PE"; "1.503" 
"SR"; "1.252" 
"UY"; "0.589" 
"VE"; "1.972" 
"BM"; "0.423" 
"CA"; "0.936" 
"GL"; "0.13" 
"PM"; "-0.095" 
"US"; "1.193" 
"AU"; "1.065" 
"NZ"; "0.977" 
"FJ"; "0.901" 
"NC"; "2.196" 
"PG"; "2.595" 
"SB"; "2.771" 
"VU"; "1.906" 
"FM"; "1.341" 
"GU"; "1.299" 
"KI"; "1.649" 
"MH"; "0.443" 
"NR"; "0.142" 
"MP"; "4.102" 
"PW"; "2.109" 
"AS"; "1.685" 
"CK"; "-0.9" 
"PF"; "1.952" 
"NU"; "-2.63" 
"WS"; "0.517" 
"TK"; "0.417" 
"TO"; "0.414" 
"TV"; "0.412" 
"WF"; "0.494" 
"AX";""
"AQ";""
"BQ";""
"BV";""
"IO";""
"CX";""
"CC";""
"FO";""
"TF";""
"GG";""
"HM";""
"JE";""
"KP";""
"MK";""
"NF";""
"PN";""
"BL";""
"MF";""
"GS";""
"SJ";""
"TW";""
"UM";""
