;populacao_7
"BI"; "3.027" 
"KM"; "2.395" 
"DJ"; "1.716" 
"ER"; "1.977" 
"ET"; "2.599" 
"KE"; "2.662" 
"MG"; "2.721" 
"MW"; "2.945" 
"MU"; "0.184" 
"YT"; "2.794" 
"MZ"; "2.907" 
"RE"; "0.776" 
"RW"; "2.532" 
"SC"; "0.504" 
"SO"; "2.863" 
"SS"; "3.315" 
"UG"; "3.373" 
"TZ"; "3.12" 
"ZM"; "3.011" 
"ZW"; "2.268" 
"AO"; "3.515" 
"CM"; "2.68" 
"CF"; "0.434" 
"TD"; "3.285" 
"CG"; "2.6" 
"CD"; "3.326" 
"GQ"; "4.235" 
"GA"; "3.256" 
"ST"; "2.247" 
"DZ"; "1.978" 
"EG"; "2.177" 
"LY"; "0.212" 
"MA"; "1.425" 
"SD"; "2.337" 
"TN"; "1.157" 
"EH"; "1.827" 
"BW"; "1.842" 
"LS"; "1.273" 
"NA"; "2.197" 
"ZA"; "1.388" 
"SZ"; "1.844" 
"BJ"; "2.789" 
"BF"; "2.978" 
"CV"; "1.18" 
"CI"; "2.492" 
"GM"; "3.118" 
"GH"; "2.361" 
"GN"; "2.27" 
"GW"; "2.585" 
"LR"; "2.615" 
"ML"; "2.946" 
"MR"; "2.946" 
"NE"; "3.835" 
"NG"; "2.665" 
"SH"; "-0.668" 
"SN"; "2.961" 
"SL"; "2.276" 
"TG"; "2.63" 
"CN"; "0.541" 
"HK"; "0.618" 
"MO"; "2.251" 
"JP"; "-0.09" 
"MN"; "1.859" 
"KR"; "0.416" 
"KZ"; "1.583" 
"KG"; "1.571" 
"TJ"; "2.243" 
"TM"; "1.796" 
"UZ"; "1.592" 
"AF"; "3.162" 
"BD"; "1.156" 
"BT"; "1.578" 
"IN"; "1.23" 
"IR"; "1.246" 
"MV"; "2.758" 
"NP"; "1.174" 
"PK"; "2.093" 
"LK"; "0.504" 
"BN"; "1.434" 
"KH"; "1.622" 
"ID"; "1.25" 
"LA"; "1.295" 
"MY"; "1.776" 
"MM"; "0.877" 
"PH"; "1.636" 
"SG"; "1.739" 
"TH"; "0.427" 
"TL"; "2.238" 
"VN"; "1.121" 
"AM"; "0.274" 
"AZ"; "1.255" 
"BH"; "2.007" 
"CY"; "0.851" 
"GE"; "-1.37" 
"IQ"; "3.208" 
"IL"; "1.65" 
"JO"; "4.863" 
"KW"; "5.443" 
"LB"; "5.99" 
"OM"; "6.454" 
"QA"; "6.649" 
"SA"; "2.806" 
"PS"; "2.735" 
"SY"; "-2.301" 
"TR"; "1.58" 
"AE"; "2.03" 
"YE"; "2.624" 
"BY"; "0.027" 
"BG"; "-0.623" 
"CZ"; "0.128" 
"HU"; "-0.292" 
"PL"; "-0.03" 
"MD"; "-0.091" 
"RO"; "-0.559" 
"RU"; "0.102" 
"SK"; "0.129" 
"UA"; "-0.502" 
"DK"; "0.476" 
"EE"; "-0.253" 
"FI"; "0.428" 
"IS"; "0.609" 
"IE"; "0.314" 
"IM"; "0.759" 
"LV"; "-1.228" 
"LT"; "-1.268" 
"NO"; "1.246" 
"SE"; "0.78" 
"GB"; "0.65" 
"AL"; "-0.117" 
"AD"; "-1.586" 
"BA"; "-1.026" 
"HR"; "-0.43" 
"GI"; "0.618" 
"GR"; "-0.403" 
"VA"; "0.025" 
"IT"; "-0.076" 
"MT"; "0.546" 
"ME"; "0.124" 
"PT"; "-0.444" 
"SM"; "1.155" 
"RS"; "-0.399" 
"SI"; "0.288" 
"ES"; "-0.168" 
"AT"; "0.629" 
"BE"; "0.628" 
"FR"; "0.449" 
"DE"; "0.2" 
"LI"; "0.761" 
"LU"; "2.193" 
"MC"; "0.646" 
"NL"; "0.304" 
"CH"; "1.208" 
"AI"; "1.193" 
"AG"; "1.083" 
"AW"; "0.52" 
"BS"; "1.392" 
"BB"; "0.33" 
"VG"; "2.021" 
"KY"; "1.545" 
"CU"; "0.225" 
"CW"; "1.362" 
"DM"; "0.476" 
"DO"; "1.235" 
"GD"; "0.406" 
"GP"; "-0.014" 
"HT"; "1.375" 
"JM"; "0.385" 
"MQ"; "-0.464" 
"MS"; "0.683" 
"PR"; "-0.233" 
"KN"; "1.077" 
"LC"; "0.529" 
"VC"; "0.027" 
"SX"; "3.134" 
"TT"; "0.476" 
"TC"; "2.05" 
"VI"; "-0.222" 
"BZ"; "2.216" 
"CR"; "1.123" 
"SV"; "0.474" 
"GT"; "2.103" 
"HN"; "1.787" 
"MX"; "1.41" 
"NI"; "1.166" 
"PA"; "1.714" 
"AR"; "1.037" 
"BO"; "1.563" 
"BR"; "0.91" 
"CL"; "0.886" 
"CO"; "0.982" 
"EC"; "1.558" 
"FK"; "0.306" 
"GF"; "2.75" 
"GY"; "0.58" 
"PY"; "1.337" 
"PE"; "1.319" 
"SR"; "1.005" 
"UY"; "0.336" 
"VE"; "1.414" 
"BM"; "-0.619" 
"CA"; "1.016" 
"GL"; "-0.092" 
"PM"; "0.045" 
"US"; "0.718" 
"AU"; "1.464" 
"NZ"; "1.089" 
"FJ"; "0.735" 
"NC"; "1.389" 
"PG"; "2.162" 
"SB"; "2.143" 
"VU"; "2.262" 
"FM"; "0.624" 
"GU"; "0.294" 
"KI"; "1.817" 
"MH"; "0.214" 
"NR"; "2.322" 
"MP"; "0.144" 
"PW"; "0.786" 
"AS"; "-0.035" 
"CK"; "-1.215" 
"PF"; "0.724" 
"NU"; "-0.148" 
"WS"; "0.795" 
"TK"; "1.93" 
"TO"; "0.424" 
"TV"; "0.869" 
"WF"; "-2.134" 
"AX";""
"AQ";""
"BQ";""
"BV";""
"IO";""
"CX";""
"CC";""
"FO";""
"TF";""
"GG";""
"HM";""
"JE";""
"KP";""
"MK";""
"NF";""
"PN";""
"BL";""
"MF";""
"GS";""
"SJ";""
"TW";""
"UM";""
