;economia_21
"AF";"19.885"
"AO";"75.47"
"AL";"45.113"
"AE";"37.103"
"AR";"46.263"
"AM";"51.386"
"AU";"58.762"
"AT";"53.084"
"AZ";"59.181"
"BI";"78.864"
"BE";"47.197"
"BJ";"70.919"
"BF";"55.663"
"BD";"34.231"
"BG";"46.98"
"BH";"44.164"
"BS";"67.866"
"BA";"33.239"
"BY";"54.543"
"BZ";"58.004"
"BO";"56.794"
"BR";"51.206"
"BB";"58.207"
"BN";"58.199"
"BT";"61.489"
"BW";"67.969"
"CF";"63.894"
"CA";"58.969"
"TD";"65.516"
"CH";"60.997"
"CL";"52.151"
"CN";"54.508"
"CI";"49.048"
"CM";"71.761"
"CD";"71.393"
"CG";"66.771"
"CO";"60.372"
"KM";"37.569"
"CV";"52.677"
"CR";"47.184"
"CU";"38.398"
"CY";"56.821"
"CZ";"50.182"
"DE";"53.848"
"DJ";"50.37"
"DK";"57.485"
"DO";"54.596"
"DZ";"14.511"
"EC";"50.74"
"EG";"23.575"
"ER";"75.651"
"EH";"29.837"
"ES";"49.358"
"EE";"54.7"
"ET";"79.798"
"FI";"53.766"
"FJ";"39.43"
"FR";"49.877"
"GA";"44.105"
"GB";"56.035"
"GE";"55.952"
"GH";"75.785"
"GN";"63.452"
"GM";"52.749"
"GW";"66.44"
"GQ";"56.104"
"GR";"42.468"
"GT";"40.75"
"GU";"50.63"
"GY";"41.605"
"HK";"48.965"
"HN";"51.663"
"HR";"44.166"
"HT";"66.897"
"HU";"48.255"
"ID";"49.942"
"IN";"24.535"
"IE";"50.655"
"IR";"13.082"
"IQ";"21.118"
"IS";"68.649"
"IL";"59.578"
"IT";"37.634"
"JM";"58.241"
"JO";"14.301"
"JP";"50.041"
"KZ";"59.236"
"KE";"61.899"
"KG";"43.23"
"KH";"82.416"
"KR";"49.587"
"KW";"41.373"
"LA";"76.756"
"LB";"22.991"
"LR";"54.491"
"LY";"25.017"
"LC";"61.477"
"LK";"33.728"
"LS";"58.383"
"LT";"52.95"
"LU";"52.436"
"LV";"52.045"
"MO";"60.196"
"MA";"23.762"
"MD";"33.051"
"MG";"85.766"
"MV";"46.062"
"MX";"45.303"
"MK";"42.366"
"ML";"64.49"
"MT";"41.59"
"MM";"49.832"
"ME";"40.43"
"MN";"48.366"
"MZ";"80.309"
"MR";"31.4"
"MU";"45.009"
"MW";"72.231"
"MY";"51.581"
"NA";"62.291"
"NC";"54.405"
"NE";"67.384"
"NG";"51.613"
"NI";"52.194"
"NL";"56.914"
"NO";"59.858"
"NP";"82.899"
"NZ";"62.372"
"OM";"27.873"
"PK";"26.585"
"PA";"52.683"
"PE";"73.464"
"PH";"50.894"
"PG";"68.829"
"PL";"46.047"
"PR";"32.281"
"KP";"72.352"
"PT";"50.016"
"PY";"59.673"
"PS";"21.311"
"PF";"45.862"
"QA";"55.895"
"RO";"39.959"
"RU";"53.22"
"RW";"85.772"
"SA";"20.694"
"SD";"22.485"
"SN";"48.857"
"SG";"57.875"
"SB";"61.908"
"SL";"55.856"
"SV";"49.827"
"SO";"18.911"
"RS";"43.332"
"SS";"71.578"
"ST";"41.461"
"SR";"42.64"
"SK";"49.697"
"SI";"46.998"
"SE";"61.056"
"SZ";"44.255"
"SY";"10.254"
"TG";"72.977"
"TH";"57.406"
"TJ";"43.276"
"TM";"51.122"
"TL";"22.655"
"TO";"44.885"
"TT";"49.648"
"TN";"21.775"
"TR";"30.273"
"TW";"46.868"
"TZ";"78.791"
"UG";"68.187"
"UA";"43.046"
"UY";"57.613"
"US";"53.223"
"UZ";"51.98"
"VC";"58.1"
"VE";"51.353"
"VI";"54.542"
"VN";"70.82"
"VU";"61.134"
"WS";"22.93"
"YE";"3.972"
"ZA";"47.762"
"ZM";"70.603"
"ZW";"81.318"
