;economia_21
"AF";"19.574"
"AO";"75.287"
"AL";"46.869"
"AE";"40.349"
"AR";"47.111"
"AM";"51.731"
"AU";"59.139"
"AT";"54.844"
"AZ";"62.625"
"BI";"80.278"
"BE";"47.851"
"BJ";"69.098"
"BF";"57.698"
"BD";"33.332"
"BG";"47.729"
"BH";"44.402"
"BS";"70.217"
"BA";"34.96"
"BY";"57.863"
"BZ";"54.207"
"BO";"55.396"
"BR";"52.945"
"BB";"61.511"
"BN";"58.979"
"BT";"58.901"
"BW";"66.279"
"CF";"63.278"
"CA";"60.409"
"TD";"64.86"
"CH";"62.798"
"CL";"50.986"
"CN";"60.221"
"CI";"48.25"
"CM";"71.352"
"CD";"71.362"
"CG";"67.265"
"CO";"59.122"
"KM";"36.311"
"CV";"50.367"
"CR";"45.882"
"CU";"41.124"
"CY";"57.992"
"CZ";"51.715"
"DE";"55.1"
"DJ";"49.599"
"DK";"58.966"
"DO";"54.398"
"DZ";"15.353"
"EC";"54.633"
"EG";"22.448"
"ER";"75.44"
"EH";"29.038"
"ES";"51.742"
"EE";"56.016"
"ET";"77.68"
"FI";"54.561"
"FJ";"40.586"
"FR";"50.39"
"GA";"43.436"
"GB";"56.875"
"GE";"57.989"
"GH";"75.098"
"GN";"63.061"
"GM";"51.508"
"GW";"65.787"
"GQ";"55.811"
"GR";"45.045"
"GT";"40.636"
"GU";"52.546"
"GY";"40.972"
"HK";"53.582"
"HN";"50.982"
"HR";"45.334"
"HT";"64.441"
"HU";"47.871"
"ID";"50.654"
"IN";"26.726"
"IE";"52.429"
"IR";"16.285"
"IQ";"19.198"
"IS";"72.113"
"IL";"59.306"
"IT";"39.298"
"JM";"57.785"
"JO";"14.071"
"JP";"50.351"
"KZ";"64.953"
"KE";"62.289"
"KG";"47.704"
"KH";"81.418"
"KR";"52.104"
"KW";"46.44"
"LA";"77.033"
"LB";"23.351"
"LR";"53.907"
"LY";"25.764"
"LC";"61.595"
"LK";"34.744"
"LS";"59.26"
"LT";"55.891"
"LU";"52.372"
"LV";"54.793"
"MO";"65.766"
"MA";"24.794"
"MD";"38.336"
"MG";"84.014"
"MV";"43.751"
"MX";"44.423"
"MK";"42.614"
"ML";"61.403"
"MT";"42.227"
"MM";"50.917"
"ME";"41.803"
"MN";"52.61"
"MZ";"82.101"
"MR";"31.097"
"MU";"45"
"MW";"72.366"
"MY";"51.148"
"NA";"59.454"
"NC";"57.108"
"NE";"67.44"
"NG";"50.622"
"NI";"50.795"
"NL";"57.851"
"NO";"60.76"
"NP";"82.671"
"NZ";"63.7"
"OM";"29.929"
"PK";"25.305"
"PA";"52.834"
"PE";"69.892"
"PH";"49.921"
"PG";"68.911"
"PL";"48.271"
"PR";"33.077"
"KP";"74.309"
"PT";"52.752"
"PY";"57.196"
"PS";"20.036"
"PF";"47.537"
"QA";"57.673"
"RO";"43.338"
"RU";"55.958"
"RW";"85.978"
"SA";"22.352"
"SD";"23.39"
"SN";"46.213"
"SG";"60.119"
"SB";"62.364"
"SL";"56.847"
"SV";"47.595"
"SO";"18.686"
"RS";"45.299"
"SS";"70.972"
"ST";"41.179"
"SR";"42.043"
"SK";"52.004"
"SI";"50.993"
"SE";"60.922"
"SZ";"43.119"
"SY";"11.342"
"TG";"75.295"
"TH";"60.068"
"TJ";"45.313"
"TM";"53.107"
"TL";"24.464"
"TO";"45.092"
"TT";"50.844"
"TN";"23.94"
"TR";"32.073"
"TW";"49.906"
"TZ";"79.315"
"UG";"66.833"
"UA";"46.33"
"UY";"56.476"
"US";"55.219"
"UZ";"53.792"
"VC";"58.804"
"VE";"50.464"
"VI";"56.791"
"VN";"73.109"
"VU";"61.554"
"WS";"23.589"
"YE";"5.648"
"ZA";"47.945"
"ZM";"70.16"
"ZW";"79.159"
