;economia_21
"AF";"19.62"
"AO";"75.27"
"AL";"46.703"
"AE";"40.091"
"AR";"47.002"
"AM";"51.802"
"AU";"59.09"
"AT";"54.735"
"AZ";"62.413"
"BI";"80.233"
"BE";"47.834"
"BJ";"69.299"
"BF";"57.465"
"BD";"33.474"
"BG";"47.674"
"BH";"44.599"
"BS";"70.2"
"BA";"34.836"
"BY";"57.541"
"BZ";"54.708"
"BO";"55.528"
"BR";"52.795"
"BB";"61.111"
"BN";"58.959"
"BT";"59.273"
"BW";"66.57"
"CF";"63.262"
"CA";"60.233"
"TD";"64.913"
"CH";"62.716"
"CL";"51.157"
"CN";"59.569"
"CI";"48.336"
"CM";"71.4"
"CD";"71.356"
"CG";"67.18"
"CO";"59.27"
"KM";"36.481"
"CV";"50.75"
"CR";"46.107"
"CU";"40.911"
"CY";"57.89"
"CZ";"51.561"
"DE";"55.104"
"DJ";"49.692"
"DK";"58.833"
"DO";"54.401"
"DZ";"15.35"
"EC";"54.221"
"EG";"22.589"
"ER";"75.44"
"EH";"29.169"
"ES";"51.476"
"EE";"55.803"
"ET";"77.918"
"FI";"54.429"
"FJ";"40.447"
"FR";"50.3"
"GA";"43.667"
"GB";"56.851"
"GE";"57.956"
"GH";"75.233"
"GN";"63.092"
"GM";"51.647"
"GW";"65.886"
"GQ";"56.023"
"GR";"44.771"
"GT";"40.649"
"GU";"52.312"
"GY";"41.083"
"HK";"53.278"
"HN";"51.038"
"HR";"45.215"
"HT";"64.729"
"HU";"47.884"
"ID";"50.606"
"IN";"26.482"
"IE";"52.149"
"IR";"15.974"
"IQ";"19.426"
"IS";"71.718"
"IL";"59.299"
"IT";"39.151"
"JM";"57.937"
"JO";"14.117"
"JP";"50.278"
"KZ";"64.554"
"KE";"62.207"
"KG";"47.363"
"KH";"81.603"
"KR";"51.964"
"KW";"46.005"
"LA";"77.061"
"LB";"23.425"
"LR";"53.917"
"LY";"25.714"
"LC";"61.742"
"LK";"34.582"
"LS";"59.249"
"LT";"55.779"
"LU";"52.442"
"LV";"54.489"
"MO";"65.463"
"MA";"24.694"
"MD";"37.774"
"MG";"84.218"
"MV";"44.129"
"MX";"44.559"
"MK";"42.664"
"ML";"61.726"
"MT";"42.171"
"MM";"50.763"
"ME";"41.635"
"MN";"52.411"
"MZ";"81.892"
"MR";"31.141"
"MU";"44.962"
"MW";"72.361"
"MY";"51.292"
"NA";"59.904"
"NC";"56.908"
"NE";"67.421"
"NG";"50.716"
"NI";"50.999"
"NL";"57.766"
"NO";"60.698"
"NP";"82.665"
"NZ";"63.58"
"OM";"29.807"
"PK";"25.476"
"PA";"52.835"
"PE";"70.325"
"PH";"50.067"
"PG";"68.883"
"PL";"47.986"
"PR";"32.997"
"KP";"74.182"
"PT";"52.44"
"PY";"57.487"
"PS";"20.252"
"PF";"47.396"
"QA";"57.574"
"RO";"42.966"
"RU";"55.636"
"RW";"85.941"
"SA";"22.374"
"SD";"23.274"
"SN";"46.538"
"SG";"59.901"
"SB";"62.304"
"SL";"56.701"
"SV";"47.888"
"SO";"18.714"
"RS";"45.046"
"SS";"71.051"
"ST";"41.127"
"SR";"42.149"
"SK";"51.745"
"SI";"50.574"
"SE";"60.979"
"SZ";"43.311"
"SY";"11.089"
"TG";"75.029"
"TH";"59.83"
"TJ";"45.164"
"TM";"52.965"
"TL";"24.209"
"TO";"45.012"
"TT";"50.699"
"TN";"23.748"
"TR";"31.909"
"TW";"49.648"
"TZ";"79.25"
"UG";"66.969"
"UA";"46"
"UY";"56.622"
"US";"54.957"
"UZ";"53.701"
"VC";"58.793"
"VE";"50.564"
"VI";"56.541"
"VN";"72.964"
"VU";"61.549"
"WS";"23.472"
"YE";"5.471"
"ZA";"47.979"
"ZM";"70.193"
"ZW";"79.441"
