;economia_21
"AF";"15.177"
"AO";"74.722"
"AL";"50.679"
"AE";"34.619"
"AR";"48.366"
"AM";"47.739"
"AU";"55.402"
"AT";"50.154"
"AZ";"58.719"
"BI";"83.35"
"BE";"42.357"
"BJ";"65.441"
"BF";"65.862"
"BD";"27.276"
"BG";"46.393"
"BH";"36.205"
"BS";"69.705"
"BA";"38.294"
"BY";"54.159"
"BZ";"42.492"
"BO";"60.544"
"BR";"53.486"
"BB";"63.371"
"BN";"56.154"
"BT";"60.275"
"BW";"51.407"
"CF";"64.162"
"CA";"60.125"
"TD";"64.53"
"CH";"59.359"
"CL";"35.474"
"CN";"69.329"
"CI";"48.372"
"CM";"70.481"
"CD";"71.176"
"CG";"66.271"
"CO";"44.777"
"KM";"32.675"
"CV";"43.622"
"CR";"42.228"
"CU";"35.957"
"CY";"52.617"
"CZ";"50.932"
"DE";"49.631"
"DJ";"46.436"
"DK";"60.285"
"DO";"48.171"
"DZ";"12.162"
"EC";"53.173"
"EG";"18.839"
"ER";"73.922"
"EH";"25.584"
"ES";"41.914"
"EE";"50.955"
"ET";"75.144"
"FI";"56.862"
"FJ";"38.347"
"FR";"48.567"
"GA";"36.975"
"GB";"53.949"
"GE";"55.214"
"GH";"72.841"
"GN";"62.729"
"GM";"47.437"
"GW";"64.383"
"GQ";"52.36"
"GR";"40.612"
"GT";"41.598"
"GU";"57.023"
"GY";"34.314"
"HK";"51.587"
"HN";"41.125"
"HR";"44.674"
"HT";"58.125"
"HU";"41.126"
"ID";"50.351"
"IN";"35.058"
"IE";"49.16"
"IR";"15.864"
"IQ";"11.931"
"IS";"71.968"
"IL";"53.087"
"IT";"36.554"
"JM";"55.53"
"JO";"12.903"
"JP";"48.584"
"KZ";"65.098"
"KE";"65.299"
"KG";"55.264"
"KH";"80.002"
"KR";"49.809"
"KW";"44.5"
"LA";"78.621"
"LB";"20.095"
"LR";"53.026"
"LY";"25.175"
"LC";"54.112"
"LK";"37.142"
"LS";"66.528"
"LT";"52.106"
"LU";"42.381"
"LV";"51.052"
"MO";"56.221"
"MA";"24.872"
"MD";"48.783"
"MG";"84.167"
"MV";"42.409"
"MX";"38.922"
"MK";"41.722"
"ML";"35.914"
"MT";"30.754"
"MM";"57.888"
"ME";"42.935"
"MN";"54.282"
"MZ";"87.747"
"MR";"30.173"
"MU";"40.642"
"MW";"75.108"
"MY";"44.374"
"NA";"50.251"
"NC";"61.007"
"NE";"67.785"
"NG";"47.233"
"NI";"40.708"
"NL";"54.885"
"NO";"62.391"
"NP";"80.803"
"NZ";"58.359"
"OM";"24.132"
"PK";"16.083"
"PA";"46.308"
"PE";"61.896"
"PH";"47.26"
"PG";"70.85"
"PL";"48.797"
"PR";"36.215"
"KP";"75.885"
"PT";"53.985"
"PY";"54.424"
"PS";"10.513"
"PF";"47.501"
"QA";"43.16"
"RO";"50.604"
"RU";"55.268"
"RW";"85.378"
"SA";"15.875"
"SD";"25.724"
"SN";"33.816"
"SG";"50.804"
"SB";"64.32"
"SL";"63.834"
"SV";"44.948"
"SO";"17.672"
"RS";"46.281"
"SS";"70.701"
"ST";"38.077"
"SR";"37.359"
"SK";"52.337"
"SI";"51.675"
"SE";"58.591"
"SZ";"38.356"
"SY";"19.441"
"TG";"80.354"
"TH";"65.521"
"TJ";"47.27"
"TM";"52.301"
"TL";"36.779"
"TO";"44.692"
"TT";"47.627"
"TN";"23.551"
"TR";"27.553"
"TW";"46.506"
"TZ";"81.722"
"UG";"64.397"
"UA";"49.975"
"UY";"52.726"
"US";"58.591"
"UZ";"51.968"
"VC";"52.352"
"VE";"47.284"
"VI";"59.949"
"VN";"72.708"
"VU";"61.539"
"WS";"24.885"
"YE";"17.76"
"ZA";"45.222"
"ZM";"73.547"
"ZW";"72.166"
