;economia_21
"AF";"14.966"
"AO";"74.664"
"AL";"53.502"
"AE";"31.258"
"AR";"46.848"
"AM";"48.746"
"AU";"53.664"
"AT";"48.808"
"AZ";"56.149"
"BI";"87.993"
"BE";"40.477"
"BJ";"59.918"
"BF";"72.908"
"BD";"24.315"
"BG";"50.872"
"BH";"31.672"
"BS";"68.322"
"BA";"39.458"
"BY";"52.63"
"BZ";"35.783"
"BO";"57.528"
"BR";"46.559"
"BB";"63.794"
"BN";"50.362"
"BT";"50.259"
"BW";"48.754"
"CF";"64.405"
"CA";"56.811"
"TD";"64.636"
"CH";"55.801"
"CL";"34.357"
"CN";"72.52"
"CI";"48.413"
"CM";"71.016"
"CD";"71.542"
"CG";"65.64"
"CO";"34.295"
"KM";"31.72"
"CV";"42.852"
"CR";"36.122"
"CU";"34.132"
"CY";"47.124"
"CZ";"52.279"
"DE";"47.858"
"DJ";"46.069"
"DK";"57.952"
"DO";"45.14"
"DZ";"11.804"
"EC";"48.553"
"EG";"21.004"
"ER";"74.447"
"EH";"23.498"
"ES";"36.685"
"EE";"53.662"
"ET";"67.542"
"FI";"54.755"
"FJ";"39.545"
"FR";"47.729"
"GA";"36.138"
"GB";"51.802"
"GE";"60.432"
"GH";"72.55"
"GN";"62.714"
"GM";"45.511"
"GW";"65.016"
"GQ";"49.715"
"GR";"36.939"
"GT";"39.734"
"GU";"58.523"
"GY";"38.177"
"HK";"47.365"
"HN";"44.753"
"HR";"45.922"
"HT";"57.889"
"HU";"40.611"
"ID";"48.883"
"IN";"35.431"
"IE";"39.937"
"IR";"10.463"
"IQ";"8.472"
"IS";"71.282"
"IL";"51.288"
"IT";"33.573"
"JM";"61.452"
"JO";"12.336"
"JP";"50.039"
"KZ";"65.483"
"KE";"70.104"
"KG";"55.713"
"KH";"77.195"
"KR";"48.317"
"KW";"43.464"
"LA";"79.946"
"LB";"19.818"
"LR";"51.706"
"LY";"21.947"
"LC";"50.285"
"LK";"36.33"
"LS";"68.941"
"LT";"53.782"
"LU";"35.283"
"LV";"52.173"
"MO";"48.329"
"MA";"24.481"
"MD";"49.782"
"MG";"84.096"
"MV";"28.186"
"MX";"37.619"
"MK";"42.557"
"ML";"35.4"
"MT";"28.272"
"MM";"60.324"
"ME";"43.803"
"MN";"53.455"
"MZ";"86.78"
"MR";"30.01"
"MU";"39.085"
"MW";"75.922"
"MY";"44.875"
"NA";"48.915"
"NC";"61.126"
"NE";"67.939"
"NG";"47.313"
"NI";"33.831"
"NL";"47.308"
"NO";"57.242"
"NP";"81.68"
"NZ";"55.113"
"OM";"21.344"
"PK";"12.505"
"PA";"42.794"
"PE";"50.083"
"PH";"47.136"
"PG";"69.675"
"PL";"51.151"
"PR";"33.179"
"KP";"77.318"
"PT";"49.255"
"PY";"53.252"
"PS";"10.244"
"PF";"48.339"
"QA";"40.875"
"RO";"61.829"
"RU";"54.539"
"RW";"86.093"
"SA";"14.87"
"SD";"27.609"
"SN";"33.411"
"SG";"50.772"
"SB";"61.44"
"SL";"63.653"
"SV";"43.111"
"SO";"19.869"
"RS";"47.705"
"SS";"70.904"
"ST";"36.13"
"SR";"33.057"
"SK";"51.568"
"SI";"51.488"
"SE";"59.085"
"SZ";"37.529"
"SY";"23.218"
"TG";"80.538"
"TH";"66.425"
"TJ";"46.112"
"TM";"51.242"
"TL";"42.169"
"TO";"45.14"
"TT";"44.814"
"TN";"22.891"
"TR";"30.753"
"TW";"45.262"
"TZ";"81.864"
"UG";"63.206"
"UA";"54.018"
"UY";"49.284"
"US";"57.756"
"UZ";"50.995"
"VC";"47.732"
"VE";"44.713"
"VI";"59.511"
"VN";"73.04"
"VU";"61.302"
"WS";"25.346"
"YE";"17.762"
"ZA";"43.248"
"ZM";"73.515"
"ZW";"67.548"
