;economia_21
"AF";"16.859"
"AO";"75.432"
"AL";"44.65"
"AE";"42.345"
"AR";"47.79"
"AM";"52.646"
"AU";"58.704"
"AT";"54.597"
"AZ";"61.323"
"BI";"79.748"
"BE";"47.595"
"BJ";"68.248"
"BF";"58.607"
"BD";"31.422"
"BG";"48.527"
"BH";"43.405"
"BS";"70.07"
"BA";"36.298"
"BY";"58.345"
"BZ";"53.701"
"BO";"58.822"
"BR";"52.976"
"BB";"63.231"
"BN";"59.314"
"BT";"58.187"
"BW";"64.554"
"CF";"63.65"
"CA";"61.684"
"TD";"64.838"
"CH";"61.261"
"CL";"49.567"
"CN";"63.059"
"CI";"48.055"
"CM";"70.903"
"CD";"71.355"
"CG";"67.614"
"CO";"58.631"
"KM";"35.086"
"CV";"47.533"
"CR";"46.467"
"CU";"42.233"
"CY";"56.261"
"CZ";"50.988"
"DE";"54.31"
"DJ";"48.497"
"DK";"58.586"
"DO";"52.424"
"DZ";"16.882"
"EC";"49.453"
"EG";"22.839"
"ER";"75.221"
"EH";"28.444"
"ES";"52.619"
"EE";"55.338"
"ET";"77.171"
"FI";"55.5"
"FJ";"40.568"
"FR";"51.081"
"GA";"41.305"
"GB";"56.144"
"GE";"56.955"
"GH";"74.303"
"GN";"62.936"
"GM";"50.923"
"GW";"65.079"
"GQ";"55.68"
"GR";"44.722"
"GT";"40.685"
"GU";"54.028"
"GY";"39.203"
"HK";"54.051"
"HN";"43.676"
"HR";"44.613"
"HT";"62.368"
"HU";"44.908"
"ID";"50.572"
"IN";"26.961"
"IE";"53.128"
"IR";"14.197"
"IQ";"18.313"
"IS";"71.481"
"IL";"58.132"
"IT";"39.032"
"JM";"56.46"
"JO";"13.864"
"JP";"49.032"
"KZ";"65.488"
"KE";"62.085"
"KG";"49.187"
"KH";"81.152"
"KR";"50.295"
"KW";"49.126"
"LA";"76.805"
"LB";"22.695"
"LR";"53.878"
"LY";"26.995"
"LC";"59.862"
"LK";"35.691"
"LS";"58.774"
"LT";"53.256"
"LU";"51.109"
"LV";"53.924"
"MO";"66.21"
"MA";"24.991"
"MD";"38.503"
"MG";"85.676"
"MV";"47.826"
"MX";"44.565"
"MK";"44.378"
"ML";"57.87"
"MT";"39.26"
"MM";"52.481"
"ME";"42.699"
"MN";"53.709"
"MZ";"82.938"
"MR";"30.653"
"MU";"44.028"
"MW";"72.463"
"MY";"48.997"
"NA";"56.674"
"NC";"57.851"
"NE";"67.615"
"NG";"50.238"
"NI";"48.449"
"NL";"58.537"
"NO";"61.568"
"NP";"81.428"
"NZ";"62.01"
"OM";"29.957"
"PK";"22.622"
"PA";"50.658"
"PE";"70.634"
"PH";"48.873"
"PG";"69.503"
"PL";"48.778"
"PR";"34.159"
"KP";"74.611"
"PT";"54.128"
"PY";"58.735"
"PS";"17.285"
"PF";"48.644"
"QA";"55.676"
"RO";"46.003"
"RU";"56.749"
"RW";"86.224"
"SA";"20.297"
"SD";"23.364"
"SN";"44.759"
"SG";"58.603"
"SB";"62.68"
"SL";"58.102"
"SV";"48.205"
"SO";"18.01"
"RS";"43.951"
"SS";"70.623"
"ST";"40.802"
"SR";"42.01"
"SK";"51.071"
"SI";"51.793"
"SE";"60.152"
"SZ";"41.411"
"SY";"12.626"
"TG";"76.044"
"TH";"63.013"
"TJ";"46.13"
"TM";"53.306"
"TL";"25.658"
"TO";"45.379"
"TT";"52.991"
"TN";"25.075"
"TR";"30.103"
"TW";"50.562"
"TZ";"80.552"
"UG";"66.33"
"UA";"48.355"
"UY";"54.974"
"US";"56.292"
"UZ";"53.43"
"VC";"58.032"
"VE";"51.015"
"VI";"58.134"
"VN";"73.598"
"VU";"61.384"
"WS";"24.09"
"YE";"6.884"
"ZA";"46.386"
"ZM";"70.056"
"ZW";"77.863"
