;indicadoressociais_13
"DZ";"3262"
"EG";"3544"
"LY";"3279"
"MA";"3373"
"SD";"2319"
"TN";"3366"
"BI";"99999999999998"
"KM";"2359"
"DJ";"2553"
"ER";"99999999999998"
"ET";"2137"
"KE";"2193"
"MG";"2057"
"MW";"2337"
"MU";"3046"
"MZ";"2272"
"RW";"2260"
"SC";"2368"
"SO";"1808"
"SS";"99999999999998"
"UG";"2162"
"TZ";"2194"
"ZM";"1933"
"ZW";"2029"
"AO";"2035"
"CM";"2627"
"CF";"2064"
"TD";"2104"
"CG";"2029"
"CD";"99999999999998"
"GQ";"99999999999998"
"GA";"2800"
"ST";"2357"
"BW";"2314"
"LS";"2542"
"NA";"2136"
"ZA";"3013"
"BJ";"2609"
"BF";"2692"
"CV";"2589"
"CI";"2576"
"GM";"2657"
"GH";"3020"
"GN";"2562"
"GW";"2319"
"LR";"2219"
"ML";"2861"
"MR";"2852"
"NE";"2555"
"NG";"2676"
"SN";"2442"
"SL";"2372"
"TG";"2418"
"KZ";"3220"
"KG";"2788"
"TJ";"2127"
"TM";"2844"
"UZ";"2716"
"CN";"3108"
"TW";"2969"
"HK";"3277"
"MO";"2897"
"KP";"2103"
"JP";"2726"
"MN";"2484"
"KR";"3338"
"BN";"2966"
"KH";"2432"
"ID";"2755"
"LA";"2411"
"MY";"2902"
"MM";"2573"
"PH";"2578"
"SG";"99999999999998"
"TH";"2763"
"TL";"2129"
"VN";"2721"
"AF";"2092"
"BD";"2435"
"BT";"99999999999998"
"IN";"2403"
"IR";"3070"
"MV";"2731"
"NP";"2639"
"PK";"2431"
"LK";"2515"
"AM";"2866"
"AZ";"3071"
"BH";"99999999999998"
"CY";"2757"
"GE";"2849"
"IQ";"2500"
"IL";"3587"
"JO";"2739"
"KW";"3470"
"LB";"2919"
"OM";"3113"
"QA";"99999999999998"
"SA";"3210"
"PS";"99999999999998"
"SY";"3076"
"TR";"3690"
"AE";"3240"
"YE";"2204"
"AG";"2360"
"BS";"2637"
"BB";"2914"
"CU";"3347"
"DM";"2947"
"DO";"2583"
"GD";"2437"
"HT";"2097"
"JM";"2756"
"PR";"99999999999998"
"KN";"2480"
"LC";"2586"
"VC";"2946"
"TT";"2983"
"BZ";"2749"
"CR";"2860"
"SV";"2558"
"GT";"2443"
"HN";"2631"
"MX";"3048"
"NI";"2581"
"PA";"2695"
"AR";"3196"
"BO";"2241"
"BR";"3266"
"CL";"2964"
"CO";"2753"
"EC";"2597"
"GY";"2710"
"PY";"2598"
"PE";"2660"
"SR";"2730"
"UY";"3026"
"VE";"2709"
"AU";"3257"
"NZ";"3134"
"FJ";"2932"
"NC";"2849"
"PG";"2276"
"SB";"2434"
"VU";"2832"
"FM";"99999999999998"
"KI";"3041"
"MH";"99999999999998"
"NR";"99999999999998"
"PW";"99999999999998"
"AS";"99999999999998"
"CK";"99999999999998"
"PF";"2930"
"NU";"99999999999998"
"WS";"2935"
"TK";"99999999999998"
"TO";"99999999999998"
"TV";"99999999999998"
"BM";"2656"
"CA";"3484"
"GL";"99999999999998"
"US";"3673"
"BY";"3350"
"BG";"2792"
"CZ";"3250"
"HU";"3037"
"PL";"3446"
"MD";"2709"
"RO";"3346"
"RU";"3353"
"SK";"2929"
"UA";"3159"
"DK";"3349"
"EE";"3258"
"FI";"3332"
"IS";"3375"
"IE";"3599"
"LV";"3143"
"LT";"3405"
"NO";"3491"
"SE";"3169"
"GB";"3415"
"AL";"3170"
"AD";"99999999999998"
"BA";"3113"
"HR";"3017"
"GR";"3410"
"IT";"3576"
"MT";"3378"
"ME";"3449"
"PT";"3476"
"RS";"2726"
"SI";"3164"
"ES";"3180"
"MK";"2930"
"AT";"3747"
"BE";"3723"
"FR";"3485"
"DE";"3513"
"LU";"3537"
"NL";"3222"
"CH";"3421"
