;indicadoressociais_13
"DZ";"3016"
"EG";"3401"
"LY";"3190"
"MA";"3243"
"SD";"99999999999998"
"TN";"3248"
"BI";"99999999999998"
"KM";"2375"
"DJ";"2332"
"ER";"99999999999998"
"ET";"1967"
"KE";"2144"
"MG";"2080"
"MW";"2252"
"MU";"3036"
"MZ";"2078"
"RW";"2045"
"SC";"2352"
"SO";"1735"
"SS";"99999999999998"
"UG";"2270"
"TZ";"2164"
"ZM";"1830"
"ZW";"2019"
"AO";"1795"
"CM";"2348"
"CF";"2049"
"TD";"2028"
"CG";"2000"
"CD";"99999999999998"
"GQ";"99999999999998"
"GA";"2714"
"ST";"2537"
"BW";"2171"
"LS";"2574"
"NA";"2230"
"ZA";"2933"
"BJ";"2484"
"BF";"2523"
"CV";"2535"
"CI";"2633"
"GM";"2459"
"GH";"2793"
"GN";"2484"
"GW";"2273"
"LR";"2140"
"ML";"2655"
"MR";"2654"
"NE";"2449"
"NG";"2717"
"SN";"2297"
"SL";"2145"
"TG";"2273"
"KZ";"3089"
"KG";"2698"
"TJ";"2061"
"TM";"2856"
"UZ";"2537"
"CN";"2894"
"TW";"2966"
"HK";"3239"
"MO";"2844"
"KP";"2143"
"JP";"2808"
"MN";"2295"
"KR";"3118"
"BN";"2954"
"KH";"2364"
"ID";"2491"
"LA";"2263"
"MY";"2813"
"MM";"2209"
"PH";"2519"
"SG";"99999999999998"
"TH";"2761"
"TL";"2038"
"VN";"2500"
"AF";"1988"
"BD";"2387"
"BT";"99999999999998"
"IN";"2298"
"IR";"3034"
"MV";"2447"
"NP";"2404"
"PK";"2387"
"LK";"2370"
"AM";"2728"
"AZ";"2955"
"BH";"99999999999998"
"CY";"2688"
"GE";"2916"
"IQ";"2368"
"IL";"3593"
"JO";"2865"
"KW";"3578"
"LB";"3164"
"OM";"2774"
"QA";"99999999999998"
"SA";"3028"
"PS";"99999999999998"
"SY";"3088"
"TR";"3629"
"AE";"3197"
"YE";"2123"
"AG";"2357"
"BS";"2626"
"BB";"2877"
"CU";"3255"
"DM";"2961"
"DO";"2366"
"GD";"2388"
"HT";"1932"
"JM";"2793"
"PR";"99999999999998"
"KN";"2429"
"LC";"2624"
"VC";"2804"
"TT";"2801"
"BZ";"2803"
"CR";"2848"
"SV";"2571"
"GT";"2415"
"HN";"2530"
"MX";"3082"
"NI";"2428"
"PA";"2383"
"AR";"3122"
"BO";"2144"
"BR";"3093"
"CL";"2933"
"CO";"2769"
"EC";"2344"
"GY";"2669"
"PY";"2596"
"PE";"2434"
"SR";"2639"
"UY";"2841"
"VE";"2538"
"AU";"3152"
"NZ";"3173"
"FJ";"2938"
"NC";"2764"
"PG";"2293"
"SB";"2435"
"VU";"2814"
"FM";"99999999999998"
"KI";"2910"
"MH";"99999999999998"
"NR";"99999999999998"
"PW";"99999999999998"
"AS";"99999999999998"
"CK";"99999999999998"
"PF";"2911"
"NU";"99999999999998"
"WS";"2868"
"TK";"99999999999998"
"TO";"99999999999998"
"TV";"99999999999998"
"BM";"2579"
"CA";"3476"
"GL";"99999999999998"
"US";"3789"
"BY";"3085"
"BG";"2739"
"CZ";"3286"
"HU";"3237"
"PL";"3362"
"MD";"2691"
"RO";"3400"
"RU";"3253"
"SK";"2823"
"UA";"3236"
"DK";"3422"
"EE";"3197"
"FI";"3240"
"IS";"3395"
"IE";"3507"
"LV";"3172"
"LT";"3497"
"NO";"3476"
"SE";"3101"
"GB";"3431"
"AL";"2863"
"AD";"99999999999998"
"BA";"3039"
"HR";"3042"
"GR";"3530"
"IT";"3603"
"MT";"3369"
"ME";"3344"
"PT";"3527"
"RS";"2732"
"SI";"3111"
"ES";"3223"
"MK";"2875"
"AT";"3699"
"BE";"3715"
"FR";"3506"
"DE";"3481"
"LU";"3503"
"NL";"3227"
"CH";"3415"
