;populacao_2
"AF";"4134477"
"AL";"661102"
"DZ";"4585096"
"AS";"9978"
"AD";"3260"
"AO";"2261024"
"AI";"2594"
"AG";"24094"
"AR";"8994099"
"AM";"656442"
"AW";"18510"
"AU";"4246754"
"AT";"3218375"
"AZ";"1401896"
"BS";"37077"
"BH";"62223"
"BD";"20181365"
"BB";"99371"
"BY";"3416833"
"BE";"4277129"
"BZ";"34902"
"BJ";"1055628"
"BM";"18362"
"BT";"92583"
"BO";"1549483"
"BA";"1310736"
"BW";"206540"
"BR";"27600077"
"VG";"3780"
"BN";"26262"
"BG";"3651696"
"BF";"2260179"
"BI";"1130846"
"CV";"88385"
"KH";"2268670"
"CM";"2148682"
"CA";"7151020"
"KY";"2986"
"CF";"660261"
"TD";"1253301"
"CL";"3119037"
"CN";"295415199"
"HK";"1058928"
"MO";"101308"
"TW";"4064188"
"CO";"6300334"
"KM";"81111"
"CG";"417322"
"CK";"8035"
"CR";"502924"
"CI";"1366098"
"HR";"1853799"
"CU";"3122092"
"CW";"52374"
"CY";"246095"
"CZ";"4374508"
"KP";"4703998"
"CD";"5834706"
"DK";"2138351"
"DJ";"31428"
"DM";"26053"
"DO";"1235245"
"EC";"1771176"
"EG";"10702221"
"SV";"1102172"
"GQ";"113458"
"ER";"574643"
"EE";"477017"
"ET";"9167742"
"FO";"16292"
"FK";"1127"
"FJ";"153075"
"FI";"1935923"
"FR";"20260023"
"GF";"13621"
"PF";"32361"
"GA";"231778"
"GM";"133261"
"GE";"1643675"
"DE";"32476638"
"GH";"2563543"
"GI";"10414"
"GR";"3766670"
"GL";"11573"
"GD";"35128"
"GP";"102774"
"GU";"40408"
"GT";"1622808"
"GN";"1568773"
"GW";"268935"
"GY";"207631"
"HT";"1599151"
"VA";"439"
"HN";"799095"
"HU";"4573689"
"IS";"72612"
"IN";"196251192"
"ID";"35157196"
"IR";"8924041"
"IQ";"2943381"
"IE";"1485140"
"IM";"25751"
"IL";"693660"
"IT";"22880742"
"JM";"702020"
"JP";"41380204"
"JO";"278551"
"KZ";"3302253"
"KE";"3144612"
"KI";"16556"
"KW";"91980"
"KG";"839705"
"LA";"848357"
"LV";"839093"
"LB";"683617"
"LS";"349694"
"LR";"489191"
"LY";"589015"
"LI";"6806"
"LT";"1161948"
"LU";"149304"
"MG";"2140833"
"MW";"1445586"
"MY";"3217990"
"MV";"41681"
"ML";"2431299"
"MT";"153087"
"MH";"6808"
"MQ";"107192"
"MR";"331032"
"MU";"252306"
"YT";"8542"
"MX";"14343331"
"FM";"89982"
"MC";"8612"
"MN";"390285"
"ME";"191008"
"MS";"7082"
"MA";"4598646"
"MZ";"3053752"
"MM";"8641471"
"NA";"245366"
"NR";"1536"
"NP";"4286847"
"NL";"5067123"
"NC";"33818"
"NZ";"979623"
"NI";"662069"
"NE";"1199209"
"NG";"19167147"
"NU";"2276"
"MP";"3720"
"NO";"1637275"
"OM";"233769"
"PK";"20656620"
"PW";"3756"
"PA";"451256"
"PG";"894103"
"PY";"743552"
"PE";"3980005"
"PH";"9584072"
"PL";"12057146"
"PT";"4051016"
"PR";"1108712"
"QA";"14273"
"KR";"9679917"
"MD";"1111517"
"RE";"124359"
"RO";"7992407"
"RU";"45399263"
"RW";"1105833"
"SH";"2511"
"KN";"20493"
"LC";"41809"
"PM";"2315"
"VC";"32043"
"WS";"43537"
"SM";"6570"
"ST";"32751"
"SA";"1620668"
"SN";"1245303"
"RS";"3334795"
"SC";"17587"
"SL";"1009361"
"SG";"555696"
"SX";"681"
"SK";"1706542"
"SI";"708906"
"SB";"50391"
"SO";"1144959"
"ZA";"7025035"
"SS";"1324020"
"ES";"13601791"
"LK";"4395004"
"PS";"478295"
"SD";"2939549"
"SR";"111510"
"SZ";"135388"
"SE";"3523803"
"CH";"2279132"
"SY";"1816691"
"TJ";"767192"
"MK";"648952"
"TH";"10659806"
"TL";"221956"
"TG";"702404"
"TK";"691"
"TO";"25033"
"TT";"330638"
"TN";"1835757"
"TR";"11024419"
"TM";"603051"
"TC";"2026"
"TV";"2514"
"UG";"2646064"
"UA";"16292454"
"AE";"33115"
"GB";"24328022"
"TZ";"3829343"
"US";"80178933"
"VI";"13495"
"UY";"1142509"
"UZ";"3095969"
"VU";"25623"
"VE";"2923625"
"VN";"12518779"
"WF";"3587"
"EH";"8146"
"YE";"2255977"
"ZM";"1177707"
"ZW";"1410782"
