;populacao_2
"AF";"16333415"
"AL";"1470680"
"DZ";"19354168"
"AS";"27850"
"AD";"41484"
"AO";"12732764"
"AI";"7092"
"AG";"46912"
"AR";"20811440"
"AM";"1356934"
"AW";"49130"
"AU";"11554097"
"AT";"4191652"
"AZ";"4663462"
"BS";"184561"
"BH";"812284"
"BD";"79552350"
"BB";"135457"
"BY";"4407402"
"BE";"5475491"
"BZ";"171793"
"BJ";"4978819"
"BM";"30250"
"BT";"406417"
"BO";"5209866"
"BA";"1769632"
"BW";"1051964"
"BR";"99599038"
"VG";"14684"
"BN";"209350"
"BG";"3535319"
"BF";"8488182"
"BI";"4716988"
"CV";"258956"
"KH";"7324930"
"CM";"10831843"
"CA";"17488513"
"KY";"28582"
"CF";"2219607"
"TD";"6571560"
"CL";"8645811"
"CN";"712194378"
"HK";"3321998"
"MO";"276372"
"TW";"11701642"
"CO";"23321983"
"KM";"373893"
"CG";"2376721"
"CK";"9047"
"CR";"2355876"
"CI";"11171892"
"HR";"2060695"
"CU";"5713074"
"CW";"70839"
"CY";"571818"
"CZ";"5205731"
"KP";"12215426"
"CD";"35540626"
"DK";"2801538"
"DJ";"450267"
"DM";"36209"
"DO";"5126544"
"EC";"7832098"
"EG";"45383445"
"SV";"2947470"
"GQ";"594840"
"ER";"2328832"
"EE";"616987"
"ET";"47365012"
"FO";"25247"
"FK";"1413"
"FJ";"448103"
"FI";"2672374"
"FR";"31391471"
"GF";"127304"
"PF";"139641"
"GA";"932643"
"GM";"920531"
"GE";"1928313"
"DE";"39918023"
"GH";"13075047"
"GI";"16647"
"GR";"5575706"
"GL";"29824"
"GD";"53049"
"GP";"209372"
"GU";"81358"
"GT";"7667923"
"GN";"5777163"
"GW";"825753"
"GY";"380605"
"HT";"5158828"
"VA";"369"
"HN";"4315284"
"HU";"4674020"
"IS";"164353"
"IN";"662970968"
"ID";"127041507"
"IR";"39023189"
"IQ";"17137309"
"IE";"2325458"
"IM";"40396"
"IL";"3872150"
"IT";"29008852"
"JM";"1418373"
"JP";"62717623"
"JO";"4270291"
"KZ";"8328613"
"KE";"22281086"
"KI";"53468"
"KW";"2069642"
"KG";"2814279"
"LA";"3235013"
"LV";"935669"
"LB";"2663226"
"LS";"1026288"
"LR";"2158737"
"LY";"3140500"
"LI";"18260"
"LT";"1379118"
"LU";"272441"
"MG";"11443267"
"MW";"8204207"
"MY";"15346228"
"MV";"222476"
"ML";"8237292"
"MT";"211693"
"MH";"26622"
"MQ";"178309"
"MR";"1985103"
"MU";"622127"
"YT";"111428"
"MX";"60999974"
"FM";"257707"
"MC";"18546"
"MN";"1421738"
"ME";"309240"
"MS";"2502"
"MA";"16707453"
"MZ";"12870732"
"MM";"25118496"
"NA";"1123938"
"NR";"5344"
"NP";"13587023"
"NL";"8366865"
"NC";"132553"
"NZ";"2220507"
"NI";"2929862"
"NE";"9222647"
"NG";"86984834"
"NU";"813"
"MP";"26538"
"NO";"2549529"
"OM";"2350851"
"PK";"93361285"
"PW";"11325"
"PA";"1926034"
"PG";"3862202"
"PY";"3281567"
"PE";"15269589"
"PH";"49668534"
"PL";"18511095"
"PT";"5004390"
"PR";"1772933"
"QA";"1706824"
"KR";"25121373"
"MD";"1957925"
"RE";"411443"
"RO";"9730767"
"RU";"66653671"
"RW";"5422304"
"SH";"2078"
"KN";"26353"
"LC";"86138"
"PM";"3111"
"VC";"55181"
"WS";"98376"
"SM";"15916"
"ST";"93110"
"SA";"16899223"
"SN";"6922437"
"RS";"4361056"
"SC";"46792"
"SL";"3422932"
"SG";"2645853"
"SX";"17446"
"SK";"2634863"
"SI";"1024559"
"SB";"286318"
"SO";"6546337"
"ZA";"26405349"
"SS";"5593460"
"ES";"22983738"
"LK";"9922664"
"PS";"2238943"
"SD";"18390842"
"SR";"272593"
"SZ";"616409"
"SE";"4799717"
"CH";"4017511"
"SY";"10007086"
"TJ";"4115720"
"MK";"1037457"
"TH";"33322187"
"TL";"601493"
"TG";"3508176"
"TK";"569"
"TO";"52786"
"TT";"666170"
"TN";"5448155"
"TR";"37262158"
"TM";"2641245"
"TC";"16632"
"TV";"5286"
"UG";"18665688"
"UA";"20831347"
"AE";"6659492"
"GB";"31818766"
"TZ";"25008402"
"US";"155997211"
"VI";"50276"
"UY";"1644052"
"UZ";"14947205"
"VU";"128309"
"VE";"15109908"
"VN";"45232418"
"WF";"6157"
"EH";"265406"
"YE";"12924486"
"ZM";"7515767"
"ZW";"7325463"
