;populacao_2
"AF";"17389625"
"AL";"1475867"
"DZ";"20133472"
"AS";"27895"
"AD";"39741"
"AO";"13653563"
"AI";"7250"
"AG";"47940"
"AR";"21245214"
"AM";"1370760"
"AW";"49597"
"AU";"11861620"
"AT";"4248652"
"AZ";"4786005"
"BS";"189349"
"BH";"846759"
"BD";"81342973"
"BB";"136173"
"BY";"4413162"
"BE";"5548634"
"BZ";"179106"
"BJ";"5270132"
"BM";"29881"
"BT";"418443"
"BO";"5370710"
"BA";"1735497"
"BW";"1091640"
"BR";"101283709"
"VG";"15188"
"BN";"215100"
"BG";"3490100"
"BF";"9018772"
"BI";"5015272"
"CV";"265363"
"KH";"7568575"
"CM";"11424075"
"CA";"17832283"
"KY";"29353"
"CF";"2242275"
"TD";"7011174"
"CL";"8796512"
"CN";"719759957"
"HK";"3349042"
"MO";"288256"
"TW";"11746831"
"CO";"23743535"
"KM";"392089"
"CG";"2498945"
"CK";"8877"
"CR";"2405543"
"CI";"11728519"
"HR";"2041032"
"CU";"5735179"
"CW";"72290"
"CY";"581395"
"CZ";"5210402"
"KP";"12344958"
"CD";"37996074"
"DK";"2828808"
"DJ";"465561"
"DM";"36599"
"DO";"5246102"
"EC";"8071060"
"EG";"47408942"
"SV";"2969971"
"GQ";"648404"
"ER";"2427799"
"EE";"615189"
"ET";"49860882"
"FO";"25336"
"FK";"1427"
"FJ";"453628"
"FI";"2697840"
"FR";"31672756"
"GF";"134315"
"PF";"141575"
"GA";"991862"
"GM";"978959"
"GE";"1885939"
"DE";"40186938"
"GH";"13723929"
"GI";"16874"
"GR";"5523444"
"GL";"29738"
"GD";"53584"
"GP";"209035"
"GU";"81994"
"GT";"7995000"
"GN";"6059372"
"GW";"870333"
"GY";"387050"
"HT";"5297427"
"VA";"370"
"HN";"4467193"
"HU";"4650332"
"IS";"165685"
"IN";"678564294"
"ID";"130038965"
"IR";"39941755"
"IQ";"18275557"
"IE";"2331124"
"IM";"41056"
"IL";"3999567"
"IT";"28961673"
"JM";"1429046"
"JP";"62525946"
"JO";"4640978"
"KZ";"8595071"
"KE";"23477023"
"KI";"55412"
"KW";"2260980"
"KG";"2908034"
"LA";"3321589"
"LV";"914568"
"LB";"2939287"
"LS";"1054725"
"LR";"2268288"
"LY";"3148308"
"LI";"18551"
"LT";"1350160"
"LU";"284441"
"MG";"12081791"
"MW";"8702133"
"MY";"15876923"
"MV";"236665"
"ML";"8735645"
"MT";"214501"
"MH";"26728"
"MQ";"176055"
"MR";"2106193"
"MU";"623795"
"YT";"117875"
"MX";"62677416"
"FM";"261563"
"MC";"18704"
"MN";"1473946"
"ME";"309829"
"MS";"2529"
"MA";"17220410"
"MZ";"13660351"
"MM";"25593153"
"NA";"1178734"
"NR";"5566"
"NP";"13903375"
"NL";"8420387"
"NC";"135820"
"NZ";"2268961"
"NI";"2997971"
"NE";"9967702"
"NG";"91768732"
"NU";"816"
"MP";"26868"
"NO";"2617868"
"OM";"2723157"
"PK";"97286329"
"PW";"11514"
"PA";"1990220"
"PG";"4028825"
"PY";"3369124"
"PE";"15673112"
"PH";"51237883"
"PL";"18483758"
"PT";"4935968"
"PR";"1765703"
"QA";"1871168"
"KR";"25324659"
"MD";"1953406"
"RE";"418093"
"RO";"9633206"
"RU";"66847575"
"RW";"5701230"
"SH";"2050"
"KN";"26929"
"LC";"86812"
"PM";"3119"
"VC";"55226"
"WS";"99946"
"SM";"16232"
"ST";"97361"
"SA";"17892693"
"SN";"7350978"
"RS";"4325786"
"SC";"46453"
"SL";"3581569"
"SG";"2733891"
"SX";"18595"
"SK";"2643669"
"SI";"1029329"
"SB";"298624"
"SO";"6929042"
"ZA";"27149317"
"SS";"5950069"
"ES";"22768210"
"LK";"9978842"
"PS";"2364812"
"SD";"19304999"
"SR";"277794"
"SZ";"639130"
"SE";"4880005"
"CH";"4117089"
"SY";"9476225"
"TJ";"4297346"
"MK";"1039511"
"TH";"33525445"
"TL";"630206"
"TG";"3695718"
"TK";"597"
"TO";"53334"
"TT";"671085"
"TN";"5570360"
"TR";"38503090"
"TM";"2740069"
"TC";"17240"
"TV";"5381"
"UG";"19962086"
"UA";"20636968"
"AE";"6694723"
"GB";"32231542"
"TZ";"26626877"
"US";"158268854"
"VI";"50075"
"UY";"1656400"
"UZ";"15433638"
"VU";"134007"
"VE";"15511223"
"VN";"46284563"
"WF";"5881"
"EH";"276266"
"YE";"13600527"
"ZM";"7988340"
"ZW";"7678096"
