;populacao_2
"AF";"4266104"
"AL";"710949"
"DZ";"4848507"
"AS";"10129"
"AD";"4302"
"AO";"2429923"
"AI";"2686"
"AG";"26005"
"AR";"9501631"
"AM";"720503"
"AW";"20282"
"AU";"4559664"
"AT";"3226005"
"AZ";"1526356"
"BS";"39865"
"BH";"68214"
"BD";"21391782"
"BB";"103398"
"BY";"3455358"
"BE";"4350145"
"BZ";"38152"
"BJ";"1077350"
"BM";"19427"
"BT";"98673"
"BO";"1633135"
"BA";"1400866"
"BW";"222868"
"BR";"30198806"
"VG";"3821"
"BN";"31053"
"BG";"3742113"
"BF";"2309075"
"BI";"1195127"
"CV";"93799"
"KH";"2455323"
"CM";"2267048"
"CA";"7757584"
"KY";"3086"
"CF";"680958"
"TD";"1317249"
"CL";"3329783"
"CN";"311588473"
"HK";"1219619"
"MO";"96363"
"TW";"4464323"
"CO";"6861048"
"KM";"85955"
"CG";"445581"
"CK";"8398"
"CR";"551679"
"CI";"1493189"
"HR";"1911620"
"CU";"3302759"
"CW";"57447"
"CY";"255237"
"CZ";"4518797"
"KP";"4538506"
"CD";"6246045"
"DK";"2189744"
"DJ";"33710"
"DM";"26734"
"DO";"1362667"
"EC";"1920042"
"EG";"11575787"
"SV";"1167864"
"GQ";"116618"
"ER";"607170"
"EE";"497702"
"ET";"9714767"
"FO";"16660"
"FK";"1109"
"FJ";"165230"
"FI";"2008567"
"FR";"20844294"
"GF";"14425"
"PF";"34895"
"GA";"234327"
"GM";"143156"
"GE";"1698444"
"DE";"33001641"
"GH";"2788647"
"GI";"10670"
"GR";"3871085"
"GL";"12521"
"GD";"36516"
"GP";"111227"
"GU";"39911"
"GT";"1778945"
"GN";"1627007"
"GW";"280345"
"GY";"231378"
"HT";"1687805"
"VA";"443"
"HN";"866717"
"HU";"4725548"
"IS";"77549"
"IN";"206790652"
"ID";"37490727"
"IR";"9622333"
"IQ";"3177204"
"IE";"1476761"
"IM";"24783"
"IL";"831955"
"IT";"23378478"
"JM";"741386"
"JP";"43248167"
"JO";"335622"
"KZ";"3683693"
"KE";"3411475"
"KI";"17630"
"KW";"104701"
"KG";"885150"
"LA";"908407"
"LV";"864808"
"LB";"745530"
"LS";"364413"
"LR";"509784"
"LY";"622457"
"LI";"7120"
"LT";"1188070"
"LU";"152508"
"MG";"2274095"
"MW";"1536250"
"MY";"3490350"
"MV";"43413"
"ML";"2503068"
"MT";"151748"
"MH";"7105"
"MQ";"114392"
"MR";"357910"
"MU";"275749"
"YT";"9770"
"MX";"15727177"
"FM";"93376"
"MC";"8579"
"MN";"412849"
"ME";"208202"
"MS";"7286"
"MA";"5056109"
"MZ";"3214942"
"MM";"9094289"
"NA";"260256"
"NR";"1743"
"NP";"4529240"
"NL";"5265225"
"NC";"34891"
"NZ";"1051287"
"NI";"726479"
"NE";"1327811"
"NG";"20139603"
"NU";"2265"
"MP";"4036"
"NO";"1690036"
"OM";"244066"
"PK";"21480919"
"PW";"4018"
"PA";"487836"
"PG";"934403"
"PY";"801503"
"PE";"4300815"
"PH";"10708812"
"PL";"12816045"
"PT";"4130001"
"PR";"1114218"
"QA";"18412"
"KR";"10404556"
"MD";"1193514"
"RE";"137150"
"RO";"8374003"
"RU";"48198687"
"RW";"1202302"
"SH";"2491"
"KN";"21512"
"LC";"43266"
"PM";"2350"
"VC";"33860"
"WS";"47020"
"SM";"6867"
"ST";"32243"
"SA";"1749463"
"SN";"1347201"
"RS";"3497348"
"SC";"18513"
"SL";"1042186"
"SG";"650641"
"SX";"852"
"SK";"1831480"
"SI";"724573"
"SB";"53834"
"SO";"1210991"
"ZA";"7530102"
"SS";"1359148"
"ES";"13952184"
"LK";"4599092"
"PS";"498244"
"SD";"3182755"
"SR";"122564"
"SZ";"145011"
"SE";"3599885"
"CH";"2372357"
"SY";"1959040"
"TJ";"844244"
"MK";"691964"
"TH";"11548193"
"TL";"230668"
"TG";"719880"
"TK";"706"
"TO";"27461"
"TT";"360127"
"TN";"1937115"
"TR";"11850537"
"TM";"647105"
"TC";"2093"
"TV";"2632"
"UG";"2861330"
"UA";"17208207"
"AE";"38335"
"GB";"24498524"
"TZ";"4154711"
"US";"83920836"
"VI";"14554"
"UY";"1179173"
"UZ";"3388719"
"VU";"27734"
"VE";"3317448"
"VN";"13501419"
"WF";"3823"
"EH";"10289"
"YE";"2360762"
"ZM";"1273965"
"ZW";"1547481"
