;populacao_2
"AF";"36100106"
"AL";"1003023"
"DZ";"31773396"
"AS";"23284"
"AD";"31961"
"AO";"69805376"
"AI";"6738"
"AG";"62348"
"AR";"29031564"
"AM";"1026666"
"AW";"49879"
"AU";"19758058"
"AT";"4150685"
"AZ";"5046565"
"BS";"238484"
"BH";"1441054"
"BD";"94680654"
"BB";"127452"
"BY";"3799696"
"BE";"6420235"
"BZ";"334411"
"BJ";"19232485"
"BM";"22168"
"BT";"464748"
"BO";"8971434"
"BA";"1220560"
"BW";"1869762"
"BR";"102122623"
"VG";"17724"
"BN";"259214"
"BG";"2106507"
"BF";"35713140"
"BI";"22619328"
"CV";"371949"
"KH";"11435709"
"CM";"39796014"
"CA";"25020942"
"KY";"47298"
"CF";"6340537"
"TD";"27010376"
"CL";"9884205"
"CN";"576665886"
"HK";"3967586"
"MO";"490261"
"TW";"8971756"
"CO";"24021280"
"KM";"1001434"
"CG";"9924512"
"CK";"8482"
"CR";"2693799"
"CI";"43310703"
"HR";"1372928"
"CU";"4448927"
"CW";"94377"
"CY";"693246"
"CZ";"4536814"
"KP";"12214478"
"CD";"164827859"
"DK";"3380326"
"DJ";"644153"
"DM";"31740"
"DO";"6425054"
"EC";"12456604"
"EG";"95825193"
"SV";"2957407"
"GQ";"2206106"
"ER";"6840131"
"EE";"465385"
"ET";"120712866"
"FO";"28864"
"FK";"1319"
"FJ";"453148"
"FI";"3057896"
"FR";"36248005"
"GF";"396326"
"PF";"155957"
"GA";"2341172"
"GM";"3286034"
"GE";"1367985"
"DE";"36467497"
"GH";"35457721"
"GI";"18796"
"GR";"3986465"
"GL";"23115"
"GD";"42210"
"GP";"176691"
"GU";"94361"
"GT";"15985121"
"GN";"21267644"
"GW";"2623989"
"GY";"339187"
"HT";"6578592"
"VA";"391"
"HN";"7002134"
"HU";"3399279"
"IS";"197927"
"IN";"812152243"
"ID";"156559568"
"IR";"40194124"
"IQ";"67651455"
"IE";"3136268"
"IM";"51838"
"IL";"8151775"
"IT";"24380607"
"JM";"932345"
"JP";"43824369"
"JO";"8646189"
"KZ";"12494931"
"KE";"66147605"
"KI";"111457"
"KW";"3331661"
"KG";"4402530"
"LA";"4389813"
"LV";"601854"
"LB";"2383481"
"LS";"1890959"
"LR";"7894521"
"LY";"3851992"
"LI";"22443"
"LT";"982796"
"LU";"477260"
"MG";"42733121"
"MW";"33527935"
"MY";"21714189"
"MV";"293795"
"ML";"36728132"
"MT";"187834"
"MH";"37736"
"MQ";"141489"
"MR";"6864495"
"MU";"501915"
"YT";"345531"
"MX";"80885867"
"FM";"345006"
"MC";"27731"
"MN";"2191619"
"ME";"248639"
"MS";"2395"
"MA";"23116396"
"MZ";"57465076"
"MM";"27836507"
"NA";"2773896"
"NR";"4862"
"NP";"16695601"
"NL";"8481026"
"NC";"216407"
"NZ";"3041593"
"NI";"3815016"
"NE";"76541872"
"NG";"345857877"
"NU";"873"
"MP";"21674"
"NO";"4006776"
"OM";"4042038"
"PK";"178299940"
"PW";"14675"
"PA";"3262775"
"PG";"9007111"
"PY";"4491754"
"PE";"21316922"
"PH";"84916408"
"PL";"11742182"
"PT";"3572070"
"PR";"1191248"
"QA";"2661346"
"KR";"20436956"
"MD";"1081190"
"RE";"479552"
"RO";"6520471"
"RU";"60469850"
"RW";"13605455"
"SH";"1828"
"KN";"28923"
"LC";"72099"
"PM";"3574"
"VC";"43542"
"WS";"140744"
"SM";"15893"
"ST";"270512"
"SA";"24047817"
"SN";"27789883"
"RS";"2999171"
"SC";"42115"
"SL";"7997785"
"SG";"2911444"
"SX";"29779"
"SK";"2025729"
"SI";"846969"
"SB";"697716"
"SO";"32647547"
"ZA";"37859002"
"SS";"19188538"
"ES";"18321395"
"LK";"8095036"
"PS";"7053743"
"SD";"61061755"
"SR";"301501"
"SZ";"1185372"
"SE";"6529644"
"CH";"5134714"
"SY";"19439251"
"TJ";"9080953"
"MK";"799683"
"TH";"25902691"
"TL";"1785252"
"TG";"11274180"
"TK";"774"
"TO";"79910"
"TT";"513118"
"TN";"6936010"
"TR";"45214954"
"TM";"4092448"
"TC";"25798"
"TV";"8230"
"UG";"92035377"
"UA";"14537744"
"AE";"8945422"
"GB";"40198339"
"TZ";"125811051"
"US";"218492472"
"VI";"33626"
"UY";"1698825"
"UZ";"19899424"
"VU";"317785"
"VE";"21286328"
"VN";"54909538"
"WF";"5054"
"EH";"620714"
"YE";"27138699"
"ZM";"38250667"
"ZW";"19209387"
