;populacao_2
"AF";"12969246"
"AL";"1544008"
"DZ";"16835565"
"AS";"30114"
"AD";"41311"
"AO";"9556744"
"AI";"6241"
"AG";"42783"
"AR";"19148910"
"AM";"1401868"
"AW";"47574"
"AU";"10100763"
"AT";"4012059"
"AZ";"4206809"
"BS";"160706"
"BH";"534143"
"BD";"73051458"
"BB";"131533"
"BY";"4491286"
"BE";"5174235"
"BZ";"142333"
"BJ";"3955402"
"BM";"31639"
"BT";"344888"
"BO";"4574929"
"BA";"1857791"
"BW";"916027"
"BR";"92224756"
"VG";"11833"
"BN";"186402"
"BG";"3739041"
"BF";"6622003"
"BI";"3650627"
"CV";"232139"
"KH";"6440468"
"CM";"8698514"
"CA";"16006416"
"KY";"23788"
"CF";"2034901"
"TD";"5025054"
"CL";"7987254"
"CN";"679544263"
"HK";"3275954"
"MO";"229249"
"TW";"11480627"
"CO";"21375978"
"KM";"308012"
"CG";"1858182"
"CK";"10088"
"CR";"2129856"
"CI";"9401109"
"HR";"2108401"
"CU";"5660732"
"CW";"60628"
"CY";"520472"
"CZ";"4996535"
"KP";"11670344"
"CD";"27204717"
"DK";"2685327"
"DJ";"393626"
"DM";"35271"
"DO";"4619835"
"EC";"6878670"
"EG";"38706637"
"SV";"2878346"
"GQ";"401184"
"ER";"1985025"
"EE";"629986"
"ET";"38276287"
"FO";"25012"
"FK";"1455"
"FJ";"419049"
"FI";"2574006"
"FR";"30040031"
"GF";"100964"
"PF";"130727"
"GA";"702725"
"GM";"716125"
"GE";"2119465"
"DE";"39908226"
"GH";"10763707"
"GI";"15670"
"GR";"5595835"
"GL";"30315"
"GD";"51178"
"GP";"213177"
"GU";"80748"
"GT";"6422517"
"GN";"4838658"
"GW";"674287"
"GY";"376240"
"HT";"4577045"
"VA";"380"
"HN";"3670226"
"HU";"4786311"
"IS";"147906"
"IN";"593062002"
"ID";"113821016"
"IR";"35963531"
"IQ";"13650648"
"IE";"2104335"
"IM";"37138"
"IL";"3257334"
"IT";"28612037"
"JM";"1358299"
"JP";"62890489"
"JO";"2948193"
"KZ";"7487156"
"KE";"17909625"
"KI";"45490"
"KW";"1344277"
"KG";"2515750"
"LA";"2853959"
"LV";"1032499"
"LB";"2025936"
"LS";"942243"
"LR";"1635086"
"LY";"2986999"
"LI";"17169"
"LT";"1553570"
"LU";"225935"
"MG";"9130493"
"MW";"6435982"
"MY";"13148877"
"MV";"168064"
"ML";"6370826"
"MT";"202503"
"MH";"26429"
"MQ";"185069"
"MR";"1568249"
"MU";"605620"
"YT";"87776"
"MX";"53945653"
"FM";"252564"
"MC";"16409"
"MN";"1256932"
"ME";"302885"
"MS";"2376"
"MA";"15075319"
"MZ";"10106007"
"MM";"23681861"
"NA";"987548"
"NR";"5015"
"NP";"12722375"
"NL";"8116075"
"NC";"117002"
"NZ";"2025748"
"NI";"2655387"
"NE";"6784789"
"NG";"70159951"
"NU";"858"
"MP";"30139"
"NO";"2298246"
"OM";"1420351"
"PK";"79331874"
"PW";"10776"
"PA";"1676002"
"PG";"3210005"
"PY";"2934745"
"PE";"13796304"
"PH";"43361572"
"PL";"18574061"
"PT";"5110138"
"PR";"1807776"
"QA";"584403"
"KR";"24434757"
"MD";"1991243"
"RE";"388455"
"RO";"10445870"
"RU";"66834749"
"RW";"4394718"
"SH";"2185"
"KN";"23997"
"LC";"80094"
"PM";"3104"
"VC";"54916"
"WS";"93189"
"SM";"14463"
"ST";"77356"
"SA";"13304966"
"SN";"5517768"
"RS";"4504932"
"SC";"44341"
"SL";"2791064"
"SG";"2228974"
"SX";"15680"
"SK";"2617477"
"SI";"974432"
"SB";"240062"
"SO";"5211302"
"ZA";"23960662"
"SS";"4045798"
"ES";"21722725"
"LK";"9625259"
"PS";"1813598"
"SD";"15499995"
"SR";"251306"
"SZ";"535160"
"SE";"4482090"
"CH";"3627162"
"SY";"9334249"
"TJ";"3449921"
"MK";"1029767"
"TH";"32177314"
"TL";"520409"
"TG";"2823622"
"TK";"588"
"TO";"50671"
"TT";"642930"
"TN";"5031531"
"TR";"33419568"
"TM";"2338887"
"TC";"13338"
"TV";"4871"
"UG";"14133031"
"UA";"21750312"
"AE";"3217410"
"GB";"29514523"
"TZ";"19440653"
"US";"145631973"
"VI";"52086"
"UY";"1605187"
"UZ";"13173199"
"VU";"106801"
"VE";"13406970"
"VN";"41521818"
"WF";"7273"
"EH";"230672"
"YE";"10400053"
"ZM";"5966889"
"ZW";"6314587"
