;populacao_2
"AF";"35524467"
"AL";"1173272"
"DZ";"31160607"
"AS";"25884"
"AD";"33490"
"AO";"55145573"
"AI";"7169"
"AG";"62277"
"AR";"28774225"
"AM";"1145491"
"AW";"50699"
"AU";"18493901"
"AT";"4253138"
"AZ";"5283149"
"BS";"239521"
"BH";"1478626"
"BD";"99721227"
"BB";"129296"
"BY";"3869790"
"BE";"6329897"
"BZ";"323288"
"BJ";"16179308"
"BM";"23686"
"BT";"497960"
"BO";"8702370"
"BA";"1353045"
"BW";"1835314"
"BR";"109374833"
"VG";"18137"
"BN";"270187"
"BG";"2296665"
"BF";"29842689"
"BI";"18214143"
"CV";"380223"
"KH";"11412480"
"CM";"33430230"
"CA";"23997177"
"KY";"44096"
"CF";"5584574"
"TD";"22828407"
"CL";"10251821"
"CN";"630568426"
"HK";"3871236"
"MO";"466626"
"TW";"9941749"
"CO";"25572700"
"KM";"901985"
"CG";"8053346"
"CK";"8868"
"CR";"2838315"
"CI";"35452495"
"HR";"1507096"
"CU";"4829785"
"CW";"91923"
"CY";"707136"
"CZ";"4701101"
"KP";"12627366"
"CD";"137393958"
"DK";"3290095"
"DJ";"665105"
"DM";"35233"
"DO";"6615059"
"EC";"12322905"
"EG";"88981527"
"SV";"3191420"
"GQ";"1957100"
"ER";"6061729"
"EE";"501170"
"ET";"112914276"
"FO";"28589"
"FK";"1361"
"FJ";"477964"
"FI";"3016358"
"FR";"35555530"
"GF";"344683"
"PF";"161736"
"GA";"2130381"
"GM";"2913811"
"GE";"1471620"
"DE";"37630516"
"GH";"31725807"
"GI";"18734"
"GR";"4339957"
"GL";"24512"
"GD";"48656"
"GP";"183576"
"GU";"97176"
"GT";"15284799"
"GN";"18039555"
"GW";"2288372"
"GY";"382531"
"HT";"6885789"
"VA";"384"
"HN";"7032612"
"HU";"3643592"
"IS";"199884"
"IN";"846000555"
"ID";"159889933"
"IR";"43957833"
"IQ";"56079011"
"IE";"3024178"
"IM";"50609"
"IL";"7447719"
"IT";"25113028"
"JM";"1131554"
"JP";"47163341"
"JO";"8185263"
"KZ";"11954649"
"KE";"59391230"
"KI";"101934"
"KW";"3241989"
"KG";"4286734"
"LA";"4607771"
"LV";"643914"
"LB";"2590548"
"LS";"1802901"
"LR";"6658663"
"LY";"3955525"
"LI";"21858"
"LT";"1043197"
"LU";"445888"
"MG";"35995612"
"MW";"28374753"
"MY";"22042672"
"MV";"322711"
"ML";"30752084"
"MT";"201253"
"MH";"35934"
"MQ";"145848"
"MR";"5891971"
"MU";"543669"
"YT";"307599"
"MX";"83457808"
"FM";"343756"
"MC";"25229"
"MN";"2112568"
"ME";"270271"
"MS";"2492"
"MA";"23531724"
"MZ";"47126867"
"MM";"29416088"
"NA";"2566004"
"NR";"5176"
"NP";"17757803"
"NL";"8602948"
"NC";"207538"
"NZ";"2971490"
"NI";"3982014"
"NE";"56982750"
"NG";"287007587"
"NU";"894"
"MP";"23659"
"NO";"3808502"
"OM";"4277261"
"PK";"173691757"
"PW";"14636"
"PA";"3171018"
"PG";"8313990"
"PY";"4596793"
"PE";"21575530"
"PH";"82299303"
"PL";"13470722"
"PT";"3853403"
"PR";"1384039"
"QA";"2708808"
"KR";"22293654"
"MD";"1267040"
"RE";"486041"
"RO";"7077223"
"RU";"60305892"
"RW";"12747555"
"SH";"1940"
"KN";"30141"
"LC";"80683"
"PM";"3637"
"VC";"48657"
"WS";"136320"
"SM";"16213"
"ST";"237421"
"SA";"24667662"
"SN";"23025440"
"RS";"3278634"
"SC";"43886"
"SL";"7554563"
"SG";"3078671"
"SX";"27858"
"SK";"2193229"
"SI";"888439"
"SB";"631836"
"SO";"26066597"
"ZA";"37532652"
"SS";"16614731"
"ES";"19319355"
"LK";"8872916"
"PS";"6229357"
"SD";"52473440"
"SR";"314020"
"SZ";"1140245"
"SE";"6266304"
"CH";"5052790"
"SY";"18981857"
"TJ";"8415554"
"MK";"871985"
"TH";"28249851"
"TL";"1568052"
"TG";"9817336"
"TK";"795"
"TO";"77168"
"TT";"554243"
"TN";"7012615"
"TR";"47060525"
"TM";"4046558"
"TC";"24872"
"TV";"7860"
"UG";"75160390"
"UA";"15377329"
"AE";"8888673"
"GB";"39268685"
"TZ";"100030482"
"US";"209760964"
"VI";"37639"
"UY";"1769331"
"UZ";"20449270"
"VU";"287241"
"VE";"21355379"
"VN";"56461019"
"WF";"5183"
"EH";"579174"
"YE";"26899299"
"ZM";"29976483"
"ZW";"17662681"
