;populacao_7
"AF";"28936"
"AL";"22162"
"DZ";"70224"
"AO";"17748"
"AG";"476"
"AR";"307500"
"AM";"30524"
"AW";"535"
"AU";"239947"
"AT";"196604"
"AZ";"48837"
"BS";"1094"
"BH";"755"
"BD";"164438"
"BB";"3741"
"BY";"175341"
"BE";"252973"
"BZ";"1149"
"BJ";"18310"
"BT";"921"
"BO";"18845"
"BA";"25588"
"BW";"3328"
"BR";"536584"
"BN";"837"
"BG";"136740"
"BF";"11840"
"BI";"14278"
"CV";"1477"
"KH";"17991"
"CM";"33455"
"CA";"421983"
"CF";"9684"
"TD";"16186"
"CL";"97515"
"CN";"4019942"
"HK";"33343"
"MO";"2235"
"TW";"64941"
"CO";"134409"
"KM";"852"
"CG";"8149"
"CR";"12129"
"CI";"18299"
"HR";"66395"
"CU";"98653"
"CW";"1584"
"CY";"12212"
"CZ";"189227"
"KP";"64828"
"CD";"73879"
"DK";"139301"
"DJ";"661"
"DO";"19544"
"EC";"48796"
"EG";"247031"
"SV";"19109"
"GQ";"1254"
"ER";"5945"
"EE";"32297"
"ET";"90117"
"FJ";"1610"
"FI";"78191"
"FR";"1449952"
"GF";"454"
"PF";"429"
"GA";"5749"
"GM";"771"
"GE";"70613"
"DE";"1960544"
"GH";"21123"
"GR";"192867"
"GD";"831"
"GP";"3829"
"GU";"320"
"GT";"25674"
"GN";"9101"
"GW";"2031"
"GY";"3910"
"HT";"22037"
"HN";"16052"
"HU";"209986"
"IS";"4757"
"IN";"2643412"
"ID";"506643"
"IR";"117820"
"IQ";"55093"
"IE";"65893"
"IL";"41030"
"IT";"1221009"
"JM";"23560"
"JP";"1389969"
"JO";"9973"
"KZ";"135897"
"KE";"61523"
"KI";"322"
"KW";"3471"
"KG";"37779"
"LA";"9767"
"LV";"58103"
"LB";"19962"
"LS";"6121"
"LR";"2775"
"LY";"9581"
"LT";"73260"
"LU";"7947"
"MG";"25958"
"MW";"11347"
"MY";"63287"
"MV";"288"
"ML";"8853"
"MT";"4956"
"MQ";"4299"
"MR";"2883"
"MU";"3326"
"YT";"360"
"MX";"418867"
"FM";"1341"
"FM";"385"
"MN";"8595"
"ME";"7764"
"MA";"70726"
"MZ";"29544"
"MM";"131117"
"NA";"3799"
"NP";"37063"
"NL";"296248"
"NC";"646"
"NZ";"50279"
"NI";"10409"
"NE";"4842"
"NG";"140891"
"NO";"113126"
"OM";"2627"
"PK";"371116"
"PA";"12294"
"PG";"9231"
"PY";"14990"
"PE";"65802"
"PH";"162971"
"PL";"473631"
"PT";"172813"
"PR";"37445"
"QA";"501"
"KR";"203570"
"MD";"39446"
"RE";"3484"
"RO";"291541"
"RU";"1846736"
"RW";"14321"
"LC";"775"
"VC";"663"
"WS";"411"
"ST";"554"
"SA";"30199"
"SN";"9134"
"RS";"114056"
"SC";"682"
"SL";"5508"
"SG";"11352"
"SK";"69145"
"SI";"29645"
"SB";"912"
"SO";"14920"
"ZA";"129921"
"SS";"9059"
"ES";"667318"
"LK";"75798"
"PS";"4999"
"SD";"48623"
"SR";"2175"
"SZ";"1602"
"SE";"251046"
"CH";"150343"
"SY";"34764"
"TJ";"29988"
"MK";"13917"
"TH";"245759"
"TL";"1351"
"TG";"6217"
"TO";"413"
"TT";"7094"
"TN";"24469"
"TR";"226486"
"TM";"18611"
"UG";"32658"
"UA";"859693"
"AE";"708"
"GB";"1495703"
"TZ";"46443"
"US";"5112573"
"VI";"559"
"UY";"51960"
"UZ";"134501"
"VU";"476"
"VE";"57859"
"VN";"367960"
"EH";"319"
"YE";"23539"
"ZM";"15012"
"ZW";"27019"
