;redes_29
"AF";"2.49"
"AL";"40.66"
"DZ";"14.87"
"AS";"3.80"
"AD";"76.55"
"AO";"3.92"
"AI";"58.59"
"AG";"61.18"
"AR";"34.89"
"AM";"6.78"
"AW";"99.65"
"AU";"82.61"
"AT";"97.26"
"AZ";"17.24"
"BS";"57.67"
"BH";"78.30"
"BD";"1.97"
"BB";"73.29"
"BY";"23.14"
"BE";"87.13"
"BZ";"27.17"
"BJ";"5.93"
"BM";"75.31"
"BT";"2.99"
"BO";"20.08"
"BA";"37.22"
"BW";"28.58"
"BR";"35.51"
"VG";"99999999999998"
"BN";"56.31"
"BG";"61.08"
"BF";"3.04"
"BI";"1.40"
"KH";"6.59"
"CM";"9.03"
"CA";"47.01"
"CV";"14.07"
"KY";"71.46"
"CF";"1.48"
"TD";"1.27"
"CL";"57.98"
"CN";"25.48"
"CO";"24.34"
"KM";"1.40"
"CD";"3.75"
"CG";"10.64"
"CK";"18.70"
"CR";"22.05"
"CI";"9.30"
"HR";"64.68"
"CU";"0.67"
"CY";"64.80"
"CZ";"105.30"
"KP";"0.00"
"DK";"95.63"
"DJ";"4.47"
"DM";"59.45"
"DO";"27.84"
"EC";"26.23"
"EG";"10.14"
"SV";"30.54"
"GQ";"8.54"
"ER";"0.52"
"EE";"92.09"
"ET";"0.21"
"FK";"0.00"
"FO";"85.78"
"FJ";"17.38"
"FI";"95.15"
"FR";"73.16"
"GF";"49.98"
"PF";"38.13"
"GA";"35.87"
"GM";"12.51"
"GE";"18.54"
"DE";"87.28"
"GH";"8.08"
"GI";"57.66"
"GR";"82.73"
"GL";"68.65"
"GD";"42.19"
"GP";"72.03"
"GU";"61.99"
"GT";"24.76"
"GG";"78.54"
"GN";"1.63"
"GW";"2.92"
"GY";"22.84"
"HT";"4.39"
"HN";"9.82"
"HK";"120.75"
"HU";"86.28"
"IS";"99.64"
"IN";"4.64"
"ID";"13.57"
"IR";"7.29"
"IQ";"2.18"
"IE";"93.49"
"IL";"111.64"
"IT";"107.27"
"JM";"67.34"
"JP";"71.34"
"JE";"95.34"
"JO";"29.34"
"KZ";"15.90"
"KE";"7.26"
"KI";"0.68"
"KR";"75.44"
"KW";"80.37"
"KG";"5.23"
"LA";"3.60"
"LV";"67.43"
"LB";"22.89"
"LS";"10.15"
"LR";"2.97"
"LY";"8.76"
"LI";"73.71"
"LT";"90.24"
"LU";"104.02"
"MO";"91.73"
"MG";"1.88"
"MW";"1.75"
"MY";"58.04"
"MV";"36.48"
"ML";"3.28"
"MT";"75.57"
"MH";"1.24"
"MQ";"74.59"
"MR";"17.17"
"MU";"45.06"
"YT";"27.91"
"MX";"35.94"
"FM";"11.99"
"MD";"18.89"
"MC";"47.28"
"MN";"17.17"
"ME";"78.64"
"MS";"46.94"
"MA";"30.94"
"MZ";"3.49"
"MM";"0.19"
"NA";"14.24"
"NR";"99999999999998"
"NP";"0.46"
"AN";"108.93"
"NL";"90.87"
"NC";"50.87"
"NZ";"74.18"
"NI";"13.91"
"NE";"1.31"
"NG";"6.76"
"NU";"37.90"
"MP";"31.18"
"NO";"98.40"
"OM";"32.98"
"PK";"3.33"
"PS";"12.46"
"PA";"38.54"
"PG";"0.78"
"PY";"30.66"
"PE";"15.01"
"PH";"38.90"
"PL";"60.15"
"PT";"100.41"
"PR";"48.93"
"QA";"64.61"
"RE";"74.08"
"RO";"47.31"
"RU";"51.18"
"RW";"1.56"
"ST";"5.10"
"WS";"8.95"
"SM";"59.19"
"SA";"39.50"
"SN";"10.23"
"RS";"51.09"
"SC";"62.15"
"SL";"99999999999998"
"SG";"91.32"
"SK";"79.18"
"SI";"92.83"
"SB";"0.65"
"SO";"4.94"
"ZA";"43.19"
"SS";"99999999999998"
"ES";"89.09"
"LK";"11.41"
"SH";"0.00"
"KN";"60.45"
"LC";"62.25"
"PM";"99999999999998"
"VC";"66.32"
"SD";"3.47"
"SR";"43.11"
"SZ";"13.24"
"SE";"97.71"
"CH";"85.40"
"SY";"13.17"
"TW";"101.33"
"TJ";"2.01"
"TZ";"5.08"
"MK";"47.91"
"TH";"41.48"
"TL";"2.58"
"TG";"6.01"
"TK";"0.00"
"TO";"16.33"
"TT";"50.46"
"TN";"37.29"
"TR";"51.80"
"TM";"1.07"
"TC";"100.23"
"TV";"5.05"
"UG";"4.23"
"UA";"29.09"
"AE";"90.10"
"GB";"99.67"
"US";"63.18"
"UY";"18.04"
"UZ";"2.08"
"VU";"5.15"
"VE";"31.99"
"VN";"5.94"
"VI";"59.40"
"WF";"0.00"
"YE";"7.37"
"ZM";"3.96"
"ZW";"3.33"
