;populacao_4
"BI";"8.5"
"KM";"28.0"
"DJ";"76.6"
"ER";"27.5"
"ET";"14.9"
"KE";"20.2"
"MG";"27.4"
"MW";"14.7"
"MU";"42.6"
"YT";"49.0"
"MZ";"29.3"
"RE";"92.6"
"RW";"15.8"
"SC";"50.7"
"SO";"33.6"
"SS";"16.6"
"UG";"15.2"
"TZ";"22.7"
"ZM";"35.0"
"ZW";"34.2"
"AO";"51.3"
"CM";"46.1"
"CF";"37.7"
"TD";"21.7"
"CG";"59.2"
"CD";"35.6"
"GQ";"50.8"
"GA";"79.6"
"ST";"54.4"
"DZ";"60.7"
"EG";"42.8"
"LY";"76.5"
"MA";"53.7"
"SD";"32.6"
"TN";"63.8"
"EH";"85.8"
"BW";"54.1"
"LS";"20.1"
"NA";"32.9"
"ZA";"57.4"
"SZ";"22.6"
"BJ";"38.7"
"BF";"18.5"
"CV";"54.3"
"CI";"43.6"
"GM";"48.8"
"GH";"44.6"
"GN";"31.1"
"GW";"36.6"
"LR";"44.7"
"ML";"29.1"
"MR";"38.6"
"NE";"16.3"
"NG";"35.7"
"SH";"40.3"
"SN";"40.5"
"SL";"35.9"
"TG";"33.4"
"CN";"37.1"
"HK";"100.0"
"MO";"100.0"
"TW";"70.3"
"KP";"59.5"
"JP";"80.0"
"MN";"58.2"
"KR";"79.9"
"KZ";"56.2"
"KG";"35.3"
"TJ";"26.5"
"TM";"46.1"
"UZ";"46.6"
"AF";"22.2"
"BD";"24.1"
"BT";"26.5"
"IN";"27.9"
"IR";"64.8"
"MV";"28.9"
"NP";"14.0"
"PK";"33.2"
"LK";"18.4"
"BN";"71.7"
"KH";"18.7"
"ID";"42.8"
"LA";"23.0"
"MY";"62.9"
"MM";"27.2"
"PH";"46.1"
"SG";"100.0"
"TH";"32.6"
"TL";"24.6"
"VN";"24.9"
"AM";"64.4"
"AZ";"51.6"
"BH";"88.4"
"CY";"68.8"
"GE";"52.4"
"IQ";"68.6"
"IL";"91.3"
"JO";"78.3"
"KW";"99.9"
"LB";"86.1"
"OM";"71.6"
"QA";"96.5"
"SA";"80.1"
"PS";"72.2"
"SY";"52.3"
"TR";"65.3"
"AE";"80.7"
"YE";"26.8"
"BY";"70.5"
"BG";"69.2"
"CZ";"73.9"
"HU";"64.7"
"PL";"61.8"
"MD";"44.2"
"RO";"52.9"
"RU";"73.4"
"SK";"56.2"
"UA";"67.2"
"DK";"85.2"
"EE";"69.2"
"FO";"37.2"
"FI";"82.4"
"IS";"92.5"
"IE";"59.4"
"IM";"51.8"
"LV";"68.0"
"LT";"66.9"
"NO";"76.4"
"SE";"84.1"
"GB";"78.8"
"AL";"42.4"
"AD";"92.1"
"BA";"42.7"
"HR";"53.6"
"GI";"100.0"
"GR";"72.9"
"VA";"100.0"
"IT";"67.3"
"MT";"92.6"
"ME";"59.6"
"PT";"55.0"
"SM";"93.8"
"RS";"53.0"
"SI";"50.8"
"ES";"76.3"
"MK";"58.3"
"AT";"59.9"
"BE";"97.2"
"FR";"76.1"
"DE";"75.2"
"LI";"15.0"
"LU";"84.8"
"MC";"100.0"
"NL";"77.8"
"CH";"73.4"
"AI";"100.0"
"AG";"31.7"
"AW";"46.3"
"BS";"82.1"
"BB";"33.6"
"VG";"42.1"
"KY";"100.0"
"CU";"75.6"
"CW";"91.0"
"DM";"65.4"
"DO";"62.6"
"GD";"35.9"
"GP";"98.4"
"HT";"37.3"
"JM";"52.1"
"MQ";"89.6"
"MS";"9.5"
"PR";"94.3"
"KN";"32.6"
"LC";"27.5"
"VC";"45.6"
"SX";"100.0"
"TT";"55.7"
"TC";"85.4"
"VI";"92.8"
"BZ";"45.4"
"CR";"60.4"
"SV";"59.5"
"GT";"45.7"
"HN";"46.0"
"MX";"75.0"
"NI";"55.3"
"PA";"62.5"
"AR";"89.3"
"BO";"62.3"
"BR";"81.6"
"CL";"86.4"
"CO";"74.4"
"EC";"60.8"
"FK";"68.4"
"GF";"79.5"
"GY";"28.6"
"PY";"56.0"
"PE";"73.5"
"SR";"66.5"
"UY";"92.3"
"VE";"87.9"
"BM";"100.0"
"CA";"79.8"
"GL";"81.9"
"PM";"89.3"
"US";"79.2"
"AU";"84.1"
"NZ";"86.1"
"FJ";"48.3"
"NC";"62.3"
"PG";"13.2"
"SB";"16.2"
"VU";"22.0"
"FM";"65.8"
"GU";"93.2"
"KI";"43.5"
"MH";"69.1"
"FM";"22.3"
"NR";"100.0"
"MP";"90.2"
"PW";"70.1"
"AS";"88.5"
"CK";"66.9"
"PF";"56.0"
"NU";"33.4"
"WS";"22.1"
"TK";"0.0"
"TO";"23.0"
"TV";"46.4"
"WF";"0.0"
