;populacao_4
"BI";"13.7"
"KM";"29.4"
"DJ";"78.1"
"ER";"41.4"
"ET";"21.7"
"KE";"28.0"
"MG";"38.5"
"MW";"17.4"
"MU";"40.8"
"YT";"45.8"
"MZ";"37.1"
"RE";"99.7"
"RW";"17.4"
"SC";"57.6"
"SO";"46.1"
"SS";"20.2"
"UG";"25.0"
"TZ";"35.2"
"ZM";"44.6"
"ZW";"32.2"
"AO";"66.8"
"CM";"57.6"
"CF";"42.2"
"TD";"23.5"
"CG";"67.8"
"CD";"45.6"
"GQ";"73.1"
"GA";"90.1"
"ST";"74.4"
"DZ";"73.7"
"EG";"42.8"
"LY";"80.7"
"MA";"63.5"
"SD";"35.3"
"TN";"69.6"
"EH";"86.8"
"BW";"70.9"
"LS";"29.0"
"NA";"52.0"
"ZA";"67.4"
"SZ";"24.2"
"BJ";"48.4"
"BF";"30.6"
"CV";"66.7"
"CI";"51.7"
"GM";"62.6"
"GH";"57.4"
"GN";"36.9"
"GW";"44.2"
"LR";"52.1"
"ML";"43.9"
"MR";"55.3"
"NE";"16.6"
"NG";"52.0"
"SH";"40.1"
"SN";"48.1"
"SL";"42.9"
"TG";"42.8"
"CN";"61.4"
"HK";"100.0"
"MO";"100.0"
"TW";"78.9"
"KP";"62.4"
"JP";"91.8"
"MN";"68.7"
"KR";"81.4"
"KZ";"57.7"
"KG";"36.9"
"TJ";"27.5"
"TM";"52.5"
"UZ";"50.4"
"AF";"26.0"
"BD";"38.2"
"BT";"42.3"
"IN";"34.9"
"IR";"75.9"
"MV";"40.7"
"NP";"20.6"
"PK";"37.2"
"LK";"18.7"
"BN";"78.3"
"KH";"24.2"
"ID";"56.6"
"LA";"36.3"
"MY";"77.2"
"MM";"31.1"
"PH";"47.4"
"SG";"100.0"
"TH";"51.4"
"TL";"31.3"
"VN";"37.3"
"AM";"63.3"
"AZ";"56.4"
"BH";"89.5"
"CY";"66.8"
"GE";"59.5"
"IQ";"70.9"
"IL";"92.6"
"JO";"91.4"
"KW";"100.0"
"LB";"88.9"
"OM";"86.3"
"QA";"99.2"
"SA";"84.3"
"PS";"76.7"
"SY";"55.5"
"TR";"76.1"
"AE";"87.1"
"YE";"37.9"
"BY";"79.5"
"BG";"75.7"
"CZ";"74.1"
"HU";"71.9"
"PL";"60.0"
"MD";"42.9"
"RO";"54.2"
"RU";"74.8"
"SK";"53.8"
"UA";"69.6"
"DK";"88.1"
"EE";"69.2"
"FO";"42.4"
"FI";"85.5"
"IS";"93.9"
"IE";"63.7"
"IM";"52.9"
"LV";"68.3"
"LT";"68.1"
"NO";"83.0"
"SE";"88.0"
"GB";"83.9"
"AL";"62.1"
"AD";"87.9"
"BA";"49.0"
"HR";"57.6"
"GI";"100.0"
"GR";"79.7"
"VA";"100.0"
"IT";"71.0"
"MT";"94.7"
"ME";"67.5"
"PT";"66.3"
"SM";"97.5"
"RS";"56.5"
"SI";"55.1"
"ES";"80.8"
"MK";"58.5"
"AT";"58.8"
"BE";"98.1"
"FR";"81.0"
"DE";"77.5"
"LI";"14.4"
"LU";"91.5"
"MC";"100.0"
"NL";"92.2"
"CH";"73.9"
"AI";"100.0"
"AG";"24.4"
"AW";"43.7"
"BS";"83.2"
"BB";"31.2"
"VG";"48.5"
"KY";"100.0"
"CU";"77.2"
"CW";"89.1"
"DM";"71.1"
"DO";"82.5"
"GD";"36.5"
"GP";"98.5"
"HT";"57.1"
"JM";"56.3"
"MQ";"89.1"
"MS";"9.1"
"PR";"93.6"
"KN";"30.8"
"LC";"18.8"
"VC";"53.0"
"SX";"100.0"
"TT";"53.2"
"TC";"93.6"
"VI";"95.9"
"BZ";"46.0"
"CR";"80.8"
"SV";"73.4"
"GT";"51.8"
"HN";"58.4"
"MX";"80.7"
"NI";"59.0"
"PA";"68.4"
"AR";"92.1"
"BO";"70.1"
"BR";"87.1"
"CL";"87.7"
"CO";"81.4"
"EC";"64.2"
"FK";"78.5"
"GF";"85.8"
"GY";"26.8"
"PY";"62.2"
"PE";"78.3"
"SR";"66.2"
"UY";"95.5"
"VE";"88.3"
"BM";"100.0"
"CA";"81.6"
"GL";"87.3"
"PM";"90.0"
"US";"82.7"
"AU";"86.2"
"NZ";"86.7"
"FJ";"57.3"
"NC";"71.5"
"PG";"13.3"
"SB";"24.7"
"VU";"25.5"
"FM";"69.2"
"GU";"94.9"
"KI";"55.6"
"MH";"77.8"
"FM";"22.9"
"NR";"100.0"
"MP";"91.8"
"PW";"81.0"
"AS";"87.2"
"CK";"75.5"
"PF";"62.0"
"NU";"46.2"
"WS";"17.9"
"TK";"0.0"
"TO";"23.1"
"TV";"64.0"
"WF";"0.0"
