;economia_20
"AF";"51.884"
"AO";"77.854"
"AL";"63.241"
"AE";"75.147"
"AR";"60.451"
"AM";"58.152"
"AU";"63.672"
"AT";"59.052"
"AZ";"63.658"
"BI";"87.55"
"BE";"50.402"
"BJ";"72.66"
"BF";"80.909"
"BD";"56.739"
"BG";"54.908"
"BH";"65.54"
"BS";"75.177"
"BA";"50.36"
"BY";"59.12"
"BZ";"58.74"
"BO";"69.534"
"BR";"63.634"
"BB";"70.29"
"BN";"66.332"
"BT";"62.959"
"BW";"61.576"
"CF";"71.845"
"CA";"64.408"
"TD";"72.32"
"CH";"67.061"
"CL";"55.153"
"CN";"78.69"
"CI";"66.668"
"CM";"77.428"
"CD";"72.137"
"CG";"67.824"
"CO";"56.188"
"KM";"42.791"
"CV";"62.17"
"CR";"59.432"
"CU";"51.294"
"CY";"60.086"
"CZ";"61.405"
"DE";"58.194"
"DJ";"62.562"
"DK";"65.35"
"DO";"64.125"
"DZ";"45.022"
"EC";"65.186"
"EG";"46.429"
"ER";"82.597"
"EH";"52.459"
"ES";"49.977"
"EE";"61.76"
"ET";"78.663"
"FI";"59.833"
"FJ";"59.613"
"FR";"55.2"
"GA";"46.956"
"GB";"60.817"
"GE";"67.543"
"GH";"75.046"
"GN";"65.585"
"GM";"57.643"
"GW";"73.032"
"GQ";"61.098"
"GR";"51.633"
"GT";"62.074"
"GU";"71.137"
"GY";"58.994"
"HK";"61.934"
"HN";"66.317"
"HR";"55.518"
"HT";"65.748"
"HU";"49.437"
"ID";"65.593"
"IN";"60.496"
"IE";"53.846"
"IR";"43.557"
"IQ";"42.379"
"IS";"76.717"
"IL";"61.846"
"IT";"47.334"
"JM";"69.419"
"JO";"42.569"
"JP";"63.62"
"KZ";"71.592"
"KE";"72.561"
"KG";"64.37"
"KH";"80.657"
"KR";"61.652"
"KW";"68.103"
"LA";"80.994"
"LB";"43.694"
"LR";"57.233"
"LY";"49.247"
"LC";"63.361"
"LK";"55.623"
"LS";"74.781"
"LT";"61.769"
"LU";"50.292"
"LV";"60.233"
"MO";"59.972"
"MA";"51.419"
"MD";"51.262"
"MG";"86.498"
"MV";"50.86"
"MX";"59.825"
"MK";"54.741"
"ML";"50.488"
"MT";"49.64"
"MM";"72.678"
"ME";"52.562"
"MN";"59.553"
"MZ";"83.911"
"MR";"51.935"
"MU";"59.911"
"MW";"77.164"
"MY";"61.812"
"NA";"55.957"
"NC";"66.614"
"NE";"78.401"
"NG";"55.706"
"NI";"58.834"
"NL";"58.437"
"NO";"63.169"
"NP";"86.234"
"NZ";"64.242"
"OM";"60.524"
"PK";"49.192"
"PA";"62.325"
"PE";"63.933"
"PH";"62.622"
"PG";"70.931"
"PL";"58.555"
"PR";"46.019"
"KP";"82.968"
"PT";"58.452"
"PY";"69.475"
"PS";"39.268"
"PF";"59.924"
"QA";"79.345"
"RO";"68.345"
"RU";"62.253"
"RW";"87.475"
"SA";"51.581"
"SD";"51.391"
"SN";"52.948"
"SG";"65.021"
"SB";"70.249"
"SL";"64.629"
"SV";"62.084"
"SO";"48.462"
"RS";"57.002"
"SS";"74.293"
"ST";"54.056"
"SR";"50.041"
"SK";"59.927"
"SI";"57.782"
"SE";"63.698"
"SZ";"54.191"
"SY";"52.757"
"TG";"81.889"
"TH";"74.652"
"TJ";"57.78"
"TM";"62.742"
"TL";"62.906"
"TO";"59.862"
"TT";"60.168"
"TN";"48.597"
"TR";"53.473"
"TW";"58.864"
"TZ";"83.278"
"UG";"69.908"
"UA";"59.785"
"UY";"62.398"
"US";"65.742"
"UZ";"62.602"
"VC";"64.096"
"VE";"62.886"
"VI";"65.71"
"VN";"77.434"
"VU";"70.271"
"WS";"34.56"
"YE";"45.649"
"ZA";"53.317"
"ZM";"79.271"
"ZW";"73.955"
