;populacao_6
"BI";"289.1"
"KM";"328.7"
"DJ";"33.8"
"ER";"39.3"
"ET";"76.7"
"KE";"63.3"
"MG";"31.5"
"MW";"138.3"
"MU";"602.0"
"YT";"474.9"
"MZ";"26.6"
"RE";"316.6"
"RW";"364.5"
"SC";"192.9"
"SO";"16.6"
"SS";"13.3"
"UG";"142.9"
"TZ";"44.5"
"ZM";"16.2"
"ZW";"33.5"
"AO";"15.7"
"CM";"36.9"
"CF";"6.6"
"TD";"8.0"
"CG";"10.9"
"CD";"24.2"
"GQ";"27.0"
"GA";"5.5"
"ST";"162.1"
"DZ";"14.0"
"EG";"77.1"
"LY";"3.3"
"MA";"68.4"
"SD";"17.5"
"TN";"65.0"
"EH";"1.6"
"BW";"3.3"
"LS";"64.2"
"NA";"2.5"
"ZA";"40.2"
"SZ";"64.3"
"BJ";"70.8"
"BF";"49.1"
"CV";"117.8"
"CI";"57.7"
"GM";"142.7"
"GH";"94.7"
"GN";"39.4"
"GW";"49.1"
"LR";"33.9"
"ML";"10.5"
"MR";"3.0"
"NE";"10.8"
"NG";"152.6"
"SH";"11.0"
"SN";"58.4"
"SL";"78.4"
"TG";"104.5"
"CN";"140.8"
"HK";"6.502.6"
"MO";"16.139.1"
"TW";"638.3"
"KP";"198.5"
"JP";"352.0"
"MN";"1.6"
"KR";"501.0"
"KZ";"5.8"
"KG";"26.5"
"TJ";"49.0"
"TM";"10.1"
"UZ";"62.3"
"AF";"38.4"
"BD";"1.101.9"
"BT";"17.2"
"IN";"384.8"
"IR";"43.2"
"MV";"1.062.8"
"NP";"178.9"
"PK";"199.7"
"LK";"311.4"
"BN";"69.3"
"KH";"75.2"
"ID";"125.2"
"LA";"24.9"
"MY";"78.1"
"MM";"74.2"
"PH";"289.4"
"SG";"6.415.8"
"TH";"128.1"
"TL";"69.0"
"VN";"271.9"
"AM";"104.7"
"AZ";"103.3"
"BH";"1.170.0"
"CY";"111.2"
"GE";"64.6"
"IQ";"62.2"
"IL";"305.1"
"JO";"64.4"
"KW";"127.8"
"LB";"389.7"
"OM";"8.1"
"QA";"74.5"
"SA";"11.1"
"PS";"594.1"
"SY";"99.6"
"TR";"88.2"
"AE";"54.8"
"YE";"39.0"
"BY";"47.4"
"BG";"70.8"
"CZ";"132.8"
"HU";"111.4"
"PL";"125.3"
"MD";"126.6"
"RO";"93.1"
"RU";"8.8"
"SK";"112.3"
"UA";"80.9"
"DK";"127.8"
"EE";"32.0"
"FO";"34.6"
"FI";"17.3"
"IS";"2.9"
"IE";"61.2"
"IM";"133.5"
"LV";"36.2"
"LT";"53.4"
"NO";"12.7"
"SE";"22.0"
"GB";"249.2"
"AL";"112.4"
"AD";"167.8"
"BA";"74.2"
"HR";"78.2"
"GI";"3.208.5"
"GR";"87.7"
"VA";"1.813.6"
"IT";"199.9"
"MT";"1.271.2"
"ME";"45.8"
"PT";"115.4"
"SM";"487.3"
"RS";"105.4"
"SI";"99.1"
"ES";"88.3"
"MK";"81.7"
"AT";"100.2"
"BE";"348.3"
"FR";"111.8"
"DE";"234.3"
