;populacao_7
"AF";"011"
"AL";"017"
"DZ";"048"
"AO";"008"
"AG";"001"
"AR";"1451"
"AM";"178"
"AW";"001"
"AU";"1275"
"AT";"358"
"AZ";"116"
"BS";"006"
"BH";"001"
"BD";"128"
"BB";"007"
"BY";"620"
"BE";"718"
"BZ";"005"
"BJ";"020"
"BT";"005"
"BO";"005"
"BA";"090"
"BW";"003"
"BR";"491"
"BN";"002"
"BG";"125"
"BF";"001"
"BI";"012"
"CV";"001"
"KH";"012"
"CM";"032"
"CA";"3229"
"CF";"009"
"TD";"011"
"CL";"847"
"CN";"7506"
"HK";"244"
"MO";"006"
"TW";"274"
"CO";"897"
"KM";"001"
"CG";"010"
"CR";"088"
"CI";"017"
"HR";"122"
"CU";"1062"
"CW";"012"
"CY";"018"
"CZ";"154"
"KP";"064"
"CD";"058"
"DK";"503"
"DJ";"001"
"DO";"422"
"EC";"430"
"EG";"384"
"SV";"027"
"GQ";"001"
"ER";"005"
"EE";"055"
"ET";"065"
"FJ";"000"
"FI";"211"
"FR";"6057"
"GF";"001"
"PF";"001"
"GA";"007"
"GM";"000"
"GE";"170"
"DE";"4331"
"GH";"003"
"GR";"790"
"GD";"001"
"GP";"048"
"GU";"000"
"GT";"038"
"GN";"001"
"GW";"000"
"GY";"003"
"HT";"050"
"HN";"098"
"HU";"255"
"IS";"028"
"IN";"7655"
"ID";"217"
"IR";"216"
"IQ";"063"
"IE";"149"
"IL";"242"
"IT";"4098"
"JM";"202"
"JP";"6727"
"JO";"011"
"KZ";"729"
"KE";"085"
"KI";"000"
"KW";"002"
"KG";"264"
"LA";"007"
"LV";"137"
"LB";"018"
"LS";"005"
"LR";"000"
"LY";"007"
"LT";"314"
"LU";"029"
"MG";"027"
"MW";"001"
"MY";"029"
"MV";"000"
"ML";"001"
"MT";"000"
"MQ";"032"
"MR";"000"
"MU";"014"
"YT";"002"
"MX";"5195"
"FM";"000"
"FM";"000"
"MN";"003"
"ME";"027"
"MA";"040"
"MZ";"015"
"MM";"104"
"NA";"003"
"NP";"024"
"NL";"1079"
"NC";"001"
"NZ";"268"
"NI";"049"
"NE";"001"
"NG";"010"
"NO";"372"
"OM";"006"
"PK";"659"
"PA";"104"
"PG";"046"
"PY";"059"
"PE";"366"
"PH";"125"
"PL";"798"
"PT";"441"
"PR";"407"
"QA";"017"
"KR";"803"
"MD";"061"
"RE";"038"
"RO";"277"
"RU";"4391"
"RW";"006"
"LC";"011"
"VC";"003"
"WS";"002"
"ST";"001"
"SA";"028"
"SN";"002"
"RS";"138"
"SC";"004"
"SL";"000"
"SG";"083"
"SK";"077"
"SI";"043"
"SB";"000"
"SO";"012"
"ZA";"317"
"SS";"003"
"ES";"2551"
"LK";"363"
"PS";"004"
"SD";"062"
"SR";"013"
"SZ";"001"
"SE";"824"
"CH";"530"
"SY";"034"
"TJ";"222"
"MK";"014"
"TH";"1830"
"TL";"000"
"TG";"001"
"TO";"002"
"TT";"034"
"TN";"043"
"TR";"318"
"TM";"041"
"UG";"028"
"UA";"1546"
"AE";"002"
"GB";"6044"
"TZ";"043"
"US";"40394"
"VI";"001"
"UY";"473"
"UZ";"1130"
"VU";"000"
"VE";"1109"
"VN";"5115"
"EH";"000"
"YE";"019"
"ZM";"014"
"ZW";"043"
