;economia_20
"AF";"54.246"
"AO";"77.514"
"AL";"55.702"
"AE";"78.818"
"AR";"59.601"
"AM";"60.430"
"AU";"64.623"
"AT";"60.035"
"AZ";"65.667"
"BI";"78.886"
"BE";"52.965"
"BJ";"71.084"
"BF";"66.147"
"BD";"56.625"
"BG";"53.362"
"BH";"73.038"
"BS";"75.871"
"BA";"46.355"
"BY";"63.371"
"BZ";"67.666"
"BO";"67.548"
"BR";"63.330"
"BB";"65.062"
"BN";"66.864"
"BT";"67.204"
"BW";"72.377"
"CF";"71.474"
"CA";"64.776"
"TD";"71.121"
"CH";"68.101"
"CL";"62.580"
"CN";"67.880"
"CI";"57.257"
"CM";"76.229"
"CD";"72.408"
"CG";"69.491"
"CO";"70.532"
"KM";"43.346"
"CV";"60.935"
"CR";"59.724"
"CU";"54.064"
"CY";"62.521"
"CZ";"59.457"
"DE";"60.401"
"DJ";"59.115"
"DK";"62.872"
"DO";"66.619"
"DZ";"41.304"
"EC";"67.700"
"EG";"48.201"
"ER";"81.289"
"EH";"55.778"
"ES";"57.106"
"EE";"62.193"
"ET";"82.744"
"FI";"57.927"
"FJ";"57.918"
"FR";"54.855"
"GA";"51.785"
"GB";"62.315"
"GE";"67.771"
"GH";"77.303"
"GN";"64.196"
"GM";"59.430"
"GW";"71.751"
"GQ";"59.322"
"GR";"52.225"
"GT";"62.094"
"GU";"64.569"
"GY";"57.845"
"HK";"59.783"
"HN";"68.047"
"HR";"50.932"
"HT";"68.638"
"HU";"55.243"
"ID";"66.084"
"IN";"53.508"
"IE";"59.187"
"IR";"43.584"
"IQ";"46.863"
"IS";"76.395"
"IL";"64.019"
"IT";"48.138"
"JM";"67.595"
"JO";"38.926"
"JP";"59.809"
"KZ";"70.633"
"KE";"65.323"
"KG";"61.489"
"KH";"85.123"
"KR";"62.571"
"KW";"68.289"
"LA";"78.460"
"LB";"47.286"
"LR";"55.592"
"LY";"52.427"
"LC";"68.547"
"LK";"53.060"
"LS";"66.724"
"LT";"60.485"
"LU";"57.771"
"LV";"60.127"
"MO";"70.632"
"MA";"48.724"
"MD";"41.666"
"MG";"86.773"
"MV";"66.671"
"MX";"61.368"
"MK";"54.872"
"ML";"72.076"
"MT";"54.160"
"MM";"64.630"
"ME";"47.954"
"MN";"59.175"
"MZ";"78.556"
"MR";"49.419"
"MU";"58.128"
"MW";"77.268"
"MY";"64.836"
"NA";"62.554"
"NC";"62.458"
"NE";"78.879"
"NG";"55.112"
"NI";"66.820"
"NL";"63.146"
"NO";"64.008"
"NP";"84.103"
"NZ";"68.992"
"OM";"71.140"
"PK";"54.556"
"PA";"66.945"
"PE";"77.349"
"PH";"62.452"
"PG";"69.804"
"PL";"55.957"
"PR";"41.411"
"KP";"80.396"
"PT";"57.482"
"PY";"70.609"
"PS";"46.467"
"PF";"54.292"
"QA";"86.984"
"RO";"52.501"
"RU";"62.755"
"RW";"86.006"
"SA";"56.660"
"SD";"46.315"
"SN";"57.588"
"SG";"68.030"
"SB";"71.387"
"SL";"57.632"
"SV";"62.020"
"SO";"46.206"
"RS";"52.803"
"SS";"72.381"
"ST";"57.963"
"SR";"53.406"
"SK";"59.211"
"SI";"55.353"
"SE";"64.111"
"SZ";"54.717"
"SY";"40.252"
"TG";"77.295"
"TH";"68.135"
"TJ";"59.317"
"TM";"65.247"
"TL";"38.378"
"TO";"59.455"
"TT";"61.492"
"TN";"46.480"
"TR";"51.271"
"TW";"57.574"
"TZ";"83.343"
"UG";"70.840"
"UA";"53.626"
"UY";"65.142"
"US";"61.352"
"UZ";"65.731"
"VC";"69.448"
"VE";"63.571"
"VI";"60.128"
"VN";"78.031"
"VU";"70.603"
"WS";"31.301"
"YE";"37.799"
"ZA";"54.743"
"ZM";"74.739"
"ZW";"84.079"
