;economia_20
"AF";"51.623"
"AO";"77.732"
"AL";"62.951"
"AE";"75.281"
"AR";"61.532"
"AM";"56.783"
"AU";"62.988"
"AT";"58.627"
"AZ";"63.234"
"BI";"84.404"
"BE";"51.845"
"BJ";"72.368"
"BF";"78.366"
"BD";"57.330"
"BG";"51.002"
"BH";"65.305"
"BS";"75.138"
"BA";"49.621"
"BY";"58.750"
"BZ";"60.464"
"BO";"70.320"
"BR";"64.695"
"BB";"69.061"
"BN";"67.512"
"BT";"64.483"
"BW";"59.913"
"CF";"71.524"
"CA";"65.075"
"TD";"72.466"
"CH";"67.883"
"CL";"55.744"
"CN";"77.616"
"CI";"65.937"
"CM";"76.710"
"CD";"72.225"
"CG";"67.901"
"CO";"59.709"
"KM";"42.369"
"CV";"61.430"
"CR";"60.755"
"CU";"51.785"
"CY";"60.531"
"CZ";"60.587"
"DE";"58.331"
"DJ";"62.183"
"DK";"66.185"
"DO";"64.539"
"DZ";"43.881"
"EC";"68.034"
"EG";"46.338"
"ER";"81.358"
"EH";"53.052"
"ES";"51.709"
"EE";"59.227"
"ET";"80.716"
"FI";"60.813"
"FJ";"57.866"
"FR";"55.575"
"GA";"47.052"
"GB";"61.250"
"GE";"65.725"
"GH";"74.773"
"GN";"65.435"
"GM";"57.528"
"GW";"72.461"
"GQ";"58.592"
"GR";"53.388"
"GT";"62.278"
"GU";"70.060"
"GY";"57.497"
"HK";"61.244"
"HN";"67.094"
"HR";"53.953"
"HT";"63.839"
"HU";"48.746"
"ID";"67.525"
"IN";"59.288"
"IE";"58.463"
"IR";"43.678"
"IQ";"42.031"
"IS";"77.228"
"IL";"60.725"
"IT";"47.834"
"JM";"66.969"
"JO";"42.177"
"JP";"63.041"
"KZ";"71.275"
"KE";"71.799"
"KG";"64.245"
"KH";"80.000"
"KR";"60.651"
"KW";"67.130"
"LA";"80.292"
"LB";"44.175"
"LR";"55.601"
"LY";"50.079"
"LC";"63.622"
"LK";"57.890"
"LS";"74.274"
"LT";"61.114"
"LU";"52.060"
"LV";"57.534"
"MO";"65.770"
"MA";"50.931"
"MD";"51.086"
"MG";"86.630"
"MV";"53.472"
"MX";"60.436"
"MK";"53.069"
"ML";"50.743"
"MT";"49.936"
"MM";"71.972"
"ME";"51.712"
"MN";"60.163"
"MZ";"84.980"
"MR";"51.650"
"MU";"59.895"
"MW";"77.375"
"MY";"61.836"
"NA";"55.893"
"NC";"66.610"
"NE";"78.623"
"NG";"55.187"
"NI";"61.004"
"NL";"61.773"
"NO";"66.677"
"NP";"86.033"
"NZ";"64.548"
"OM";"55.777"
"PK";"50.622"
"PA";"62.628"
"PE";"69.325"
"PH";"62.509"
"PG";"71.603"
"PL";"55.681"
"PR";"47.755"
"KP";"82.398"
"PT";"60.500"
"PY";"69.754"
"PS";"39.206"
"PF";"59.276"
"QA";"77.277"
"RO";"64.937"
"RU";"61.968"
"RW";"87.276"
"SA";"48.752"
"SD";"50.755"
"SN";"52.024"
"SG";"64.714"
"SB";"71.283"
"SL";"64.324"
"SV";"62.015"
"SO";"47.695"
"RS";"56.656"
"SS";"74.506"
"ST";"55.282"
"SR";"51.016"
"SK";"59.358"
"SI";"58.095"
"SE";"62.985"
"SZ";"53.313"
"SY";"50.225"
"TG";"80.868"
"TH";"73.186"
"TJ";"58.166"
"TM";"63.261"
"TL";"60.542"
"TO";"58.967"
"TT";"61.245"
"TN";"47.760"
"TR";"51.715"
"TW";"57.939"
"TZ";"82.995"
"UG";"69.967"
"UA";"56.234"
"UY";"62.856"
"US";"66.376"
"UZ";"62.864"
"VC";"65.580"
"VE";"63.486"
"VI";"65.330"
"VN";"77.184"
"VU";"69.823"
"WS";"34.538"
"YE";"46.895"
"ZA";"53.046"
"ZM";"79.170"
"ZW";"71.123"
