;economia_20
"AF";"54.533"
"AO";"77.397"
"AL";"52.474"
"AE";"72.617"
"AR";"58.448"
"AM";"59.608"
"AU";"63.560"
"AT";"56.973"
"AZ";"60.946"
"BI";"76.924"
"BE";"50.903"
"BJ";"72.118"
"BF";"64.458"
"BD";"56.784"
"BG";"52.095"
"BH";"70.426"
"BS";"72.982"
"BA";"43.787"
"BY";"59.250"
"BZ";"69.931"
"BO";"68.514"
"BR";"60.865"
"BB";"61.077"
"BN";"64.768"
"BT";"67.338"
"BW";"73.172"
"CF";"72.931"
"CA";"62.440"
"TD";"71.426"
"CH";"64.825"
"CL";"63.153"
"CN";"61.806"
"CI";"57.192"
"CM";"76.188"
"CD";"72.466"
"CG";"68.793"
"CO";"71.129"
"KM";"44.010"
"CV";"61.958"
"CR";"58.976"
"CU";"49.604"
"CY";"60.550"
"CZ";"56.847"
"DE";"57.997"
"DJ";"59.239"
"DK";"60.930"
"DO";"66.084"
"DZ";"37.642"
"EC";"64.423"
"EG";"48.217"
"ER";"81.344"
"EH";"54.874"
"ES";"52.901"
"EE";"59.430"
"ET";"84.220"
"FI";"56.729"
"FJ";"56.004"
"FR";"53.545"
"GA";"50.715"
"GB";"60.851"
"GE";"65.331"
"GH";"78.308"
"GN";"64.355"
"GM";"60.467"
"GW";"71.773"
"GQ";"58.600"
"GR";"47.944"
"GT";"62.724"
"GU";"62.331"
"GY";"57.648"
"HK";"54.000"
"HN";"67.942"
"HR";"48.494"
"HT";"70.778"
"HU";"54.472"
"ID";"64.863"
"IN";"52.305"
"IE";"56.084"
"IR";"38.342"
"IQ";"48.123"
"IS";"71.593"
"IL";"63.751"
"IT";"44.939"
"JM";"67.421"
"JO";"37.336"
"JP";"58.273"
"KZ";"64.068"
"KE";"65.380"
"KG";"56.860"
"KH";"86.160"
"KR";"60.006"
"KW";"63.310"
"LA";"78.192"
"LB";"45.800"
"LR";"56.058"
"LY";"50.705"
"LC";"67.234"
"LK";"51.369"
"LS";"66.844"
"LT";"56.489"
"LU";"56.702"
"LV";"56.501"
"MO";"65.046"
"MA";"46.694"
"MD";"36.701"
"MG";"88.137"
"MV";"66.793"
"MX";"61.083"
"MK";"53.484"
"ML";"75.249"
"MT";"52.578"
"MM";"63.148"
"ME";"45.880"
"MN";"53.382"
"MZ";"77.815"
"MR";"49.110"
"MU";"56.553"
"MW";"78.355"
"MY";"64.754"
"NA";"64.803"
"NC";"59.532"
"NE";"79.165"
"NG";"55.029"
"NI";"67.109"
"NL";"61.018"
"NO";"62.313"
"NP";"84.494"
"NZ";"67.130"
"OM";"66.397"
"PK";"53.869"
"PA";"66.635"
"PE";"80.191"
"PH";"62.548"
"PG";"69.564"
"PL";"52.601"
"PR";"40.016"
"KP";"78.507"
"PT";"53.846"
"PY";"71.185"
"PS";"47.679"
"PF";"51.066"
"QA";"84.418"
"RO";"48.865"
"RU";"58.978"
"RW";"85.303"
"SA";"52.500"
"SD";"46.050"
"SN";"58.875"
"SG";"65.170"
"SB";"71.090"
"SL";"56.856"
"SV";"64.166"
"SO";"46.735"
"RS";"50.068"
"SS";"72.444"
"ST";"58.066"
"SR";"52.160"
"SK";"55.861"
"SI";"50.245"
"SE";"63.745"
"SZ";"55.340"
"SY";"39.746"
"TG";"75.929"
"TH";"64.918"
"TJ";"57.305"
"TM";"62.743"
"TL";"37.089"
"TO";"60.141"
"TT";"58.531"
"TN";"42.781"
"TR";"48.534"
"TW";"53.294"
"TZ";"83.530"
"UG";"71.907"
"UA";"49.592"
"UY";"66.114"
"US";"59.110"
"UZ";"63.520"
"VC";"67.350"
"VE";"62.999"
"VI";"57.430"
"VN";"75.057"
"VU";"70.182"
"WS";"30.254"
"YE";"36.523"
"ZA";"53.865"
"ZM";"74.914"
"ZW";"85.907"
