;economia_20
"AF";"54.295"
"AO";"77.292"
"AL";"54.933"
"AE";"76.117"
"AR";"59.146"
"AM";"60.150"
"AU";"64.134"
"AT";"58.983"
"AZ";"64.228"
"BI";"78.235"
"BE";"52.154"
"BJ";"71.471"
"BF";"65.420"
"BD";"56.828"
"BG";"52.749"
"BH";"72.185"
"BS";"75.029"
"BA";"45.485"
"BY";"61.571"
"BZ";"68.877"
"BO";"67.897"
"BR";"62.539"
"BB";"63.361"
"BN";"66.426"
"BT";"67.395"
"BW";"72.994"
"CF";"71.865"
"CA";"63.709"
"TD";"71.174"
"CH";"67.049"
"CL";"62.905"
"CN";"65.593"
"CI";"57.254"
"CM";"76.179"
"CD";"72.354"
"CG";"69.051"
"CO";"70.849"
"KM";"43.704"
"CV";"61.735"
"CR";"59.615"
"CU";"52.902"
"CY";"61.816"
"CZ";"58.193"
"DE";"59.814"
"DJ";"59.408"
"DK";"62.166"
"DO";"66.396"
"DZ";"40.153"
"EC";"66.450"
"EG";"48.555"
"ER";"81.146"
"EH";"55.567"
"ES";"55.317"
"EE";"60.684"
"ET";"83.386"
"FI";"57.241"
"FJ";"56.965"
"FR";"54.214"
"GA";"51.850"
"GB";"61.818"
"GE";"67.122"
"GH";"77.834"
"GN";"64.190"
"GM";"59.800"
"GW";"71.823"
"GQ";"58.737"
"GR";"50.512"
"GT";"62.430"
"GU";"63.760"
"GY";"58.042"
"HK";"57.612"
"HN";"68.001"
"HR";"49.898"
"HT";"69.540"
"HU";"54.786"
"ID";"65.717"
"IN";"52.953"
"IE";"57.666"
"IR";"41.785"
"IQ";"47.508"
"IS";"74.400"
"IL";"63.890"
"IT";"46.953"
"JM";"67.835"
"JO";"38.414"
"JP";"59.202"
"KZ";"68.154"
"KE";"65.123"
"KG";"60.074"
"KH";"85.648"
"KR";"61.881"
"KW";"65.989"
"LA";"78.455"
"LB";"47.326"
"LR";"55.609"
"LY";"51.972"
"LC";"68.608"
"LK";"52.137"
"LS";"67.118"
"LT";"59.384"
"LU";"57.414"
"LV";"58.390"
"MO";"68.993"
"MA";"48.027"
"MD";"39.790"
"MG";"87.357"
"MV";"67.291"
"MX";"61.422"
"MK";"54.545"
"ML";"73.245"
"MT";"53.415"
"MM";"63.990"
"ME";"46.996"
"MN";"57.592"
"MZ";"78.232"
"MR";"49.353"
"MU";"57.394"
"MW";"77.642"
"MY";"65.147"
"NA";"63.966"
"NC";"61.572"
"NE";"78.909"
"NG";"55.019"
"NI";"67.008"
"NL";"62.348"
"NO";"63.311"
"NP";"84.157"
"NZ";"68.260"
"OM";"69.877"
"PK";"54.415"
"PA";"66.889"
"PE";"78.621"
"PH";"62.570"
"PG";"69.642"
"PL";"54.345"
"PR";"40.904"
"KP";"79.734"
"PT";"56.019"
"PY";"70.863"
"PS";"47.201"
"PF";"53.189"
"QA";"85.957"
"RO";"51.112"
"RU";"61.117"
"RW";"85.657"
"SA";"55.527"
"SD";"46.111"
"SN";"58.190"
"SG";"66.952"
"SB";"71.193"
"SL";"57.108"
"SV";"63.071"
"SO";"46.381"
"RS";"51.645"
"SS";"72.402"
"ST";"57.875"
"SR";"52.911"
"SK";"57.709"
"SI";"53.251"
"SE";"63.976"
"SZ";"55.118"
"SY";"40.015"
"TG";"76.698"
"TH";"67.001"
"TJ";"58.678"
"TM";"64.682"
"TL";"37.702"
"TO";"59.446"
"TT";"60.061"
"TN";"45.267"
"TR";"50.338"
"TW";"56.309"
"TZ";"83.404"
"UG";"71.223"
"UA";"51.878"
"UY";"65.590"
"US";"60.248"
"UZ";"65.015"
"VC";"68.684"
"VE";"63.365"
"VI";"58.886"
"VN";"77.038"
"VU";"70.295"
"WS";"30.651"
"YE";"37.407"
"ZA";"54.570"
"ZM";"74.787"
"ZW";"84.879"
