;economia_20
"AF";"54.252"
"AO";"77.455"
"AL";"55.502"
"AE";"78.592"
"AR";"59.483"
"AM";"60.471"
"AU";"64.514"
"AT";"59.830"
"AZ";"65.380"
"BI";"78.807"
"BE";"52.835"
"BJ";"71.184"
"BF";"65.968"
"BD";"56.685"
"BG";"53.291"
"BH";"73.427"
"BS";"75.786"
"BA";"46.193"
"BY";"63.012"
"BZ";"67.984"
"BO";"67.620"
"BR";"63.141"
"BB";"64.609"
"BN";"66.747"
"BT";"67.332"
"BW";"72.579"
"CF";"71.494"
"CA";"64.528"
"TD";"71.124"
"CH";"67.894"
"CL";"62.690"
"CN";"67.321"
"CI";"57.247"
"CM";"76.226"
"CD";"72.396"
"CG";"69.381"
"CO";"70.604"
"KM";"43.459"
"CV";"61.172"
"CR";"59.751"
"CU";"53.839"
"CY";"62.346"
"CZ";"59.193"
"DE";"60.330"
"DJ";"59.187"
"DK";"62.716"
"DO";"66.547"
"DZ";"41.116"
"EC";"67.400"
"EG";"48.290"
"ER";"81.255"
"EH";"55.768"
"ES";"56.694"
"EE";"61.867"
"ET";"82.896"
"FI";"57.755"
"FJ";"57.702"
"FR";"54.681"
"GA";"51.882"
"GB";"62.247"
"GE";"67.733"
"GH";"77.462"
"GN";"64.193"
"GM";"59.518"
"GW";"71.792"
"GQ";"59.580"
"GR";"51.849"
"GT";"62.153"
"GU";"64.357"
"GY";"57.902"
"HK";"59.379"
"HN";"68.027"
"HR";"50.706"
"HT";"68.870"
"HU";"55.131"
"ID";"65.990"
"IN";"53.371"
"IE";"58.782"
"IR";"43.210"
"IQ";"47.042"
"IS";"75.906"
"IL";"63.966"
"IT";"47.867"
"JM";"67.694"
"JO";"38.815"
"JP";"59.619"
"KZ";"70.244"
"KE";"65.274"
"KG";"61.265"
"KH";"85.309"
"KR";"62.467"
"KW";"68.015"
"LA";"78.500"
"LB";"47.316"
"LR";"55.575"
"LY";"52.357"
"LC";"68.591"
"LK";"52.801"
"LS";"66.844"
"LT";"60.351"
"LU";"57.735"
"LV";"59.784"
"MO";"70.398"
"MA";"48.556"
"MD";"41.250"
"MG";"86.923"
"MV";"67.002"
"MX";"61.387"
"MK";"54.817"
"ML";"72.364"
"MT";"53.992"
"MM";"64.441"
"ME";"47.716"
"MN";"58.929"
"MZ";"78.468"
"MR";"49.417"
"MU";"57.897"
"MW";"77.382"
"MY";"64.958"
"NA";"62.951"
"NC";"62.295"
"NE";"78.878"
"NG";"55.090"
"NI";"66.887"
"NL";"62.944"
"NO";"63.874"
"NP";"84.085"
"NZ";"68.838"
"OM";"71.589"
"PK";"54.566"
"PA";"66.938"
"PE";"77.682"
"PH";"62.502"
"PG";"69.759"
"PL";"55.599"
"PR";"41.282"
"KP";"80.299"
"PT";"57.107"
"PY";"70.687"
"PS";"46.704"
"PF";"54.021"
"QA";"87.230"
"RO";"52.153"
"RU";"62.371"
"RW";"85.920"
"SA";"56.856"
"SD";"46.245"
"SN";"57.757"
"SG";"67.778"
"SB";"71.336"
"SL";"57.495"
"SV";"62.294"
"SO";"46.256"
"RS";"52.493"
"SS";"72.396"
"ST";"57.893"
"SR";"53.335"
"SK";"58.883"
"SI";"54.857"
"SE";"64.122"
"SZ";"54.874"
"SY";"39.848"
"TG";"77.152"
"TH";"67.883"
"TJ";"59.240"
"TM";"65.125"
"TL";"38.163"
"TO";"59.424"
"TT";"61.140"
"TN";"46.222"
"TR";"51.071"
"TW";"57.248"
"TZ";"83.356"
"UG";"70.932"
"UA";"53.288"
"UY";"65.275"
"US";"61.081"
"UZ";"65.659"
"VC";"69.306"
"VE";"63.523"
"VI";"59.830"
"VN";"77.855"
"VU";"70.606"
"WS";"31.139"
"YE";"37.719"
"ZA";"54.742"
"ZM";"74.730"
"ZW";"84.301"
