;economia_20
"AF";"54.562"
"AO";"77.459"
"AL";"51.976"
"AE";"72.346"
"AR";"58.326"
"AM";"59.646"
"AU";"63.501"
"AT";"56.683"
"AZ";"60.509"
"BI";"76.766"
"BE";"50.749"
"BJ";"72.248"
"BF";"64.313"
"BD";"56.736"
"BG";"52.053"
"BH";"70.322"
"BS";"72.702"
"BA";"43.503"
"BY";"59.052"
"BZ";"70.030"
"BO";"68.599"
"BR";"60.544"
"BB";"60.752"
"BN";"64.415"
"BT";"67.269"
"BW";"73.209"
"CF";"73.126"
"CA";"62.325"
"TD";"71.483"
"CH";"64.447"
"CL";"63.175"
"CN";"61.178"
"CI";"57.171"
"CM";"76.219"
"CD";"72.532"
"CG";"68.833"
"CO";"71.144"
"KM";"44.072"
"CV";"61.911"
"CR";"58.861"
"CU";"49.010"
"CY";"60.322"
"CZ";"56.648"
"DE";"57.679"
"DJ";"59.157"
"DK";"60.716"
"DO";"66.033"
"DZ";"37.325"
"EC";"64.077"
"EG";"48.214"
"ER";"81.410"
"EH";"54.773"
"ES";"52.530"
"EE";"59.334"
"ET";"84.333"
"FI";"56.719"
"FJ";"55.928"
"FR";"53.454"
"GA";"50.510"
"GB";"60.729"
"GE";"65.143"
"GH";"78.396"
"GN";"64.401"
"GM";"60.602"
"GW";"71.790"
"GQ";"58.712"
"GR";"47.536"
"GT";"62.727"
"GU";"62.085"
"GY";"57.531"
"HK";"53.480"
"HN";"67.896"
"HR";"48.323"
"HT";"70.966"
"HU";"54.376"
"ID";"64.718"
"IN";"52.185"
"IE";"55.917"
"IR";"37.769"
"IQ";"48.212"
"IS";"71.166"
"IL";"63.775"
"IT";"44.589"
"JM";"67.194"
"JO";"37.166"
"JP";"58.061"
"KZ";"63.765"
"KE";"65.455"
"KG";"56.482"
"KH";"86.243"
"KR";"59.638"
"KW";"63.047"
"LA";"78.140"
"LB";"45.394"
"LR";"56.155"
"LY";"50.493"
"LC";"66.882"
"LK";"51.275"
"LS";"66.752"
"LT";"56.054"
"LU";"56.595"
"LV";"56.375"
"MO";"64.458"
"MA";"46.489"
"MD";"36.205"
"MG";"88.242"
"MV";"66.692"
"MX";"60.977"
"MK";"53.273"
"ML";"75.599"
"MT";"52.488"
"MM";"62.983"
"ME";"45.736"
"MN";"52.827"
"MZ";"77.747"
"MR";"49.070"
"MU";"56.406"
"MW";"78.454"
"MY";"64.617"
"NA";"64.917"
"NC";"59.193"
"NE";"79.234"
"NG";"55.082"
"NI";"67.105"
"NL";"60.795"
"NO";"62.127"
"NP";"84.530"
"NZ";"66.971"
"OM";"65.984"
"PK";"53.793"
"PA";"66.595"
"PE";"80.431"
"PH";"62.539"
"PG";"69.558"
"PL";"52.391"
"PR";"39.819"
"KP";"78.260"
"PT";"53.471"
"PY";"71.231"
"PS";"47.738"
"PF";"50.725"
"QA";"84.336"
"RO";"48.433"
"RU";"58.767"
"RW";"85.287"
"SA";"52.042"
"SD";"46.051"
"SN";"59.002"
"SG";"64.880"
"SB";"71.093"
"SL";"56.859"
"SV";"64.292"
"SO";"46.794"
"RS";"49.781"
"SS";"72.451"
"ST";"58.116"
"SR";"52.059"
"SK";"55.606"
"SI";"49.811"
"SE";"63.685"
"SZ";"55.372"
"SY";"39.625"
"TG";"75.820"
"TH";"64.563"
"TJ";"57.111"
"TM";"62.478"
"TL";"36.971"
"TO";"60.283"
"TT";"58.403"
"TN";"42.402"
"TR";"48.204"
"TW";"52.674"
"TZ";"83.556"
"UG";"72.021"
"UA";"49.305"
"UY";"66.190"
"US";"58.971"
"UZ";"63.323"
"VC";"67.165"
"VE";"62.949"
"VI";"57.268"
"VN";"74.763"
"VU";"70.214"
"WS";"30.232"
"YE";"36.362"
"ZA";"53.742"
"ZM";"74.911"
"ZW";"86.106"
