;economia_20
"AF";"54.234"
"AO";"77.676"
"AL";"56.278"
"AE";"80.376"
"AR";"59.964"
"AM";"59.901"
"AU";"64.893"
"AT";"60.428"
"AZ";"66.248"
"BI";"78.811"
"BE";"53.233"
"BJ";"70.789"
"BF";"66.650"
"BD";"56.435"
"BG";"53.454"
"BH";"71.865"
"BS";"75.695"
"BA";"46.727"
"BY";"64.249"
"BZ";"66.795"
"BO";"67.358"
"BR";"63.836"
"BB";"66.305"
"BN";"67.189"
"BT";"66.530"
"BW";"71.605"
"CF";"71.481"
"CA";"65.391"
"TD";"71.164"
"CH";"68.565"
"CL";"62.141"
"CN";"69.366"
"CI";"57.368"
"CM";"76.189"
"CD";"72.421"
"CG";"69.741"
"CO";"70.266"
"KM";"42.960"
"CV";"60.096"
"CR";"59.417"
"CU";"54.424"
"CY";"62.867"
"CZ";"60.142"
"DE";"60.493"
"DJ";"58.921"
"DK";"63.306"
"DO";"66.784"
"DZ";"41.408"
"EC";"68.514"
"EG";"47.847"
"ER";"81.360"
"EH";"55.826"
"ES";"58.101"
"EE";"62.947"
"ET";"82.337"
"FI";"58.472"
"FJ";"58.363"
"FR";"55.421"
"GA";"51.196"
"GB";"62.351"
"GE";"67.498"
"GH";"76.735"
"GN";"64.242"
"GM";"59.190"
"GW";"71.555"
"GQ";"59.497"
"GR";"53.159"
"GT";"61.984"
"GU";"65.207"
"GY";"57.615"
"HK";"60.629"
"HN";"68.131"
"HR";"51.487"
"HT";"67.847"
"HU";"55.752"
"ID";"66.372"
"IN";"53.929"
"IE";"60.385"
"IR";"44.335"
"IQ";"46.266"
"IS";"77.738"
"IL";"64.227"
"IT";"48.846"
"JM";"67.021"
"JO";"39.163"
"JP";"60.456"
"KZ";"71.003"
"KE";"65.443"
"KG";"61.618"
"KH";"84.380"
"KR";"62.642"
"KW";"69.607"
"LA";"78.145"
"LB";"47.144"
"LR";"55.718"
"LY";"52.460"
"LC";"68.188"
"LK";"53.758"
"LS";"66.348"
"LT";"60.528"
"LU";"57.965"
"LV";"60.731"
"MO";"70.799"
"MA";"49.087"
"MD";"42.796"
"MG";"86.340"
"MV";"65.313"
"MX";"61.279"
"MK";"54.969"
"ML";"71.206"
"MT";"54.601"
"MM";"65.311"
"ME";"48.678"
"MN";"59.283"
"MZ";"78.848"
"MR";"49.411"
"MU";"58.965"
"MW";"76.829"
"MY";"64.323"
"NA";"61.259"
"NC";"62.843"
"NE";"78.921"
"NG";"55.151"
"NI";"66.491"
"NL";"63.714"
"NO";"64.372"
"NP";"84.287"
"NZ";"69.309"
"OM";"69.838"
"PK";"54.372"
"PA";"66.910"
"PE";"76.275"
"PH";"62.244"
"PG";"69.984"
"PL";"56.860"
"PR";"41.712"
"KP";"80.481"
"PT";"58.547"
"PY";"70.309"
"PS";"45.565"
"PF";"55.095"
"QA";"87.141"
"RO";"53.576"
"RU";"63.830"
"RW";"86.215"
"SA";"55.885"
"SD";"46.582"
"SN";"56.994"
"SG";"68.665"
"SB";"71.506"
"SL";"58.050"
"SV";"61.107"
"SO";"46.084"
"RS";"53.872"
"SS";"72.321"
"ST";"58.174"
"SR";"53.393"
"SK";"60.053"
"SI";"56.678"
"SE";"63.994"
"SZ";"54.032"
"SY";"41.460"
"TG";"77.695"
"TH";"68.767"
"TJ";"59.190"
"TM";"65.490"
"TL";"39.023"
"TO";"59.455"
"TT";"62.312"
"TN";"47.058"
"TR";"51.772"
"TW";"58.553"
"TZ";"83.304"
"UG";"70.592"
"UA";"54.444"
"UY";"64.663"
"US";"62.160"
"UZ";"65.529"
"VC";"69.545"
"VE";"63.643"
"VI";"60.869"
"VN";"78.202"
"VU";"70.517"
"WS";"31.615"
"YE";"37.966"
"ZA";"54.704"
"ZM";"74.846"
"ZW";"83.311"
