"local","ano","val"
"BTN",2002,"60,275"
"BTN",2003,"62,382"
"BTN",2004,"64,099"
"BTN",2005,"65,369"
"BTN",2006,"66,194"
"BTN",2007,"66,741"
"BTN",2008,"67,023"
"BTN",2009,"67,111"
"BTN",2010,"64,557"
"BTN",2011,"62,27"
"BTN",2012,"63,503"
"BTN",2013,"58,187"
"BTN",2014,"54,931"
"BTN",2015,"57,765"
"BTN",2016,"57,571"
"BTN",2017,"58,034"
"BTN",2018,"58,484"
"BTN",2019,"58,901"
"BTN",2020,"59,273"
"BTN",2021,"59,596"
"BTN",2022,"59,876"
"BTN",2023,"60,13"
"BTN",2024,"60,382"
"BTN",2025,"60,649"
"BTN",2026,"60,92"
"BTN",2027,"61,203"
"BTN",2028,"61,489"
"BTN",2029,"61,757"
"BTN",2030,"61,995"
"BWA",1990,"47,747"
"BWA",1991,"47,951"
"BWA",1992,"48,105"
"BWA",1993,"48,261"
"BWA",1994,"48,469"
"BWA",1995,"48,754"
"BWA",1996,"48,927"
"BWA",1997,"49,161"
"BWA",1998,"49,378"
"BWA",1999,"49,37"
"BWA",2000,"49,467"
"BWA",2001,"50,419"
"BWA",2002,"51,407"
"BWA",2003,"52,419"
"BWA",2004,"53,427"
"BWA",2005,"54,415"
"BWA",2006,"55,42"
"BWA",2007,"55,705"
"BWA",2008,"55,985"
"BWA",2009,"56,264"
"BWA",2010,"53,546"
"BWA",2011,"57,426"
"BWA",2012,"61,107"
"BWA",2013,"64,554"
"BWA",2014,"64,814"
"BWA",2015,"65,027"
"BWA",2016,"65,246"
"BWA",2017,"65,614"
"BWA",2018,"65,96"
"BWA",2019,"66,279"
"BWA",2020,"66,57"
"BWA",2021,"66,828"
"BWA",2022,"67,063"
"BWA",2023,"67,276"
"BWA",2024,"67,462"
"BWA",2025,"67,622"
"BWA",2026,"67,753"
"BWA",2027,"67,864"
"BWA",2028,"67,969"
"BWA",2029,"68,089"
"BWA",2030,"68,234"
"CAF",1990,"64,554"
"CAF",1991,"64,482"
"CAF",1992,"64,379"
"CAF",1993,"64,346"
"CAF",1994,"64,361"
"CAF",1995,"64,405"
"CAF",1996,"64,302"
"CAF",1997,"64,279"
"CAF",1998,"64,262"
"CAF",1999,"64,252"
"CAF",2000,"64,212"
"CAF",2001,"64,186"
"CAF",2002,"64,162"
"CAF",2003,"64,078"
"CAF",2004,"64,092"
"CAF",2005,"64,082"
"CAF",2006,"64,114"
"CAF",2007,"64,143"
"CAF",2008,"64,147"
"CAF",2009,"64,139"
"CAF",2010,"64,133"
"CAF",2011,"64,139"
"CAF",2012,"64,109"
"CAF",2013,"63,65"
"CAF",2014,"63,52"
"CAF",2015,"63,393"
"CAF",2016,"63,381"
"CAF",2017,"63,34"
"CAF",2018,"63,305"
"CAF",2019,"63,278"
"CAF",2020,"63,262"
"CAF",2021,"63,302"
"CAF",2022,"63,36"
"CAF",2023,"63,434"
"CAF",2024,"63,517"
"CAF",2025,"63,607"
"CAF",2026,"63,7"
"CAF",2027,"63,796"
"CAF",2028,"63,894"
"CAF",2029,"63,995"
"CAF",2030,"64,099"
"CAN",1990,"57,888"
"CAN",1991,"57,85"
"CAN",1992,"57,263"
"CAN",1993,"57,068"
"CAN",1994,"56,891"
"CAN",1995,"56,811"
"CAN",1996,"56,766"
"CAN",1997,"57,096"
"CAN",1998,"57,692"
"CAN",1999,"58,207"
"CAN",2000,"58,648"
"CAN",2001,"58,949"
"CAN",2002,"60,125"
"CAN",2003,"61,142"
"CAN",2004,"61,255"
"CAN",2005,"60,931"
"CAN",2006,"61,198"
"CAN",2007,"61,89"
"CAN",2008,"61,986"
"CAN",2009,"61,875"
"CAN",2010,"61,858"
"CAN",2011,"61,601"
"CAN",2012,"61,614"
"CAN",2013,"61,684"
"CAN",2014,"61,087"
"CAN",2015,"60,772"
"CAN",2016,"60,807"
"CAN",2017,"60,689"
"CAN",2018,"60,559"
"CAN",2019,"60,409"
"CAN",2020,"60,233"
"CAN",2021,"60,055"
"CAN",2022,"59,863"
"CAN",2023,"59,665"
"CAN",2024,"59,474"
"CAN",2025,"59,296"
"CAN",2026,"59,166"
"CAN",2027,"59,056"
"CAN",2028,"58,969"
"CAN",2029,"58,907"
"CAN",2030,"58,869"
"CHA",1990,"45,875"
"CHA",1991,"45,825"
"CHA",1992,"45,994"
"CHA",1993,"46,476"
"CHA",1994,"47,349"
"CHA",1995,"47,324"
"CHA",1996,"47,119"
"CHA",1997,"47,329"
"CHA",1998,"48,04"
"CHA",1999,"48,951"
"CHA",2000,"49,262"
"CHA",2001,"49,432"
"CHA",2002,"49,935"
"CHA",2003,"50,112"
"CHA",2004,"49,779"
"CHA",2005,50
"CHA",2006,"50,233"
"CHA",2007,"50,209"
"CHA",2008,"50,007"
"CHA",2009,"49,963"
"CHA",2010,"50,165"
"CHA",2011,"49,024"
"CHA",2012,"49,09"
"CHA",2013,"49,12"
"CHA",2014,"49,43"
"CHA",2015,"49,638"
"CHA",2016,"49,732"
"CHA",2017,"49,476"
"CHA",2018,"49,205"
"CHA",2019,"48,939"
"CHA",2020,"48,677"
"CHA",2021,"48,417"
"CHA",2022,"48,17"
"CHA",2023,"47,932"
"CHA",2024,"47,694"
"CHA",2025,"47,447"
"CHA",2026,"47,205"
"CHA",2027,"46,972"
"CHA",2028,"46,742"
"CHA",2029,"46,515"
"CHA",2030,"46,295"
"CHE",1990,"57,023"
"CHE",1991,"56,84"
"CHE",1992,"57,195"
"CHE",1993,"57,003"
"CHE",1994,"56,06"
"CHE",1995,"55,801"
"CHE",1996,"56,962"
"CHE",1997,"57,028"
"CHE",1998,"58,133"
"CHE",1999,"58,32"
"CHE",2000,"57,773"
"CHE",2001,"58,895"
"CHE",2002,"59,359"
"CHE",2003,"59,554"
"CHE",2004,"59,237"
"CHE",2005,"59,459"
"CHE",2006,"59,891"
"CHE",2007,"60,101"
"CHE",2008,"61,439"
"CHE",2009,"61,64"
"CHE",2010,"59,92"
"CHE",2011,"60,587"
"CHE",2012,"60,932"
"CHE",2013,"61,261"
"CHE",2014,"62,021"
"CHE",2015,"62,395"
"CHE",2016,"62,886"
"CHE",2017,"62,868"
"CHE",2018,"62,844"
"CHE",2019,"62,798"
"CHE",2020,"62,716"
"CHE",2021,"62,587"
"CHE",2022,"62,432"
"CHE",2023,"62,249"
"CHE",2024,"62,036"
"CHE",2025,"61,791"
"CHE",2026,"61,543"
"CHE",2027,"61,275"
"CHE",2028,"60,997"
"CHE",2029,"60,718"
"CHE",2030,"60,447"
"CHL",1990,"32,075"
"CHL",1991,"31,854"
"CHL",1992,"33,848"
"CHL",1993,"35,484"
"CHL",1994,"35,49"
"CHL",1995,"34,357"
"CHL",1996,"34,692"
"CHL",1997,"35,546"
"CHL",1998,"36,321"
"CHL",1999,"36,525"
"CHL",2000,"35,55"
"CHL",2001,"35,444"
"CHL",2002,"35,474"
"CHL",2003,"36,557"
"CHL",2004,"38,879"
"CHL",2005,"38,342"
"CHL",2006,"39,268"
"CHL",2007,"41,444"
"CHL",2008,"43,105"
"CHL",2009,"43,379"
"CHL",2010,"47,059"
"CHL",2011,"48,945"
"CHL",2012,"49,155"
"CHL",2013,"49,567"
"CHL",2014,"50,13"
"CHL",2015,"50,108"
"CHL",2016,"50,351"
"CHL",2017,"50,582"
"CHL",2018,"50,794"
"CHL",2019,"50,986"
"CHL",2020,"51,157"
"CHL",2021,"51,319"
"CHL",2022,"51,463"
"CHL",2023,"51,591"
"CHL",2024,"51,709"
"CHL",2025,"51,817"
"CHL",2026,"51,934"
"CHL",2027,"52,045"
"CHL",2028,"52,151"
"CHL",2029,"52,248"
"CHL",2030,"52,334"
"CHN",1990,"73,198"
"CHN",1991,"73,083"
"CHN",1992,"72,971"
"CHN",1993,"72,852"
"CHN",1994,"72,707"
"CHN",1995,"72,52"
"CHN",1996,"72,297"
"CHN",1997,"72,033"
"CHN",1998,"71,726"
"CHN",1999,"71,383"
"CHN",2000,"71,01"
"CHN",2001,"70,203"
"CHN",2002,"69,329"
"CHN",2003,"68,423"
"CHN",2004,"67,553"
"CHN",2005,"66,766"
"CHN",2006,"66,065"
"CHN",2007,"65,464"
"CHN",2008,"64,924"
"CHN",2009,"64,376"
"CHN",2010,"63,777"
"CHN",2011,"63,533"
"CHN",2012,"63,296"
"CHN",2013,"63,059"
"CHN",2014,"62,775"
"CHN",2015,"62,436"
"CHN",2016,"62,034"
"CHN",2017,"61,488"
"CHN",2018,"60,871"
"CHN",2019,"60,221"
"CHN",2020,"59,569"
"CHN",2021,"58,93"
"CHN",2022,"58,294"
"CHN",2023,"57,659"
"CHN",2024,"57,018"
"CHN",2025,"56,369"
"CHN",2026,"55,742"
"CHN",2027,"55,121"
"CHN",2028,"54,508"
"CHN",2029,"53,899"
"CHN",2030,"53,292"
"CIV",1990,"48,528"
"CIV",1991,"48,475"
"CIV",1992,"48,426"
"CIV",1993,"48,386"
"CIV",1994,"48,365"
"CIV",1995,"48,413"
"CIV",1996,"48,442"
"CIV",1997,"48,449"
"CIV",1998,"48,477"
"CIV",1999,"48,436"
"CIV",2000,"48,408"
"CIV",2001,"48,388"
"CIV",2002,"48,372"
"CIV",2003,"48,357"
"CIV",2004,"48,339"
"CIV",2005,"48,315"
"CIV",2006,"48,291"
"CIV",2007,"48,265"
"CIV",2008,"48,236"
"CIV",2009,"48,203"
"CIV",2010,"48,166"
"CIV",2011,"48,124"
"CIV",2012,"48,086"
"CIV",2013,"48,055"
"CIV",2014,"48,038"
"CIV",2015,"48,041"
"CIV",2016,"48,053"
"CIV",2017,"48,107"
"CIV",2018,"48,173"
"CIV",2019,"48,25"
"CIV",2020,"48,336"
"CIV",2021,"48,422"
"CIV",2022,"48,517"
"CIV",2023,"48,617"
"CIV",2024,"48,716"
"CIV",2025,"48,811"
"CIV",2026,"48,893"
"CIV",2027,"48,972"
"CIV",2028,"49,048"
"CIV",2029,"49,122"
"CIV",2030,"49,195"
"CMR",1990,"71,452"
"CMR",1991,"71,36"
"CMR",1992,"71,271"
"CMR",1993,"71,146"
"CMR",1994,"71,08"
"CMR",1995,"71,016"
"CMR",1996,"70,952"
"CMR",1997,"70,878"
"CMR",1998,"70,794"
"CMR",1999,"70,704"
"CMR",2000,"70,618"
"CMR",2001,"70,548"
"CMR",2002,"70,481"
"CMR",2003,"70,426"
"CMR",2004,"70,385"
"CMR",2005,"70,356"
"CMR",2006,"70,379"
"CMR",2007,"70,412"
"CMR",2008,"70,455"
"CMR",2009,"70,508"
"CMR",2010,"70,581"
"CMR",2011,"70,682"
"CMR",2012,"70,79"
"CMR",2013,"70,903"
"CMR",2014,"71,007"
"CMR",2015,"71,094"
"CMR",2016,"71,161"
"CMR",2017,"71,233"
"CMR",2018,"71,296"
"CMR",2019,"71,352"
"CMR",2020,"71,4"
"CMR",2021,"71,443"
"CMR",2022,"71,479"
"CMR",2023,"71,513"
"CMR",2024,"71,55"
"CMR",2025,"71,594"
"CMR",2026,"71,643"
"CMR",2027,"71,698"
"CMR",2028,"71,761"
"CMR",2029,"71,833"
"CMR",2030,"71,916"
"COD",1990,"71,943"
"COD",1991,"71,866"
"COD",1992,"71,771"
"COD",1993,"71,655"
"COD",1994,"71,591"
"COD",1995,"71,542"
"COD",1996,"71,506"
"COD",1997,"71,434"
"COD",1998,"71,38"
"COD",1999,"71,31"
"COD",2000,"71,229"
"COD",2001,"71,189"
"COD",2002,"71,176"
"COD",2003,"71,178"
"COD",2004,"71,186"
"COD",2005,"71,191"
"COD",2006,"71,206"
"COD",2007,"71,22"
"COD",2008,"71,231"
"COD",2009,"71,227"
"COD",2010,"71,249"
"COD",2011,"71,284"
"COD",2012,"71,319"
"COD",2013,"71,355"
"COD",2014,"71,385"
"COD",2015,"71,39"
"COD",2016,"71,37"
"COD",2017,"71,369"
"COD",2018,"71,366"
"COD",2019,"71,362"
"COD",2020,"71,356"
"COD",2021,"71,345"
"COD",2022,"71,336"
"COD",2023,"71,33"
"COD",2024,"71,33"
"COD",2025,"71,337"
"COD",2026,"71,348"
"COD",2027,"71,366"
"COD",2028,"71,393"
"COD",2029,"71,434"
"COD",2030,"71,487"
"COG",1990,"65,763"
"COG",1991,"65,713"
"COG",1992,"65,677"
"COG",1993,"65,637"
"COG",1994,"65,593"
"COG",1995,"65,64"
"COG",1996,"65,672"
"COG",1997,"65,707"
"COG",1998,"65,801"
"COG",1999,"65,883"
"COG",2000,"66,048"
"COG",2001,"66,148"
"COG",2002,"66,271"
"COG",2003,"66,387"
"COG",2004,"66,534"
"COG",2005,"66,714"
"COG",2006,"66,876"
"COG",2007,"66,998"
"COG",2008,"67,172"
"COG",2009,"67,356"
"COG",2010,"67,537"
"COG",2011,"67,599"
"COG",2012,"67,624"
"COG",2013,"67,614"
"COG",2014,"67,599"
"COG",2015,"67,539"
"COG",2016,"67,451"
"COG",2017,"67,4"
"COG",2018,"67,339"
"COG",2019,"67,265"
"COG",2020,"67,18"
"COG",2021,"67,097"
"COG",2022,"67,01"
"COG",2023,"66,928"
"COG",2024,"66,858"
"COG",2025,"66,807"
"COG",2026,"66,778"
"COG",2027,"66,764"
"COG",2028,"66,771"
"COG",2029,"66,8"
"COG",2030,"66,853"
"COL",1990,"29,856"
"COL",1991,"30,38"
"COL",1992,"30,976"
"COL",1993,"31,45"
"COL",1994,"32,861"
"COL",1995,"34,295"
"COL",1996,"35,752"
"COL",1997,"37,223"
"COL",1998,"38,709"
"COL",1999,"40,208"
"COL",2000,"41,719"
"COL",2001,"43,244"
"COL",2002,"44,777"
"COL",2003,"46,311"
"COL",2004,"47,835"
"COL",2005,"49,34"
"COL",2006,"50,827"
"COL",2007,"52,287"
"COL",2008,"53,72"
"COL",2009,"55,126"
"COL",2010,"56,197"
"COL",2011,"57,28"
"COL",2012,"58,457"
"COL",2013,"58,631"
"COL",2014,"58,358"
"COL",2015,"58,968"
"COL",2016,"58,623"
"COL",2017,"58,805"
"COL",2018,"58,968"
"COL",2019,"59,122"
"COL",2020,"59,27"
"COL",2021,"59,43"
"COL",2022,"59,587"
"COL",2023,"59,738"
"COL",2024,"59,877"
"COL",2025,"60,002"
"COL",2026,"60,135"
"COL",2027,"60,259"
"COL",2028,"60,372"
"COL",2029,"60,476"
"COL",2030,"60,571"
"COM",1990,"31,557"
"COM",1991,"31,481"
"COM",1992,"31,562"
"COM",1993,"31,62"
"COM",1994,"31,62"
"COM",1995,"31,72"
"COM",1996,"31,765"
"COM",1997,"31,872"
"COM",1998,"31,974"
"COM",1999,"32,108"
"COM",2000,"32,351"
"COM",2001,"32,498"
"COM",2002,"32,675"
"COM",2003,"32,873"
"COM",2004,"33,087"
"COM",2005,"33,318"
"COM",2006,"33,52"
"COM",2007,"33,719"
"COM",2008,"33,927"
"COM",2009,"34,159"
"COM",2010,"34,401"
"COM",2011,"34,613"
"COM",2012,"34,843"
"COM",2013,"35,086"
"COM",2014,"35,322"
"COM",2015,"35,555"
"COM",2016,"35,762"
"COM",2017,"35,95"
"COM",2018,"36,133"
"COM",2019,"36,311"
"COM",2020,"36,481"
"COM",2021,"36,636"
"COM",2022,"36,785"
"COM",2023,"36,931"
"COM",2024,"37,071"
"COM",2025,"37,206"
"COM",2026,"37,328"
"COM",2027,"37,448"
"COM",2028,"37,569"
"COM",2029,"37,697"
"COM",2030,"37,835"
"CPV",1990,"42,276"
"CPV",1991,"42,31"
"CPV",1992,"42,417"
"CPV",1993,"42,502"
"CPV",1994,"42,688"
"CPV",1995,"42,852"
"CPV",1996,"42,946"
"CPV",1997,"43,041"
"CPV",1998,"43,149"
"CPV",1999,"43,251"
"CPV",2000,"43,384"
"CPV",2001,"43,49"
"CPV",2002,"43,622"
"CPV",2003,"43,753"
"CPV",2004,"43,954"
"CPV",2005,"44,166"
"CPV",2006,"44,508"
"CPV",2007,"44,94"
"CPV",2008,"45,33"
"CPV",2009,"45,668"
"CPV",2010,"46,033"
"CPV",2011,"46,507"
"CPV",2012,"47,009"
"CPV",2013,"47,533"
"CPV",2014,"48,062"
"CPV",2015,"48,565"
"CPV",2016,"49,115"
"CPV",2017,"49,546"
"CPV",2018,"49,965"
"CPV",2019,"50,367"
"CPV",2020,"50,75"
"CPV",2021,"51,11"
"CPV",2022,"51,451"
"CPV",2023,"51,76"
"CPV",2024,"52,027"
"CPV",2025,"52,25"
"CPV",2026,"52,43"
"CPV",2027,"52,572"
"CPV",2028,"52,677"
"CPV",2029,"52,758"
"CPV",2030,"52,82"
"CRI",1990,"32,903"
"CRI",1991,"33,8"
"CRI",1992,"33,145"
"CRI",1993,"34,053"
"CRI",1994,"35,089"
"CRI",1995,"36,122"
"CRI",1996,"34,565"
"CRI",1997,"37,663"
"CRI",1998,"40,12"
"CRI",1999,"40,173"
"CRI",2000,"38,596"
"CRI",2001,"41,829"
"CRI",2002,"42,228"
"CRI",2003,"41,628"
"CRI",2004,"41,001"
"CRI",2005,"44,695"
"CRI",2006,"44,589"
"CRI",2007,"45,71"
"CRI",2008,"46,048"
"CRI",2009,"46,343"
"CRI",2010,"44,145"
"CRI",2011,"46,188"
"CRI",2012,"45,927"
"CRI",2013,"46,467"
"CRI",2014,"49,336"
"CRI",2015,"48,804"
"CRI",2016,"45,023"
"CRI",2017,"45,325"
"CRI",2018,"45,617"
"CRI",2019,"45,882"
"CRI",2020,"46,107"
"CRI",2021,"46,315"
"CRI",2022,"46,483"
"CRI",2023,"46,619"
"CRI",2024,"46,736"
"CRI",2025,"46,842"
"CRI",2026,"46,963"
"CRI",2027,"47,077"
"CRI",2028,"47,184"
"CRI",2029,"47,284"
"CRI",2030,"47,376"
"CUB",1990,"35,869"
"CUB",1991,"35,309"
"CUB",1992,"34,692"
"CUB",1993,"33,823"
"CUB",1994,"33,956"
"CUB",1995,"34,132"
"CUB",1996,"34,71"
"CUB",1997,"34,865"
"CUB",1998,"34,811"
"CUB",1999,"35,14"
"CUB",2000,"35,526"
"CUB",2001,"35,751"
"CUB",2002,"35,957"
"CUB",2003,"36,328"
"CUB",2004,"36,769"
"CUB",2005,"38,278"
"CUB",2006,"39,786"
"CUB",2007,"41,086"
"CUB",2008,"41,609"
"CUB",2009,"42,643"
"CUB",2010,"42,287"
"CUB",2011,"42,301"
"CUB",2012,"42,295"
"CUB",2013,"42,233"
"CUB",2014,"42,02"
"CUB",2015,"41,926"
"CUB",2016,"41,57"
"CUB",2017,"41,46"
"CUB",2018,"41,308"
"CUB",2019,"41,124"
"CUB",2020,"40,911"
"CUB",2021,"40,699"
"CUB",2022,"40,47"
"CUB",2023,"40,213"
"CUB",2024,"39,915"
"CUB",2025,"39,566"
"CUB",2026,"39,208"
"CUB",2027,"38,812"
"CUB",2028,"38,398"
"CUB",2029,"38,002"
"CUB",2030,"37,645"
"CYP",1990,"46,163"
"CYP",1991,"46,753"
"CYP",1992,"47,341"
"CYP",1993,"46,751"
"CYP",1994,"48,191"
"CYP",1995,"47,124"
"CYP",1996,"47,644"
"CYP",1997,"49,345"
"CYP",1998,"49,033"
"CYP",1999,"49,013"
"CYP",2000,"49,629"
"CYP",2001,"52,102"
"CYP",2002,"52,617"
"CYP",2003,"53,847"
"CYP",2004,"53,84"
"CYP",2005,"53,201"
"CYP",2006,"54,104"
"CYP",2007,"55,187"
"CYP",2008,"55,565"
"CYP",2009,"56,503"
"CYP",2010,"57,61"
"CYP",2011,"56,817"
"CYP",2012,"56,181"
"CYP",2013,"56,261"
"CYP",2014,"57,812"
"CYP",2015,"57,888"
"CYP",2016,"58,069"
"CYP",2017,"58,078"
"CYP",2018,"58,052"
"CYP",2019,"57,992"
"CYP",2020,"57,89"
"CYP",2021,"57,838"
"CYP",2022,"57,722"
"CYP",2023,"57,568"
"CYP",2024,"57,392"
"CYP",2025,"57,202"
"CYP",2026,"57,087"
"CYP",2027,"56,957"
"CYP",2028,"56,821"
"CYP",2029,"56,682"
"CYP",2030,"56,538"
"CZE",1990,"51,905"
"CZE",1991,"52,139"
"CZE",1992,"52,22"
"CZE",1993,"52,31"
"CZE",1994,"52,564"
"CZE",1995,"52,279"
"CZE",1996,"51,717"
"CZE",1997,"51,501"
"CZE",1998,"51,64"
"CZE",1999,"51,987"
"CZE",2000,"51,63"
"CZE",2001,"51,235"
"CZE",2002,"50,932"
"CZE",2003,"51,048"
"CZE",2004,"50,638"
"CZE",2005,"50,773"
"CZE",2006,"50,623"
"CZE",2007,"49,888"
"CZE",2008,"49,349"
"CZE",2009,"49,509"
"CZE",2010,"49,232"
"CZE",2011,"49,432"
"CZE",2012,"50,066"
"CZE",2013,"50,988"
"CZE",2014,"50,968"
"CZE",2015,"51,422"
"CZE",2016,"52,066"
"CZE",2017,"51,958"
"CZE",2018,"51,844"
"CZE",2019,"51,715"
"CZE",2020,"51,561"
"CZE",2021,"51,365"
"CZE",2022,"51,138"
"CZE",2023,"50,896"
"CZE",2024,"50,671"
"CZE",2025,"50,484"
"CZE",2026,"50,343"
"CZE",2027,"50,251"
"CZE",2028,"50,182"
"CZE",2029,"50,089"
"CZE",2030,"49,94"
"DEU",1990,"45,227"
"DEU",1991,"47,972"
"DEU",1992,"47,814"
"DEU",1993,"47,335"
"DEU",1994,"47,902"
"DEU",1995,"47,858"
"DEU",1996,"47,866"
"DEU",1997,"48,322"
"DEU",1998,"48,536"
"DEU",1999,"49,076"
"DEU",2000,"49,065"
"DEU",2001,"49,363"
"DEU",2002,"49,631"
"DEU",2003,"49,986"
"DEU",2004,"49,809"
"DEU",2005,"50,7"
"DEU",2006,"51,489"
"DEU",2007,"52,014"
"DEU",2008,"52,132"
"DEU",2009,"52,531"
"DEU",2010,"52,788"
"DEU",2011,"53,657"
"DEU",2012,"53,704"
"DEU",2013,"54,31"
"DEU",2014,"54,515"
"DEU",2015,"54,608"
"DEU",2016,"54,96"
"DEU",2017,"55,027"
"DEU",2018,"55,072"
"DEU",2019,"55,1"
"DEU",2020,"55,104"
"DEU",2021,"55,042"
"DEU",2022,"54,962"
"DEU",2023,"54,854"
"DEU",2024,"54,711"
"DEU",2025,"54,528"
"DEU",2026,"54,324"
"DEU",2027,"54,094"
"DEU",2028,"53,848"
"DEU",2029,"53,604"
"DEU",2030,"53,375"
"DJI",1990,"46,235"
"DJI",1991,"46,116"
"DJI",1992,"46,104"
"DJI",1993,"46,072"
"DJI",1994,"46,094"
"DJI",1995,"46,069"
"DJI",1996,"46,092"
"DJI",1997,"46,126"
"DJI",1998,"46,161"
"DJI",1999,"46,239"
"DJI",2000,"46,34"
"DJI",2001,"46,369"
"DJI",2002,"46,436"
"DJI",2003,"46,529"
"DJI",2004,"46,626"
"DJI",2005,"46,715"
"DJI",2006,"46,838"
"DJI",2007,"46,976"
"DJI",2008,"47,14"
"DJI",2009,"47,333"
"DJI",2010,"47,553"
"DJI",2011,"47,836"
"DJI",2012,"48,158"
"DJI",2013,"48,497"
"DJI",2014,"48,834"
"DJI",2015,"49,148"
"DJI",2016,"49,379"
"DJI",2017,"49,465"
"DJI",2018,"49,529"
"DJI",2019,"49,599"
"DJI",2020,"49,692"
"DJI",2021,"49,798"
"DJI",2022,"49,922"
"DJI",2023,"50,051"
"DJI",2024,"50,165"
"DJI",2025,"50,252"
"DJI",2026,"50,311"
"DJI",2027,"50,349"
"DJI",2028,"50,37"
"DJI",2029,"50,384"
"DJI",2030,"50,396"
"DNK",1990,"61,051"
"DNK",1991,"61,441"
"DNK",1992,"61,594"
"DNK",1993,"61,035"
"DNK",1994,"57,913"
"DNK",1995,"57,952"
"DNK",1996,"58,222"
"DNK",1997,"58,702"
"DNK",1998,"59,421"
"DNK",1999,60
"DNK",2000,"60,05"
"DNK",2001,"59,805"
"DNK",2002,"60,285"
"DNK",2003,"59,612"
"DNK",2004,"60,375"
"DNK",2005,"60,499"
"DNK",2006,"61,157"
"DNK",2007,"60,839"
"DNK",2008,"61,055"
"DNK",2009,"60,61"
"DNK",2010,"59,799"
"DNK",2011,"59,631"
"DNK",2012,"59,108"
"DNK",2013,"58,586"
"DNK",2014,"58,011"
"DNK",2015,"57,71"
"DNK",2016,"59,312"
"DNK",2017,"59,181"
"DNK",2018,"59,076"
"DNK",2019,"58,966"
"DNK",2020,"58,833"
"DNK",2021,"58,699"
"DNK",2022,"58,551"
"DNK",2023,"58,387"
"DNK",2024,"58,209"
"DNK",2025,"58,016"
"DNK",2026,"57,846"
"DNK",2027,"57,669"
"DNK",2028,"57,485"
"DNK",2029,"57,295"
"DNK",2030,"57,101"
"DOM",1990,"43,597"
"DOM",1991,"43,592"
"DOM",1992,"44,301"
"DOM",1993,"44,741"
"DOM",1994,"44,805"
"DOM",1995,"45,14"
"DOM",1996,"45,632"
"DOM",1997,"46,219"
"DOM",1998,"46,746"
"DOM",1999,"47,234"
"DOM",2000,"47,614"
"DOM",2001,"47,769"
"DOM",2002,"48,171"
"DOM",2003,"48,1"
"DOM",2004,"48,16"
"DOM",2005,"48,811"
"DOM",2006,"49,565"
"DOM",2007,"50,208"
"DOM",2008,"48,589"
"DOM",2009,"46,987"
"DOM",2010,"49,304"
"DOM",2011,"51,335"
"DOM",2012,"52,065"
"DOM",2013,"52,424"
"DOM",2014,"53,205"
"DOM",2015,"53,948"
"DOM",2016,"54,339"
"DOM",2017,"54,375"
"DOM",2018,"54,391"
"DOM",2019,"54,398"
"DOM",2020,"54,401"
"DOM",2021,"54,431"
"DOM",2022,"54,458"
"DOM",2023,"54,48"
"DOM",2024,"54,495"
"DOM",2025,"54,503"
"DOM",2026,"54,538"
"DOM",2027,"54,569"
"DOM",2028,"54,596"
"DOM",2029,"54,62"
"DOM",2030,"54,642"
"DZA",1990,"11,496"
"DZA",1991,"11,535"
"DZA",1992,"11,581"
"DZA",1993,"11,647"
"DZA",1994,"11,724"
"DZA",1995,"11,804"
"DZA",1996,"11,867"
"DZA",1997,"11,813"
"DZA",1998,"11,799"
"DZA",1999,"11,825"
"DZA",2000,"11,893"
"DZA",2001,"12,007"
"DZA",2002,"12,162"
"DZA",2003,"12,355"
"DZA",2004,"12,583"
"DZA",2005,"12,843"
"DZA",2006,"13,133"
"DZA",2007,"13,455"
"DZA",2008,"13,812"
"DZA",2009,"14,206"
"DZA",2010,"14,379"
"DZA",2011,"15,239"
"DZA",2012,"16,157"
"DZA",2013,"16,882"
"DZA",2014,"15,34"
"DZA",2015,"15,237"
"DZA",2016,"15,125"
"DZA",2017,"15,232"
"DZA",2018,"15,311"
"DZA",2019,"15,353"
"DZA",2020,"15,35"
"DZA",2021,"15,312"
"DZA",2022,"15,235"
"DZA",2023,"15,128"
"DZA",2024,"15,007"
"DZA",2025,"14,881"
"DZA",2026,"14,757"
"DZA",2027,"14,63"
"DZA",2028,"14,511"
"DZA",2029,"14,42"
"DZA",2030,"14,369"
"ECU",1990,"45,68"
"ECU",1991,"46,286"
"ECU",1992,"46,802"
"ECU",1993,"47,333"
"ECU",1994,"48,006"
"ECU",1995,"48,553"
"ECU",1996,"49,027"
"ECU",1997,"49,482"
"ECU",1998,"52,556"
"ECU",1999,"52,707"
"ECU",2000,"52,86"
"ECU",2001,"53,017"
"ECU",2002,"53,173"
"ECU",2003,"54,865"
"ECU",2004,"55,06"
"ECU",2005,"55,29"
"ECU",2006,"56,124"
"ECU",2007,"55,038"
"ECU",2008,"53,928"
"ECU",2009,"52,795"
"ECU",2010,"49,884"
"ECU",2011,"49,056"
"ECU",2012,"50,297"
"ECU",2013,"49,453"
"ECU",2014,"48,517"
"ECU",2015,"52,203"
"ECU",2016,"55,808"
"ECU",2017,"55,424"
"ECU",2018,"55,034"
"ECU",2019,"54,633"
"ECU",2020,"54,221"
"ECU",2021,"53,806"
"ECU",2022,"53,381"
"ECU",2023,"52,947"
"ECU",2024,"52,507"
"ECU",2025,"52,062"
"ECU",2026,"51,624"
"ECU",2027,"51,184"
"ECU",2028,"50,74"
