;redes_31
"AF";"4,00"
"AL";"45,00"
"DZ";"12,50"
"AS";"99999999999998"
"AD";"81,00"
"AO";"2,80"
"AI";"49,60"
"AG";"47,00"
"AR";"45,00"
"AM";"25,00"
"AW";"62,00"
"99999999999998";"35,00"
"AU";"76,00"
"AT";"75,17"
"AZ";"46,00"
"BS";"43,00"
"BH";"55,00"
"BD";"3,70"
"BB";"65,10"
"BY";"31,80"
"BE";"75,00"
"BZ";"28,20"
"BJ";"3,13"
"BM";"84,21"
"BT";"13,60"
"BO";"22,40"
"BA";"42,75"
"BW";"6,00"
"BR";"40,65"
"VG";"37,00"
"BN";"53,00"
"BG";"46,23"
"BF";"2,40"
"BI";"1,00"
"KH";"1,26"
"CM";"4,30"
"CA";"80,30"
"CV";"30,00"
"KY";"66,00"
"CF";"2,00"
"TD";"1,70"
"CL";"45,00"
"CN";"34,30"
"CO";"36,50"
"KM";"5,10"
"CD";"0,72"
"CG";"5,00"
"CK";"35,71"
"CR";"36,50"
"CI";"2,70"
"HR";"56,55"
"CU";"15,90"
"CY";"52,99"
"CZ";"68,82"
"KP";"0,00"
"DK";"88,72"
"DJ";"6,50"
"DM";"47,45"
"DO";"31,40"
"EC";"29,03"
"EG";"21,60"
"SV";"15,90"
"GQ";"6,00"
"ER";"0,61"
"EE";"74,10"
"ET";"0,75"
"FK";"95,84"
"FO";"75,20"
"FJ";"20,00"
"FI";"86,89"
"FR";"77,28"
"GF";"99999999999998"
"PF";"49,00"
"GA";"13,00"
"GM";"9,20"
"GE";"26,90"
"DE";"82,00"
"GH";"7,80"
"GI";"65,00"
"GR";"44,40"
"GL";"63,00"
"GD";"27,00"
"GP";"99999999999998"
"GU";"54,04"
"GT";"10,50"
"GG";"99999999999998"
"GN";"1,00"
"GW";"2,45"
"GY";"29,90"
"HT";"8,37"
"HN";"11,09"
"HK";"72,00"
"HU";"65,00"
"IS";"93,39"
"IN";"7,50"
"ID";"10,92"
"IR";"15,90"
"IQ";"2,50"
"IE";"69,85"
"IL";"67,50"
"IT";"53,68"
"JM";"27,67"
"JP";"78,21"
"JE";"99999999999998"
"JO";"27,20"
"KZ";"31,60"
"KE";"7,20"
"KI";"9,07"
"KR";"83,70"
"KW";"61,40"
"KG";"16,30"
"LA";"7,00"
"LV";"68,42"
"LB";"43,68"
"LS";"3,86"
"LR";"2,30"
"LY";"14,00"
"LI";"80,00"
"LT";"62,12"
"LU";"90,62"
"MO";"55,20"
"MG";"1,70"
"MW";"2,26"
"MY";"56,30"
"MV";"26,53"
"ML";"2,00"
"MT";"63,00"
"MH";"7,00"
"MQ";"99999999999998"
"MR";"4,00"
"MU";"28,33"
"YT";"99999999999998"
"MX";"31,05"
"FM";"20,00"
"MD";"32,30"
"MC";"75,00"
"MN";"10,20"
"ME";"37,50"
"MS";"35,00"
"MA";"52,00"
"MZ";"4,17"
"MM";"0,25"
"NA";"11,60"
"NR";"99999999999998"
"NP";"7,93"
"AN";"99999999999998"
"NL";"90,72"
"NC";"42,00"
"NZ";"80,46"
"NI";"10,00"
"NE";"0,83"
"NG";"11,50"
"NU";"76,97"
"MP";"99999999999998"
"NO";"93,39"
"OM";"35,83"
"PK";"8,00"
"PS";"37,40"
"PA";"40,10"
"PG";"1,28"
"PY";"19,80"
"PE";"34,77"
"PH";"25,00"
"PL";"62,32"
"PT";"53,30"
"PR";"45,30"
"QA";"69,00"
"RE";"99999999999998"
"RO";"39,93"
"RU";"43,00"
"RW";"8,00"
"ST";"18,75"
"WS";"7,00"
"SM";"99999999999998"
"SA";"41,00"
"SN";"8,00"
"RS";"40,90"
"SC";"41,00"
"SL";"0,58"
"SG";"71,00"
"SK";"75,71"
"SI";"70,00"
"SB";"5,00"
"SO";"99999999999998"
"ZA";"24,00"
"ES";"65,80"
"LK";"12,00"
"SH";"24,94"
"KN";"63,00"
"LC";"32,50"
"PM";"99999999999998"
"VC";"33,70"
"SD";"16,70"
"SR";"31,59"
"SZ";"11,04"
"SE";"90,00"
"CH";"83,90"
"SY";"20,70"
"TW";"71,50"
"TJ";"11,55"
"TZ";"2,90"
"MK";"51,90"
"TH";"22,40"
"TL";"3,00"
"TG";"3,00"
"TK";"99999999999998"
"TO";"16,00"
"TT";"48,50"
"TN";"36,80"
"TR";"39,82"
"TM";"3,00"
"TC";"99999999999998"
"TV";"25,00"
"UG";"12,50"
"UA";"23,30"
"AE";"68,00"
"GB";"85,00"
"US";"71,69"
"UY";"46,40"
"UZ";"15,90"
"VU";"8,00"
"VE";"37,37"
"VN";"30,65"
"VI";"31,22"
"WF";"8,16"
"YE";"12,35"
"ZM";"10,00"
"ZW";"6,40"
