;redes_31
"AF";"0,09"
"AL";"0,97"
"DZ";"2,20"
"AS";"99999999999998"
"AD";"13,55"
"AO";"0,37"
"AI";"24,52"
"AG";"17,23"
"AR";"11,91"
"AM";"4,58"
"AW";"20,80"
"99999999999998";"99999999999998"
"AU";"99999999999998"
"AT";"42,70"
"AZ";"99999999999998"
"BS";"20,00"
"BH";"21,55"
"BD";"0,16"
"BB";"39,69"
"BY";"99999999999998"
"BE";"49,97"
"BZ";"99999999999998"
"BJ";"0,95"
"BM";"56,52"
"BT";"2,44"
"BO";"3,51"
"BA";"3,97"
"BW";"3,35"
"BR";"13,21"
"VG";"99999999999998"
"BN";"19,60"
"BG";"12,04"
"BF";"0,37"
"BI";"0,20"
"KH";"0,26"
"CM";"0,59"
"CA";"64,20"
"CV";"4,32"
"KY";"99999999999998"
"CF";"0,15"
"TD";"0,32"
"CL";"25,47"
"CN";"6,20"
"CO";"7,39"
"KM";"0,85"
"CD";"0,13"
"CG";"0,46"
"CK";"22,87"
"CR";"20,33"
"CI";"0,76"
"HR";"22,75"
"CU";"5,24"
"CY";"30,09"
"CZ";"34,30"
"KP";"0,00"
"DK";"76,26"
"DJ";"0,63"
"DM";"23,62"
"DO";"7,90"
"EC";"4,46"
"EG";"4,04"
"SV";"2,50"
"GQ";"0,52"
"ER";"99999999999998"
"EE";"45,32"
"ET";"0,11"
"FK";"64,02"
"FO";"58,91"
"FJ";"6,73"
"FI";"69,22"
"FR";"36,14"
"GF";"16,55"
"PF";"14,12"
"GA";"2,66"
"GM";"2,44"
"GE";"2,56"
"DE";"55,90"
"GH";"1,19"
"GI";"28,33"
"GR";"17,80"
"GL";"54,53"
"GD";"18,65"
"GP";"14,12"
"GU";"33,72"
"GT";"4,55"
"GG";"59,14"
"GN";"0,45"
"GW";"1,35"
"GY";"99999999999998"
"HT";"1,65"
"HN";"4,80"
"HK";"52,20"
"HU";"21,63"
"IS";"83,14"
"IN";"1,69"
"ID";"2,39"
"IR";"6,93"
"IQ";"0,60"
"IE";"34,31"
"IL";"19,59"
"IT";"29,04"
"JM";"7,80"
"JP";"48,44"
"JE";"22,73"
"JO";"8,47"
"KZ";"2,00"
"KE";"2,94"
"KI";"3,00"
"KR";"65,50"
"KW";"22,40"
"KG";"3,91"
"LA";"0,33"
"LV";"26,98"
"LB";"8,00"
"LS";"1,53"
"LR";"0,03"
"LY";"2,81"
"LI";"58,81"
"LT";"25,91"
"LU";"54,55"
"MO";"25,74"
"MG";"0,42"
"MW";"0,28"
"MY";"34,97"
"MV";"5,98"
"ML";"0,31"
"MT";"31,64"
"MH";"2,57"
"MQ";"20,33"
"MR";"0,42"
"MU";"12,19"
"YT";"99999999999998"
"MX";"12,90"
"FM";"9,23"
"MD";"7,41"
"MC";"49,49"
"MN";"99999999999998"
"ME";"99999999999998"
"MS";"99999999999998"
"MA";"3,35"
"MZ";"0,42"
"MM";"0,02"
"NA";"3,36"
"NR";"99999999999998"
"NP";"0,38"
"AN";"99999999999998"
"NL";"64,35"
"NC";"26,41"
"NZ";"60,96"
"NI";"1,88"
"NE";"0,16"
"NG";"0,56"
"NU";"43,13"
"MP";"99999999999998"
"NO";"78,13"
"OM";"7,26"
"PK";"5,04"
"PS";"4,13"
"PA";"9,99"
"PG";"1,37"
"PY";"2,11"
"PE";"11,60"
"PH";"4,86"
"PL";"24,87"
"PT";"29,67"
"PR";"19,71"
"QA";"19,24"
"RE";"23,67"
"RO";"8,90"
"RU";"8,30"
"RW";"0,36"
"ST";"10,16"
"WS";"2,80"
"SM";"50,00"
"SA";"8,00"
"SN";"2,10"
"RS";"99999999999998"
"SC";"14,59"
"SL";"0,19"
"SG";"53,84"
"SK";"43,04"
"SI";"31,85"
"SB";"0,56"
"SO";"0,38"
"ZA";"7,01"
"ES";"39,93"
"LK";"1,46"
"SH";"12,34"
"KN";"22,97"
"LC";"20,98"
"PM";"99999999999998"
"VC";"6,46"
"SD";"0,54"
"SR";"4,72"
"SZ";"2,44"
"SE";"79,13"
"CH";"65,10"
"SY";"3,40"
"TW";"51,94"
"TJ";"0,06"
"TZ";"0,68"
"MK";"19,07"
"TH";"9,30"
"TL";"99999999999998"
"TG";"1,20"
"TK";"1,50"
"TO";"2,99"
"TT";"25,97"
"TN";"6,49"
"TR";"12,33"
"TM";"0,43"
"TC";"99999999999998"
"TV";"99999999999998"
"UG";"0,46"
"UA";"3,15"
"AE";"29,48"
"GB";"64,82"
"US";"61,70"
"UY";"15,94"
"UZ";"1,91"
"VU";"3,90"
"VE";"7,50"
"VN";"3,78"
"VI";"27,43"
"WF";"5,74"
"YE";"0,60"
"ZM";"0,98"
"ZW";"1,80"
