;redes_31
"AF";"10,60"
"AL";"66,36"
"DZ";"42,95"
"AS";"99999999999998"
"AD";"97,93"
"AO";"13,00"
"AI";"81,57"
"AG";"73,00"
"AR";"70,97"
"AM";"67,00"
"AW";"93,54"
"99999999999998";"99999999999998"
"AU";"88,24"
"AT";"84,32"
"AZ";"78,20"
"BS";"80,00"
"BH";"98,00"
"BD";"18,25"
"BB";"79,55"
"BY";"71,11"
"BE";"86,52"
"BZ";"44,58"
"BJ";"11,99"
"BM";"98,00"
"BT";"41,77"
"BO";"39,70"
"BA";"54,74"
"BW";"39,36"
"BR";"60,87"
"VG";"99999999999998"
"BN";"90,00"
"BG";"59,83"
"BF";"13,96"
"BI";"5,17"
"KH";"32,40"
"CM";"25,00"
"CA";"89,84"
"CV";"50,32"
"KY";"79,00"
"CF";"4,00"
"TD";"5,00"
"CL";"66,01"
"CN";"53,20"
"CO";"58,14"
"KM";"7,94"
"CD";"6,21"
"CG";"8,12"
"CK";"54,00"
"CR";"66,03"
"CI";"26,53"
"HR";"72,70"
"CU";"38,77"
"CY";"75,90"
"CZ";"76,48"
"KP";"99999999999998"
"DK";"96,97"
"DJ";"13,13"
"DM";"67,03"
"DO";"61,33"
"EC";"54,06"
"EG";"41,25"
"SV";"29,00"
"GQ";"23,78"
"ER";"1,18"
"EE";"87,24"
"ET";"15,37"
"FK";"99,02"
"FO";"95,11"
"FJ";"46,51"
"FI";"87,70"
"FR";"85,62"
"GF";"99999999999998"
"PF";"68,44"
"GA";"48,05"
"GM";"18,50"
"GE";"58,01"
"DE";"89,65"
"GH";"34,67"
"GI";"94,44"
"GR";"69,09"
"GL";"68,50"
"GD";"55,86"
"GP";"99999999999998"
"GU";"77,01"
"GT";"34,51"
"GG";"99999999999998"
"GN";"9,80"
"GW";"3,76"
"GY";"35,66"
"HT";"12,23"
"HN";"30,00"
"HK";"87,48"
"HU";"79,26"
"IS";"98,24"
"IN";"29,55"
"ID";"25,37"
"IR";"53,23"
"IQ";"21,23"
"IE";"85,01"
"IL";"79,65"
"IT";"61,32"
"JM";"45,00"
"JP";"93,18"
"JE";"99999999999998"
"JO";"62,30"
"KZ";"74,59"
"KE";"26,00"
"KI";"13,70"
"KR";"92,84"
"KW";"78,37"
"KG";"34,50"
"LA";"21,87"
"LV";"79,84"
"LB";"76,11"
"LS";"27,36"
"LR";"7,32"
"LY";"20,27"
"LI";"98,09"
"LT";"74,38"
"LU";"98,14"
"MO";"81,64"
"MG";"4,71"
"MW";"9,61"
"MY";"78,79"
"MV";"59,09"
"ML";"11,11"
"MT";"77,29"
"MH";"29,79"
"MQ";"99999999999998"
"MR";"18,00"
"MU";"52,19"
"YT";"99999999999998"
"MX";"59,54"
"FM";"33,35"
"MD";"71,00"
"MC";"95,21"
"MN";"22,27"
"ME";"69,88"
"MS";"99999999999998"
"MA";"58,27"
"MZ";"17,52"
"MM";"25,07"
"NA";"31,03"
"NR";"99999999999998"
"NP";"19,69"
"AN";"99999999999998"
"NL";"90,41"
"NC";"99999999999998"
"NZ";"88,47"
"NI";"24,57"
"NE";"4,32"
"NG";"25,67"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"97,30"
"OM";"69,93"
"PK";"15,51"
"PS";"61,18"
"PA";"54,00"
"PG";"9,60"
"PY";"51,35"
"PE";"45,46"
"PH";"55,50"
"PL";"73,30"
"PT";"70,42"
"PR";"80,32"
"QA";"94,29"
"RE";"99999999999998"
"RO";"59,50"
"RU";"73,09"
"RW";"20,00"
"ST";"28,00"
"WS";"29,41"
"SM";"99999999999998"
"SA";"73,75"
"SN";"25,66"
"RS";"67,06"
"SC";"56,51"
"SL";"11,77"
"SG";"81,00"
"SK";"80,48"
"SI";"75,50"
"SB";"11,00"
"SO";"1,88"
"ZA";"54,00"
"ES";"80,56"
"LK";"32,05"
"SH";"99999999999998"
"KN";"76,82"
"LC";"46,73"
"PM";"99999999999998"
"VC";"55,57"
"SD";"28,00"
"SR";"45,40"
"SZ";"28,57"
"SE";"89,65"
"CH";"89,13"
"SY";"31,87"
"TW";"79,75"
"TJ";"20,47"
"TZ";"13,00"
"MK";"72,16"
"TH";"47,50"
"TL";"25,25"
"TG";"11,31"
"TK";"99999999999998"
"TO";"39,95"
"TT";"73,30"
"TN";"49,60"
"TR";"58,35"
"TM";"17,99"
"TC";"99999999999998"
"TV";"46,01"
"UG";"21,88"
"UA";"52,48"
"AE";"90,60"
"GB";"94,78"
"US";"76,18"
"UY";"66,40"
"UZ";"46,79"
"VU";"24,00"
"VE";"60,00"
"VN";"46,50"
"VI";"59,61"
"WF";"99999999999998"
"YE";"24,58"
"ZM";"25,51"
"ZW";"23,12"
