;redes_31
"AF";"0,00"
"AL";"0,33"
"DZ";"0,65"
"AS";"99999999999998"
"AD";"99999999999998"
"AO";"0,14"
"AI";"25,88"
"AG";"8,90"
"AR";"9,78"
"AM";"1,63"
"AW";"17,10"
"99999999999998";"38,17"
"AU";"52,69"
"AT";"39,19"
"AZ";"0,31"
"BS";"11,80"
"BH";"15,04"
"BD";"0,13"
"BB";"11,94"
"BY";"4,30"
"BE";"31,29"
"BZ";"99999999999998"
"BJ";"0,36"
"BM";"47,51"
"BT";"0,86"
"BO";"2,12"
"BA";"1,20"
"BW";"3,43"
"BR";"4,53"
"VG";"99999999999998"
"BN";"12,92"
"BG";"7,61"
"BF";"0,16"
"BI";"0,11"
"KH";"0,08"
"CM";"0,28"
"CA";"60,20"
"CV";"2,69"
"KY";"99999999999998"
"CF";"0,08"
"TD";"0,05"
"CL";"19,10"
"CN";"2,64"
"CO";"2,85"
"KM";"0,44"
"CD";"0,01"
"CG";"0,03"
"CK";"18,08"
"CR";"9,56"
"CI";"0,40"
"HR";"11,56"
"CU";"1,08"
"CY";"18,82"
"CZ";"14,70"
"KP";"0,00"
"DK";"42,96"
"DJ";"0,34"
"DM";"13,25"
"DO";"4,43"
"EC";"2,67"
"EG";"0,84"
"SV";"1,50"
"GQ";"0,17"
"ER";"0,16"
"EE";"31,53"
"ET";"0,04"
"FK";"64,60"
"FO";"43,25"
"FJ";"1,86"
"FI";"43,11"
"FR";"26,33"
"GF";"11,62"
"PF";"6,25"
"GA";"1,35"
"GM";"1,34"
"GE";"0,99"
"DE";"31,65"
"GH";"0,20"
"GI";"21,17"
"GR";"10,94"
"GL";"35,46"
"GD";"5,13"
"GP";"9,20"
"GU";"25,38"
"GT";"1,74"
"GG";"44,47"
"GN";"0,18"
"GW";"0,30"
"GY";"13,21"
"HT";"0,34"
"HN";"1,42"
"HK";"38,67"
"HU";"14,53"
"IS";"49,39"
"IN";"0,66"
"ID";"2,02"
"IR";"1,48"
"IQ";"0,10"
"IE";"23,14"
"IL";"17,38"
"IT";"27,22"
"JM";"3,86"
"JP";"38,53"
"JE";"16,06"
"JO";"4,71"
"KZ";"1,01"
"KE";"0,62"
"KI";"2,34"
"KR";"56,60"
"KW";"8,55"
"KG";"3,00"
"LA";"0,18"
"LV";"7,22"
"LB";"6,78"
"LS";"0,26"
"LR";"0,03"
"LY";"0,37"
"LI";"45,12"
"LT";"7,18"
"LU";"36,16"
"MO";"22,52"
"MG";"0,22"
"MW";"0,16"
"MY";"26,70"
"MV";"3,62"
"ML";"0,19"
"MT";"17,88"
"MH";"1,71"
"MQ";"10,31"
"MR";"0,26"
"MU";"8,78"
"YT";"99999999999998"
"MX";"7,04"
"FM";"4,66"
"MD";"1,49"
"MC";"46,65"
"MN";"1,65"
"ME";"99999999999998"
"MS";"99999999999998"
"MA";"1,37"
"MZ";"0,16"
"MM";"0,00"
"NA";"2,42"
"NR";"2,99"
"NP";"0,24"
"AN";"99999999999998"
"NL";"49,37"
"NC";"18,24"
"NZ";"53,24"
"NI";"1,45"
"NE";"0,11"
"NG";"0,09"
"NU";"32,66"
"MP";"99999999999998"
"NO";"64,00"
"OM";"5,89"
"PK";"1,32"
"PS";"1,84"
"PA";"7,27"
"PG";"0,90"
"PY";"1,10"
"PE";"7,58"
"PH";"2,52"
"PL";"9,90"
"PT";"18,09"
"PR";"15,63"
"QA";"6,17"
"RE";"16,30"
"RO";"4,54"
"RU";"2,94"
"RW";"0,24"
"ST";"6,31"
"WS";"1,69"
"SM";"50,34"
"SA";"4,68"
"SN";"0,98"
"RS";"99999999999998"
"SC";"11,02"
"SL";"0,16"
"SG";"41,67"
"SK";"12,53"
"SI";"30,18"
"SB";"0,47"
"SO";"0,08"
"ZA";"6,35"
"ES";"18,15"
"LK";"0,79"
"SH";"7,99"
"KN";"7,71"
"LC";"8,18"
"PM";"99999999999998"
"VC";"5,09"
"SD";"0,14"
"SR";"3,06"
"SZ";"1,28"
"SE";"51,77"
"CH";"55,10"
"SY";"0,35"
"TW";"34,90"
"TJ";"0,05"
"TZ";"0,17"
"MK";"3,47"
"TH";"5,56"
"TL";"99999999999998"
"TG";"0,90"
"TK";"99999999999998"
"TO";"2,83"
"TT";"15,38"
"TN";"4,30"
"TR";"5,19"
"TM";"0,18"
"TC";"99999999999998"
"TV";"99999999999998"
"UG";"0,24"
"UA";"1,24"
"AE";"26,27"
"GB";"33,48"
"US";"49,08"
"UY";"11,12"
"UZ";"0,60"
"VU";"2,83"
"VE";"4,64"
"VN";"1,27"
"VI";"18,38"
"WF";"5,09"
"YE";"0,09"
"ZM";"0,23"
"ZW";"0,80"
