;redes_31
"AF";"7,00"
"AL";"60,10"
"DZ";"29,50"
"AS";"99999999999998"
"AD";"95,90"
"AO";"10,20"
"AI";"70,39"
"AG";"67,78"
"AR";"64,70"
"AM";"54,62"
"AW";"83,78"
"99999999999998";"99999999999998"
"AU";"84,00"
"AT";"81,00"
"AZ";"75,00"
"BS";"76,92"
"BH";"90,50"
"BD";"13,90"
"BB";"75,16"
"BY";"59,02"
"BE";"85,00"
"BZ";"38,70"
"BJ";"6,00"
"BM";"96,80"
"BT";"30,30"
"BO";"34,60"
"BA";"49,92"
"BW";"36,74"
"BR";"54,55"
"VG";"99999999999998"
"BN";"68,77"
"BG";"55,49"
"BF";"9,40"
"BI";"1,38"
"KH";"14,00"
"CM";"16,21"
"CA";"87,12"
"CV";"40,26"
"KY";"74,10"
"CF";"3,60"
"TD";"2,90"
"CL";"61,11"
"CN";"47,90"
"CO";"52,57"
"KM";"6,98"
"CD";"3,00"
"CG";"7,11"
"CK";"48,00"
"CR";"53,00"
"CI";"19,27"
"HR";"68,57"
"CU";"29,07"
"CY";"69,33"
"CZ";"74,23"
"KP";"99999999999998"
"DK";"95,99"
"DJ";"10,71"
"DM";"57,50"
"DO";"49,58"
"EC";"45,59"
"EG";"33,89"
"SV";"24,76"
"GQ";"18,86"
"ER";"0,99"
"EE";"84,24"
"ET";"7,70"
"FK";"97,60"
"FO";"93,30"
"FJ";"37,40"
"FI";"86,53"
"FR";"83,75"
"GF";"99999999999998"
"PF";"60,68"
"GA";"38,07"
"GM";"15,56"
"GE";"44,00"
"DE";"86,19"
"GH";"25,52"
"GI";"99999999999998"
"GR";"63,21"
"GL";"66,70"
"GD";"51,60"
"GP";"99999999999998"
"GU";"69,27"
"GT";"23,40"
"GG";"99999999999998"
"GN";"6,40"
"GW";"3,32"
"GY";"32,00"
"HT";"11,40"
"HN";"19,08"
"HK";"79,87"
"HU";"75,65"
"IS";"98,16"
"IN";"21,00"
"ID";"17,14"
"IR";"39,35"
"IQ";"13,21"
"IE";"83,49"
"IL";"75,02"
"IT";"55,64"
"JM";"40,40"
"JP";"89,11"
"JE";"99999999999998"
"JO";"46,20"
"KZ";"66,00"
"KE";"16,50"
"KI";"12,25"
"KR";"87,56"
"KW";"78,70"
"KG";"28,30"
"LA";"14,26"
"LV";"75,83"
"LB";"73,00"
"LS";"22,00"
"LR";"5,41"
"LY";"17,76"
"LI";"95,21"
"LT";"72,13"
"LU";"94,67"
"MO";"69,78"
"MG";"3,70"
"MW";"5,83"
"MY";"63,67"
"MV";"49,28"
"ML";"7,00"
"MT";"73,17"
"MH";"16,80"
"MQ";"99999999999998"
"MR";"10,70"
"MU";"44,80"
"YT";"99999999999998"
"MX";"44,39"
"FM";"29,65"
"MD";"67,00"
"MC";"92,40"
"MN";"19,94"
"ME";"61,00"
"MS";"99999999999998"
"MA";"56,80"
"MZ";"9,24"
"MM";"11,52"
"NA";"14,84"
"NR";"99999999999998"
"NP";"15,44"
"AN";"99999999999998"
"NL";"91,67"
"NC";"70,00"
"NZ";"85,50"
"NI";"17,60"
"NE";"1,95"
"NG";"21,00"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"96,30"
"OM";"70,22"
"PK";"12,00"
"PS";"53,67"
"PA";"44,92"
"PG";"6,50"
"PY";"43,00"
"PE";"40,20"
"PH";"49,60"
"PL";"66,60"
"PT";"64,59"
"PR";"76,13"
"QA";"91,49"
"RE";"99999999999998"
"RO";"54,08"
"RU";"70,52"
"RW";"10,60"
"ST";"24,41"
"WS";"21,20"
"SM";"99999999999998"
"SA";"64,71"
"SN";"17,70"
"RS";"62,08"
"SC";"51,25"
"SL";"6,06"
"SG";"79,03"
"SK";"79,98"
"SI";"71,59"
"SB";"9,00"
"SO";"1,63"
"ZA";"49,00"
"ES";"76,19"
"LK";"25,80"
"SH";"99999999999998"
"KN";"68,00"
"LC";"36,60"
"PM";"99999999999998"
"VC";"47,40"
"SD";"24,64"
"SR";"40,08"
"SZ";"26,18"
"SE";"92,52"
"CH";"87,40"
"SY";"28,09"
"TW";"78,04"
"TJ";"17,49"
"TZ";"7,00"
"MK";"68,06"
"TH";"34,89"
"TL";"17,50"
"TG";"5,70"
"TK";"99999999999998"
"TO";"35,95"
"TT";"65,10"
"TN";"46,16"
"TR";"51,04"
"TM";"12,20"
"TC";"99999999999998"
"TV";"39,20"
"UG";"16,90"
"UA";"46,24"
"AE";"90,40"
"GB";"91,61"
"US";"73,00"
"UY";"61,46"
"UZ";"35,50"
"VU";"18,80"
"VE";"57,00"
"VN";"41,00"
"VI";"50,07"
"WF";"99999999999998"
"YE";"22,55"
"ZM";"19,00"
"ZW";"16,36"
