;redes_31
"AF";"0,00"
"AL";"0,39"
"DZ";"1,59"
"AS";"99999999999998"
"AD";"11,26"
"AO";"0,27"
"AI";"24,80"
"AG";"12,50"
"AR";"10,88"
"AM";"1,96"
"AW";"18,80"
"99999999999998";"99999999999998"
"AU";"99999999999998"
"AT";"36,56"
"AZ";"5,00"
"BS";"18,00"
"BH";"18,05"
"BD";"0,14"
"BB";"27,84"
"BY";"8,95"
"BE";"46,33"
"BZ";"5,68"
"BJ";"0,70"
"BM";"52,03"
"BT";"1,68"
"BO";"3,12"
"BA";"2,65"
"BW";"3,39"
"BR";"9,15"
"VG";"18,89"
"BN";"15,33"
"BG";"9,08"
"BF";"0,20"
"BI";"0,12"
"KH";"0,23"
"CM";"0,36"
"CA";"61,59"
"CV";"3,52"
"KY";"99999999999998"
"CF";"0,13"
"TD";"0,17"
"CL";"22,10"
"CN";"4,60"
"CO";"4,60"
"KM";"0,55"
"CD";"0,09"
"CG";"0,16"
"CK";"20,02"
"CR";"19,89"
"CI";"0,50"
"HR";"17,76"
"CU";"3,77"
"CY";"28,32"
"CZ";"23,93"
"KP";"0,00"
"DK";"64,25"
"DJ";"0,49"
"DM";"18,42"
"DO";"6,82"
"EC";"4,26"
"EG";"2,72"
"SV";"1,90"
"GQ";"0,32"
"ER";"0,23"
"EE";"41,52"
"ET";"0,07"
"FK";"64,15"
"FO";"53,30"
"FJ";"6,15"
"FI";"62,43"
"FR";"30,18"
"GF";"13,92"
"PF";"8,20"
"GA";"1,94"
"GM";"1,80"
"GE";"1,59"
"DE";"48,82"
"GH";"0,83"
"GI";"23,67"
"GR";"14,67"
"GL";"44,15"
"GD";"14,76"
"GP";"11,35"
"GU";"31,19"
"GT";"3,39"
"GG";"53,57"
"GN";"0,40"
"GW";"1,02"
"GY";"99999999999998"
"HT";"0,89"
"HN";"2,60"
"HK";"43,08"
"HU";"16,67"
"IS";"79,12"
"IN";"1,54"
"ID";"2,13"
"IR";"4,63"
"IQ";"0,50"
"IE";"25,85"
"IL";"17,76"
"IT";"28,04"
"JM";"6,10"
"JP";"46,59"
"JE";"19,41"
"JO";"6,03"
"KZ";"1,67"
"KE";"1,21"
"KI";"2,50"
"KR";"59,40"
"KW";"10,25"
"KG";"3,00"
"LA";"0,27"
"LV";"21,94"
"LB";"7,00"
"LS";"1,08"
"LR";"0,03"
"LY";"2,24"
"LI";"59,47"
"LT";"17,69"
"LU";"39,84"
"MO";"25,17"
"MG";"0,34"
"MW";"0,22"
"MY";"32,34"
"MV";"5,35"
"ML";"0,23"
"MT";"28,92"
"MH";"2,34"
"MQ";"15,35"
"MR";"0,36"
"MU";"10,25"
"YT";"99999999999998"
"MX";"11,90"
"FM";"5,57"
"MD";"3,79"
"MC";"48,05"
"MN";"2,04"
"ME";"99999999999998"
"MS";"99999999999998"
"MA";"2,37"
"MZ";"0,26"
"MM";"0,00"
"NA";"2,63"
"NR";"99999999999998"
"NP";"0,31"
"AN";"99999999999998"
"NL";"61,29"
"NC";"22,39"
"NZ";"59,08"
"NI";"1,71"
"NE";"0,13"
"NG";"0,32"
"NU";"39,15"
"MP";"99999999999998"
"NO";"72,84"
"OM";"6,87"
"PK";"2,58"
"PS";"3,10"
"PA";"8,52"
"PG";"1,32"
"PY";"1,79"
"PE";"8,97"
"PH";"4,33"
"PL";"21,15"
"PT";"19,37"
"PR";"17,55"
"QA";"10,23"
"RE";"20,05"
"RO";"6,58"
"RU";"4,13"
"RW";"0,29"
"ST";"7,58"
"WS";"2,24"
"SM";"50,83"
"SA";"6,38"
"SN";"1,01"
"RS";"99999999999998"
"SC";"14,30"
"SL";"0,18"
"SG";"47,00"
"SK";"40,14"
"SI";"27,84"
"SB";"0,50"
"SO";"0,12"
"ZA";"6,71"
"ES";"20,39"
"LK";"1,05"
"SH";"10,13"
"KN";"21,15"
"LC";"14,64"
"PM";"99999999999998"
"VC";"5,55"
"SD";"0,44"
"SR";"4,16"
"SZ";"1,82"
"SE";"70,57"
"CH";"61,40"
"SY";"2,09"
"TW";"47,60"
"TJ";"0,06"
"TZ";"0,22"
"MK";"17,33"
"TH";"7,53"
"TL";"0,00"
"TG";"1,00"
"TK";"99999999999998"
"TO";"2,91"
"TT";"22,00"
"TN";"5,25"
"TR";"11,38"
"TM";"0,30"
"TC";"99999999999998"
"TV";"99999999999998"
"UG";"0,38"
"UA";"1,87"
"AE";"28,32"
"GB";"56,48"
"US";"58,79"
"UY";"11,42"
"UZ";"1,08"
"VU";"3,51"
"VE";"4,91"
"VN";"1,85"
"VI";"27,49"
"WF";"5,42"
"YE";"0,52"
"ZM";"0,48"
"ZW";"1,10"
