;populacao_5
"BI";"87.3"
"KM";"71.2"
"DJ";"22.4"
"ER";"60.6"
"ET";"79.7"
"KE";"73.4"
"MG";"63.5"
"MW";"83.3"
"MU";"59.2"
"YT";"53.6"
"MZ";"64.5"
"RE";"0.5"
"RW";"82.9"
"SC";"43.7"
"SO";"55.6"
"SS";"80.7"
"UG";"76.8"
"TZ";"67.0"
"ZM";"57.0"
"ZW";"67.8"
"AO";"35.2"
"CM";"44.2"
"CF";"59.0"
"TD";"77.1"
"CG";"33.5"
"CD";"56.1"
"GQ";"28.4"
"GA";"11.0"
"ST";"28.0"
"DZ";"28.0"
"EG";"57.3"
"LY";"20.2"
"MA";"38.1"
"SD";"65.6"
"TN";"31.4"
"EH";"13.4"
"BW";"31.3"
"LS";"72.3"
"NA";"51.0"
"ZA";"34.2"
"SZ";"76.4"
"BJ";"53.2"
"BF";"71.3"
"CV";"34.7"
"CI";"49.7"
"GM";"39.4"
"GH";"44.6"
"GN";"64.2"
"GW";"57.1"
"LR";"49.3"
"ML";"58.4"
"MR";"47.2"
"NE";"83.7"
"NG";"50.5"
"SH";"60.3"
"SN";"53.3"
"SL";"58.4"
"TG";"58.8"
"CN";"42.0"
"HK";"0.0"
"MO";"0.0"
"TW";"22.3"
"KP";"38.3"
"JP";"8.5"
"MN";"31.6"
"KR";"18.5"
"KZ";"42.7"
"KG";"63.9"
"TJ";"73.0"
"TM";"48.9"
"UZ";"49.5"
"AF";"74.8"
"BD";"64.1"
"BT";"59.8"
"IN";"66.4"
"IR";"25.6"
"MV";"60.6"
"NP";"80.7"
"PK";"63.6"
"LK";"81.6"
"BN";"22.7"
"KH";"77.0"
"ID";"45.3"
"LA";"65.6"
"MY";"24.6"
"MM";"69.7"
"PH";"53.3"
"SG";"0.0"
"TH";"50.8"
"TL";"69.8"
"VN";"64.8"
"AM";"36.9"
"AZ";"44.7"
"BH";"10.8"
"CY";"33.2"
"GE";"41.8"
"IQ";"29.7"
"IL";"7.7"
"JO";"9.3"
"KW";"0.0"
"LB";"11.6"
"OM";"16.4"
"QA";"0.9"
"SA";"16.4"
"PS";"24.1"
"SY";"46.5"
"TR";"25.4"
"AE";"13.8"
"YE";"64.0"
"BY";"21.9"
"BG";"25.3"
"CZ";"26.3"
"HU";"28.9"
"PL";"39.9"
"MD";"57.4"
"RO";"46.1"
"RU";"25.7"
"SK";"46.3"
"UA";"30.8"
"DK";"12.2"
"EE";"31.3"
"FO";"58.1"
"FI";"14.7"
"IS";"6.2"
"IE";"37.1"
"IM";"47.5"
"LV";"31.9"
"LT";"32.5"
"NO";"18.1"
"SE";"12.9"
"GB";"16.9"
"AL";"40.6"
"AD";"11.9"
"BA";"52.1"
"HR";"43.3"
"GI";"0.0"
"GR";"21.3"
"VA";"0.0"
"IT";"29.9"
"MT";"5.5"
"ME";"33.5"
"PT";"35.4"
"SM";"2.9"
"RS";"44.1"
"SI";"45.7"
"ES";"19.9"
"MK";"42.3"
"AT";"41.9"
"BE";"2.0"
"FR";"19.8"
"DE";"22.7"
"LI";"85.7"
"LU";"9.3"
"MC";"0.0"
"NL";"8.9"
"CH";"26.2"
"AI";"0.0"
"AG";"75.3"
"AW";"56.7"
"BS";"17.1"
"BB";"68.8"
"VG";"52.7"
"KY";"0.0"
"CU";"23.0"
"CW";"10.8"
"DM";"29.8"
"DO";"19.7"
"GD";"63.8"
"GP";"1.5"
"HT";"45.7"
"JM";"44.6"
"MQ";"11.0"
"MS";"91.0"
"PR";"6.4"
"KN";"69.2"
"LC";"81.4"
"VC";"48.2"
"SX";"0.0"
"TT";"46.8"
"TC";"7.2"
"VI";"4.4"
"BZ";"54.4"
"CR";"21.4"
"SV";"28.7"
"GT";"49.3"
"HN";"43.5"
"MX";"20.1"
"NI";"41.7"
"PA";"32.6"
"AR";"8.3"
"BO";"30.9"
"BR";"13.7"
"CL";"12.5"
"CO";"19.6"
"EC";"36.3"
"FK";"22.8"
"GF";"15.0"
"GY";"73.5"
"PY";"38.7"
"PE";"22.3"
"SR";"34.0"
"UY";"4.8"
"VE";"11.8"
"BM";"0.0"
"CA";"18.7"
"GL";"13.4"
"PM";"10.1"
"US";"17.9"
"AU";"14.1"
"NZ";"13.5"
"FJ";"44.3"
"NC";"29.7"
"PG";"86.9"
"SB";"76.7"
"VU";"74.8"
"FM";"31.5"
"GU";"5.3"
"KI";"46.7"
"MH";"23.4"
"FM";"77.4"
"NR";"0.0"
"MP";"8.5"
"PW";"20.6"
"AS";"12.8"
"CK";"25.2"
"PF";"38.2"
"NU";"55.9"
"WS";"81.6"
"TK";"100.0"
"TO";"76.8"
"TV";"38.5"
"WF";"100.0"
