;indicadoressociais_10
"AF";"0.479"
"AL";"0.762"
"DZ";"0.743"
"AD";"0.857"
"AO";"0.531"
"AG";"0.784"
"AR";"0.826"
"AM";"0.741"
"AU";"0.937"
"AT";"0.892"
"AZ";"0.758"
"BS";"0.790"
"BH";"0.823"
"BD";"0.575"
"BB";"0.794"
"BY";"0.798"
"BE";"0.895"
"BZ";"0.706"
"BJ";"0.481"
"BT";"0.604"
"BO";"0.671"
"BA";"0.747"
"BW";"0.698"
"BR";"0.754"
"BN";"0.864"
"BG";"0.792"
"BF";"0.399"
"BI";"0.406"
"CV";"0.646"
"KH";"0.558"
"CM";"0.514"
"CA";"0.919"
"CF";"0.347"
"TD";"0.394"
"CL";"0.845"
"CN";"0.734"
"CO";"0.724"
"KM";"0.498"
"CG";"0.590"
"CD";"0.425"
"CR";"0.775"
"HR";"0.823"
"CU";"0.773"
"CY";"0.854"
"CZ";"0.875"
"CI";"0.466"
"DK";"0.923"
"DJ";"0.470"
"DM";"0.724"
"DO";"0.718"
"EC";"0.739"
"EG";"0.688"
"SV";"0.678"
"GQ";"0.582"
"ER";"0.418"
"EE";"0.863"
"ET";"0.441"
"FJ";"0.734"
"FI";"0.893"
"FR";"0.894"
"GA";"0.694"
"GM";"0.450"
"GE";"0.768"
"DE";"0.924"
"GH";"0.575"
"GR";"0.865"
"GD";"0.751"
"GT";"0.637"
"GN";"0.414"
"GW";"0.421"
"GY";"0.638"
"HT";"0.490"
"HN";"0.623"
"HK";"0.916"
"HU";"0.834"
"IS";"0.919"
"IN";"0.615"
"ID";"0.686"
"IR";"0.774"
"IQ";"0.649"
"IE";"0.920"
"IL";"0.898"
"IT";"0.881"
"JM";"0.729"
"JP";"0.902"
"JO";"0.741"
"KZ";"0.793"
"KE";"0.550"
"KI";"0.586"
"KR";"0.899"
"KW";"0.799"
"KG";"0.662"
"LA";"0.582"
"LV";"0.828"
"LB";"0.763"
"LS";"0.495"
"LR";"0.427"
"LY";"0.719"
"LI";"0.911"
"LT";"0.846"
"LU";"0.896"
"MG";"0.511"
"MW";"0.473"
"MY";"0.787"
"MV";"0.701"
"ML";"0.438"
"MT";"0.853"
"MR";"0.513"
"MU";"0.779"
"MX";"0.758"
"FM";"0.637"
"MD";"0.701"
"MN";"0.733"
"ME";"0.804"
"MA";"0.645"
"MZ";"0.414"
"MM";"0.552"
"NA";"0.637"
"NP";"0.555"
"NL";"0.923"
"NZ";"0.913"
"NI";"0.642"
"NE";"0.351"
"NG";"0.525"
"NO";"0.948"
"OM";"0.795"
"PK";"0.548"
"PW";"0.783"
"PA";"0.785"
"PG";"0.515"
"PY";"0.692"
"PE";"0.737"
"PH";"0.679"
"PL";"0.852"
"PT";"0.841"
"QA";"0.855"
"RO";"0.798"
"RU";"0.805"
"RW";"0.493"
"KN";"0.762"
"LC";"0.735"
"VC";"0.720"
"WS";"0.702"
"ST";"0.565"
"SA";"0.845"
"SN";"0.491"
"RS";"0.775"
"SC";"0.781"
"SL";"0.431"
"SG";"0.924"
"SK";"0.842"
"SI";"0.888"
"SB";"0.514"
"ZA";"0.665"
"SS";"0.421"
"ES";"0.882"
"LK";"0.764"
"SD";"0.488"
"SR";"0.723"
"SZ";"0.541"
"SE";"0.909"
"CH";"0.938"
"SY";"0.553"
"TJ";"0.625"
"TZ";"0.519"
"TH";"0.738"
"MK";"0.746"
"TL";"0.603"
"TG";"0.484"
"TO";"0.718"
"TT";"0.779"
"TN";"0.723"
"TR";"0.764"
"TM";"0.688"
"UG";"0.488"
"UA";"0.748"
"AE";"0.836"
"GB";"0.908"
"US";"0.918"
"UY";"0.794"
"UZ";"0.697"
"VU";"0.598"
"VE";"0.769"
"VN";"0.678"
"YE";"0.499"
"ZM";"0.576"
"ZW";"0.507"
