;indicadoressociais_10
"AF";"0.479"
"AL";"0.764"
"DZ";"0.745"
"AD";"0.858"
"AO";"0.533"
"AG";"0.786"
"AR";"0.827"
"AM";"0.743"
"AU";"0.939"
"AT";"0.893"
"AZ";"0.759"
"BS";"0.792"
"BH";"0.824"
"BD";"0.579"
"BB";"0.795"
"BY";"0.796"
"BE";"0.896"
"BZ";"0.706"
"BJ";"0.485"
"BT";"0.607"
"BO";"0.674"
"BA";"0.750"
"BW";"0.698"
"BR";"0.754"
"BN";"0.865"
"BG";"0.794"
"BF";"0.402"
"BI";"0.404"
"CV";"0.648"
"KH";"0.563"
"CM";"0.518"
"CA";"0.920"
"CF";"0.352"
"TD";"0.396"
"CL";"0.847"
"CN";"0.738"
"CO";"0.727"
"KM";"0.498"
"CG";"0.592"
"CD";"0.435"
"CR";"0.776"
"HR";"0.827"
"CU";"0.775"
"CY";"0.856"
"CZ";"0.878"
"CI";"0.474"
"DK";"0.925"
"DJ";"0.473"
"DM";"0.726"
"DO";"0.722"
"EC";"0.739"
"EG";"0.691"
"SV";"0.680"
"GQ";"0.592"
"ER";"0.420"
"EE";"0.865"
"ET";"0.448"
"FJ";"0.736"
"FI";"0.895"
"FR";"0.897"
"GA";"0.697"
"GM";"0.452"
"GE";"0.769"
"DE";"0.926"
"GH";"0.579"
"GR";"0.866"
"GD";"0.754"
"GT";"0.640"
"GN";"0.414"
"GW";"0.424"
"GY";"0.638"
"HT";"0.493"
"HN";"0.625"
"HK";"0.917"
"HU";"0.836"
"IS";"0.921"
"IN";"0.624"
"ID";"0.689"
"IR";"0.774"
"IQ";"0.649"
"IE";"0.923"
"IL";"0.899"
"IT";"0.887"
"JM";"0.730"
"JP";"0.903"
"JO";"0.742"
"KZ";"0.794"
"KE";"0.555"
"KI";"0.588"
"KR";"0.901"
"KW";"0.800"
"KG";"0.664"
"LA";"0.586"
"LV";"0.830"
"LB";"0.763"
"LS";"0.497"
"LR";"0.427"
"LY";"0.716"
"LI";"0.912"
"LT";"0.848"
"LU";"0.898"
"MG";"0.512"
"MW";"0.476"
"MY";"0.789"
"MV";"0.701"
"ML";"0.442"
"MT";"0.856"
"MR";"0.513"
"MU";"0.781"
"MX";"0.762"
"FM";"0.638"
"MD";"0.699"
"MN";"0.735"
"ME";"0.807"
"MA";"0.647"
"MZ";"0.418"
"MM";"0.556"
"NA";"0.640"
"NP";"0.558"
"NL";"0.924"
"NZ";"0.915"
"NI";"0.645"
"NE";"0.353"
"NG";"0.527"
"NO";"0.949"
"OM";"0.796"
"PK";"0.550"
"PW";"0.788"
"PA";"0.788"
"PG";"0.516"
"PY";"0.693"
"PE";"0.740"
"PH";"0.682"
"PL";"0.855"
"PT";"0.843"
"QA";"0.856"
"RO";"0.802"
"RU";"0.804"
"RW";"0.498"
"KN";"0.765"
"LC";"0.735"
"VC";"0.722"
"WS";"0.704"
"ST";"0.574"
"SA";"0.847"
"SN";"0.494"
"RS";"0.776"
"SC";"0.782"
"SL";"0.420"
"SG";"0.925"
"SK";"0.845"
"SI";"0.890"
"SB";"0.515"
"ZA";"0.666"
"SS";"0.418"
"ES";"0.884"
"LK";"0.766"
"SD";"0.490"
"SR";"0.725"
"SZ";"0.541"
"SE";"0.913"
"CH";"0.939"
"SY";"0.536"
"TJ";"0.627"
"TZ";"0.531"
"TH";"0.740"
"MK";"0.748"
"TL";"0.606"
"TG";"0.487"
"TO";"0.721"
"TT";"0.780"
"TN";"0.725"
"TR";"0.767"
"TM";"0.692"
"UG";"0.493"
"UA";"0.743"
"AE";"0.840"
"GB";"0.910"
"US";"0.920"
"UY";"0.795"
"UZ";"0.701"
"VU";"0.597"
"VE";"0.767"
"VN";"0.683"
"YE";"0.482"
"ZM";"0.579"
"ZW";"0.516"
