;indicadoressociais_10
"AF";"0.338"
"AL";"0.656"
"DZ";"0.636"
"AD";"99999999999998"
"AO";"0.382"
"AG";"99999999999998"
"AR";"0.764"
"AM";"0.639"
"AU";"0.897"
"AT";"0.833"
"AZ";"0.636"
"BS";"99999999999998"
"BH";"0.786"
"BD";"0.459"
"BB";"0.741"
"BY";"0.675"
"BE";"0.869"
"BZ";"0.668"
"BJ";"0.389"
"BT";"99999999999998"
"BO";"0.600"
"BA";"99999999999998"
"BW";"0.559"
"BR";"0.677"
"BN";"0.818"
"BG";"0.709"
"BF";"99999999999998"
"BI";"0.268"
"CV";"99999999999998"
"KH";"0.401"
"CM";"0.433"
"CA";"0.864"
"CF";"0.312"
"TD";"99999999999998"
"CL";"0.755"
"CN";"0.583"
"CO";"0.650"
"KM";"99999999999998"
"CG";"0.487"
"CD";"0.332"
"CR";"0.702"
"HR";"0.739"
"CU";"0.679"
"CY";"0.798"
"CZ";"0.811"
"CI";"0.393"
"DK";"0.860"
"DJ";"0.361"
"DM";"99999999999998"
"DO";"0.651"
"EC";"0.668"
"EG";"0.606"
"SV";"0.607"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.764"
"ET";"99999999999998"
"FJ";"0.681"
"FI";"0.847"
"FR";"0.844"
"GA";"0.637"
"GM";"0.377"
"GE";"99999999999998"
"DE";"0.855"
"GH";"0.480"
"GR";"0.794"
"GD";"99999999999998"
"GT";"0.539"
"GN";"0.316"
"GW";"99999999999998"
"GY";"0.602"
"HT";"0.439"
"HN";"0.551"
"HK";"0.819"
"HU";"0.761"
"IS";"0.847"
"IN";"0.489"
"ID";"0.597"
"IR";"0.660"
"IQ";"0.603"
"IE";"0.848"
"IL";"0.845"
"IT";"0.823"
"JM";"0.682"
"JP";"0.852"
"JO";"0.700"
"KZ";"0.676"
"KE";"0.448"
"KI";"99999999999998"
"KR";"0.811"
"KW";"0.786"
"KG";"0.586"
"LA";"0.459"
"LV";"0.716"
"LB";"99999999999998"
"LS";"0.445"
"LR";"0.338"
"LY";"0.727"
"LI";"99999999999998"
"LT";"0.745"
"LU";"0.848"
"MG";"99999999999998"
"MW";"0.391"
"MY";"0.715"
"MV";"0.577"
"ML";"0.291"
"MT";"0.779"
"MR";"0.443"
"MU";"0.667"
"MX";"0.694"
"FM";"99999999999998"
"MD";"0.595"
"MN";"0.582"
"ME";"99999999999998"
"MA";"0.519"
"MZ";"0.291"
"MM";"0.417"
"NA";"0.559"
"NP";"0.439"
"NL";"0.873"
"NZ";"0.864"
"NI";"0.562"
"NE";"0.253"
"NG";"99999999999998"
"NO";"0.911"
"OM";"99999999999998"
"PK";"0.445"
"PW";"99999999999998"
"PA";"0.716"
"PG";"0.418"
"PY";"0.625"
"PE";"0.674"
"PH";"0.618"
"PL";"0.777"
"PT";"0.777"
"QA";"0.808"
"RO";"0.703"
"RU";"0.709"
"RW";"0.318"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.640"
"ST";"0.488"
"SA";"0.737"
"SN";"0.378"
"RS";"0.702"
"SC";"99999999999998"
"SL";"0.292"
"SG";"0.810"
"SK";"0.761"
"SI";"0.818"
"SB";"0.455"
"ZA";"0.635"
"SS";"99999999999998"
"ES";"0.820"
"LK";"0.677"
"SD";"0.394"
"SR";"99999999999998"
"SZ";"0.516"
"SE";"0.873"
"CH";"0.879"
"SY";"0.588"
"TJ";"0.529"
"TZ";"0.384"
"TH";"0.640"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.425"
"TO";"0.676"
"TT";"0.709"
"TN";"0.646"
"TR";"0.641"
"TM";"99999999999998"
"UG";"0.382"
"UA";"0.669"
"AE";"0.791"
"GB";"0.860"
"US";"0.885"
"UY";"0.738"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.670"
"VN";"0.569"
"YE";"0.436"
"ZM";"0.418"
"ZW";"0.434"
