;indicadoressociais_10
"AF";"0.476"
"AL";"0.761"
"DZ";"0.741"
"AD";"0.850"
"AO";"0.527"
"AG";"0.782"
"AR";"0.825"
"AM";"0.739"
"AU";"0.936"
"AT";"0.892"
"AZ";"0.752"
"BS";"0.789"
"BH";"0.820"
"BD";"0.570"
"BB";"0.793"
"BY";"0.796"
"BE";"0.890"
"BZ";"0.705"
"BJ";"0.475"
"BT";"0.596"
"BO";"0.666"
"BA";"0.742"
"BW";"0.697"
"BR";"0.747"
"BN";"0.863"
"BG";"0.787"
"BF";"0.398"
"BI";"0.404"
"CV";"0.643"
"KH";"0.553"
"CM";"0.507"
"CA";"0.912"
"CF";"0.345"
"TD";"0.390"
"CL";"0.841"
"CN";"0.723"
"CO";"0.720"
"KM";"0.497"
"CG";"0.581"
"CD";"0.419"
"CR";"0.768"
"HR";"0.820"
"CU";"0.772"
"CY";"0.850"
"CZ";"0.871"
"CI";"0.459"
"DK";"0.926"
"DJ";"0.467"
"DM";"0.724"
"DO";"0.712"
"EC";"0.737"
"EG";"0.686"
"SV";"0.676"
"GQ";"0.582"
"ER";"0.416"
"EE";"0.860"
"ET";"0.435"
"FJ";"0.727"
"FI";"0.890"
"FR";"0.890"
"GA";"0.687"
"GM";"0.449"
"GE";"0.759"
"DE";"0.920"
"GH";"0.576"
"GR";"0.862"
"GD";"0.749"
"GT";"0.614"
"GN";"0.412"
"GW";"0.419"
"GY";"0.636"
"HT";"0.487"
"HN";"0.618"
"HK";"0.913"
"HU";"0.834"
"IS";"0.915"
"IN";"0.607"
"ID";"0.682"
"IR";"0.770"
"IQ";"0.658"
"IE";"0.910"
"IL";"0.895"
"IT";"0.877"
"JM";"0.727"
"JP";"0.899"
"JO";"0.737"
"KZ";"0.789"
"KE";"0.546"
"KI";"0.597"
"KR";"0.896"
"KW";"0.787"
"KG";"0.656"
"LA";"0.573"
"LV";"0.822"
"LB";"0.763"
"LS";"0.491"
"LR";"0.426"
"LY";"0.730"
"LI";"0.912"
"LT";"0.841"
"LU";"0.892"
"MG";"0.509"
"MW";"0.466"
"MY";"0.783"
"MV";"0.693"
"ML";"0.430"
"MT";"0.847"
"MR";"0.509"
"MU";"0.769"
"MX";"0.754"
"FM";"0.639"
"MD";"0.696"
"MN";"0.729"
"ME";"0.803"
"MA";"0.640"
"MZ";"0.409"
"MM";"0.547"
"NA";"0.632"
"NP";"0.551"
"NL";"0.923"
"NZ";"0.910"
"NI";"0.636"
"NE";"0.345"
"NG";"0.521"
"NO";"0.945"
"OM";"0.796"
"PK";"0.542"
"PW";"0.782"
"PA";"0.780"
"PG";"0.511"
"PY";"0.688"
"PE";"0.735"
"PH";"0.676"
"PL";"0.850"
"PT";"0.837"
"QA";"0.854"
"RO";"0.797"
"RU";"0.803"
"RW";"0.488"
"KN";"0.756"
"LC";"0.723"
"VC";"0.720"
"WS";"0.701"
"ST";"0.562"
"SA";"0.841"
"SN";"0.483"
"RS";"0.771"
"SC";"0.766"
"SL";"0.426"
"SG";"0.922"
"SK";"0.841"
"SI";"0.888"
"SB";"0.512"
"ZA";"0.660"
"SS";"0.421"
"ES";"0.877"
"LK";"0.760"
"SD";"0.485"
"SR";"0.722"
"SZ";"0.541"
"SE";"0.906"
"CH";"0.936"
"SY";"0.575"
"TJ";"0.622"
"TZ";"0.512"
"TH";"0.737"
"MK";"0.743"
"TL";"0.612"
"TG";"0.475"
"TO";"0.716"
"TT";"0.778"
"TN";"0.722"
"TR";"0.759"
"TM";"0.683"
"UG";"0.483"
"UA";"0.746"
"AE";"0.832"
"GB";"0.904"
"US";"0.916"
"UY";"0.791"
"UZ";"0.690"
"VU";"0.596"
"VE";"0.771"
"VN";"0.675"
"YE";"0.500"
"ZM";"0.570"
"ZW";"0.498"
