;indicadoressociais_10
"AF";"0.448"
"AL";"0.725"
"DZ";"0.714"
"AD";"99999999999998"
"AO";"0.488"
"AG";"0.783"
"AR";"0.802"
"AM";"0.720"
"AU";"0.927"
"AT";"0.872"
"AZ";"0.737"
"BS";"0.788"
"BH";"0.810"
"BD";"0.535"
"BB";"0.781"
"BY";"0.780"
"BE";"0.878"
"BZ";"0.700"
"BJ";"0.451"
"BT";"99999999999998"
"BO";"0.643"
"BA";"0.717"
"BW";"0.669"
"BR";"0.716"
"BN";"0.845"
"BG";"0.770"
"BF";"0.365"
"BI";"0.361"
"CV";"0.627"
"KH";"0.519"
"CM";"0.480"
"CA";"0.898"
"CF";"0.352"
"TD";"0.360"
"CL";"0.815"
"CN";"0.691"
"CO";"0.695"
"KM";"0.476"
"CG";"0.548"
"CD";"0.395"
"CR";"0.749"
"HR";"0.803"
"CU";"0.784"
"CY";"0.853"
"CZ";"0.859"
"CI";"0.436"
"DK";"0.906"
"DJ";"0.441"
"DM";"0.721"
"DO";"0.697"
"EC";"0.703"
"EG";"0.665"
"SV";"0.662"
"GQ";"0.589"
"ER";"0.404"
"EE";"0.833"
"ET";"0.401"
"FJ";"0.706"
"FI";"0.874"
"FR";"0.879"
"GA";"0.660"
"GM";"0.439"
"GE";"0.738"
"DE";"0.907"
"GH";"0.547"
"GR";"0.859"
"GD";"99999999999998"
"GT";"0.602"
"GN";"0.380"
"GW";"0.405"
"GY";"0.618"
"HT";"0.470"
"HN";"0.606"
"HK";"0.894"
"HU";"0.817"
"IS";"0.894"
"IN";"0.569"
"ID";"0.656"
"IR";"0.735"
"IQ";"0.646"
"IE";"0.907"
"IL";"0.878"
"IT";"0.869"
"JM";"0.721"
"JP";"0.879"
"JO";"0.739"
"KZ";"0.763"
"KE";"0.523"
"KI";"0.584"
"KR";"0.870"
"KW";"0.790"
"KG";"0.631"
"LA";"0.535"
"LV";"0.815"
"LB";"0.752"
"LS";"0.464"
"LR";"0.403"
"LY";"0.755"
"LI";"0.899"
"LT";"0.824"
"LU";"0.884"
"MG";"0.503"
"MW";"0.430"
"MY";"0.764"
"MV";"0.653"
"ML";"0.396"
"MT";"0.819"
"MR";"0.484"
"MU";"0.740"
"MX";"0.739"
"FM";"0.633"
"MD";"0.664"
"MN";"0.693"
"ME";"0.787"
"MA";"0.603"
"MZ";"0.390"
"MM";"0.515"
"NA";"0.604"
"NP";"0.515"
"NL";"0.906"
"NZ";"0.899"
"NI";"0.614"
"NE";"0.312"
"NG";"0.492"
"NO";"0.936"
"OM";"0.797"
"PK";"0.521"
"PW";"0.770"
"PA";"0.756"
"PG";"0.485"
"PY";"0.664"
"PE";"0.708"
"PH";"0.662"
"PL";"0.822"
"PT";"0.812"
"QA";"0.825"
"RO";"0.797"
"RU";"0.773"
"RW";"0.454"
"KN";"99999999999998"
"LC";"0.724"
"VC";"0.711"
"WS";"0.690"
"ST";"0.542"
"SA";"0.792"
"SN";"0.449"
"RS";"0.755"
"SC";"0.740"
"SL";"0.384"
"SG";"0.889"
"SK";"0.822"
"SI";"0.872"
"SB";"0.492"
"ZA";"0.630"
"SS";"99999999999998"
"ES";"0.860"
"LK";"0.739"
"SD";"0.461"
"SR";"0.700"
"SZ";"0.523"
"SE";"0.895"
"CH";"0.920"
"SY";"0.650"
"TJ";"0.603"
"TZ";"0.488"
"TH";"0.711"
"MK";"0.732"
"TL";"0.599"
"TG";"0.449"
"TO";"0.707"
"TT";"0.772"
"TN";"0.710"
"TR";"0.715"
"TM";"99999999999998"
"UG";"0.473"
"UA";"0.728"
"AE";"0.826"
"GB";"0.895"
"US";"0.907"
"UY";"0.777"
"UZ";"0.657"
"VU";"0.590"
"VE";"0.754"
"VN";"0.647"
"YE";"0.488"
"ZM";"0.533"
"ZW";"0.436"
