;indicadoressociais_10
"AF";"0.295"
"AL";"0.635"
"DZ";"0.577"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.705"
"AM";"0.634"
"AU";"0.866"
"AT";"0.794"
"AZ";"99999999999998"
"BS";"99999999999998"
"BH";"0.745"
"BD";"0.386"
"BB";"0.714"
"BY";"99999999999998"
"BE";"0.805"
"BZ";"0.648"
"BJ";"0.345"
"BT";"99999999999998"
"BO";"0.535"
"BA";"99999999999998"
"BW";"0.585"
"BR";"0.611"
"BN";"0.782"
"BG";"0.700"
"BF";"99999999999998"
"BI";"0.270"
"CV";"99999999999998"
"KH";"0.357"
"CM";"0.444"
"CA";"0.849"
"CF";"0.320"
"TD";"99999999999998"
"CL";"0.700"
"CN";"0.499"
"CO";"0.592"
"KM";"99999999999998"
"CG";"0.521"
"CD";"0.356"
"CR";"0.653"
"HR";"0.669"
"CU";"0.676"
"CY";"0.733"
"CZ";"0.761"
"CI";"0.389"
"DK";"0.799"
"DJ";"99999999999998"
"DM";"99999999999998"
"DO";"0.596"
"EC";"0.643"
"EG";"0.547"
"SV";"0.529"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.728"
"ET";"99999999999998"
"FJ";"0.641"
"FI";"0.783"
"FR";"0.779"
"GA";"0.620"
"GM";"0.330"
"GE";"99999999999998"
"DE";"0.801"
"GH";"0.455"
"GR";"0.760"
"GD";"99999999999998"
"GT";"0.478"
"GN";"0.271"
"GW";"99999999999998"
"GY";"0.541"
"HT";"0.408"
"HN";"0.507"
"HK";"0.781"
"HU";"0.703"
"IS";"0.797"
"IN";"0.428"
"ID";"0.528"
"IR";"0.572"
"IQ";"0.572"
"IE";"0.762"
"IL";"0.785"
"IT";"0.768"
"JM";"0.651"
"JP";"0.814"
"JO";"0.620"
"KZ";"0.690"
"KE";"0.473"
"KI";"99999999999998"
"KR";"0.731"
"KW";"0.713"
"KG";"0.615"
"LA";"0.397"
"LV";"0.703"
"LB";"99999999999998"
"LS";"0.493"
"LR";"99999999999998"
"LY";"0.681"
"LI";"99999999999998"
"LT";"0.731"
"LU";"0.782"
"MG";"99999999999998"
"MW";"0.325"
"MY";"0.643"
"MV";"99999999999998"
"ML";"0.222"
"MT";"0.736"
"MR";"0.378"
"MU";"0.620"
"MX";"0.648"
"FM";"99999999999998"
"MD";"0.652"
"MN";"0.579"
"ME";"99999999999998"
"MA";"0.458"
"MZ";"0.209"
"MM";"0.353"
"NA";"0.578"
"NP";"0.378"
"NL";"0.830"
"NZ";"0.818"
"NI";"0.495"
"NE";"0.212"
"NG";"99999999999998"
"NO";"0.849"
"OM";"99999999999998"
"PK";"0.404"
"PW";"99999999999998"
"PA";"0.662"
"PG";"0.360"
"PY";"0.580"
"PE";"0.613"
"PH";"0.586"
"PL";"0.712"
"PT";"0.711"
"QA";"0.754"
"RO";"0.700"
"RU";"0.733"
"RW";"0.244"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.598"
"ST";"0.454"
"SA";"0.698"
"SN";"0.367"
"RS";"0.714"
"SC";"99999999999998"
"SL";"0.272"
"SG";"0.718"
"SK";"0.738"
"SI";"0.767"
"SB";"99999999999998"
"ZA";"0.621"
"SS";"99999999999998"
"ES";"0.755"
"LK";"0.626"
"SD";"0.331"
"SR";"99999999999998"
"SZ";"0.548"
"SE";"0.815"
"CH";"0.831"
"SY";"0.556"
"TJ";"0.616"
"TZ";"0.370"
"TH";"0.574"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.404"
"TO";"0.648"
"TT";"0.670"
"TN";"0.569"
"TR";"0.576"
"TM";"99999999999998"
"UG";"0.309"
"UA";"0.706"
"AE";"0.726"
"GB";"0.775"
"US";"0.860"
"UY";"0.692"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.634"
"VN";"0.477"
"YE";"0.405"
"ZM";"0.398"
"ZW";"0.499"
