;indicadoressociais_10
"AF";"0.328"
"AL";"0.637"
"DZ";"0.609"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.738"
"AM";"0.609"
"AU";"0.888"
"AT";"0.819"
"AZ";"0.610"
"BS";"99999999999998"
"BH";"0.778"
"BD";"0.432"
"BB";"0.733"
"BY";"0.659"
"BE";"0.856"
"BZ";"0.659"
"BJ";"0.375"
"BT";"99999999999998"
"BO";"0.577"
"BA";"99999999999998"
"BW";"0.575"
"BR";"0.656"
"BN";"0.807"
"BG";"0.702"
"BF";"99999999999998"
"BI";"0.262"
"CV";"99999999999998"
"KH";"0.391"
"CM";"0.433"
"CA";"0.863"
"CF";"0.304"
"TD";"99999999999998"
"CL";"0.735"
"CN";"0.557"
"CO";"0.635"
"KM";"99999999999998"
"CG";"0.490"
"CD";"0.330"
"CR";"0.687"
"HR";"0.707"
"CU";"0.665"
"CY";"0.788"
"CZ";"0.797"
"CI";"0.389"
"DK";"0.836"
"DJ";"0.351"
"DM";"99999999999998"
"DO";"0.634"
"EC";"0.664"
"EG";"0.585"
"SV";"0.585"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.733"
"ET";"99999999999998"
"FJ";"0.675"
"FI";"0.822"
"FR";"0.830"
"GA";"0.636"
"GM";"0.357"
"GE";"99999999999998"
"DE";"0.840"
"GH";"0.474"
"GR";"0.777"
"GD";"99999999999998"
"GT";"0.515"
"GN";"0.294"
"GW";"99999999999998"
"GY";"0.592"
"HT";"0.426"
"HN";"0.536"
"HK";"0.811"
"HU";"0.745"
"IS";"0.825"
"IN";"0.468"
"ID";"0.577"
"IR";"0.642"
"IQ";"0.572"
"IE";"0.801"
"IL";"0.823"
"IT";"0.805"
"JM";"0.675"
"JP";"0.842"
"JO";"0.689"
"KZ";"0.666"
"KE";"0.456"
"KI";"99999999999998"
"KR";"0.792"
"KW";"0.772"
"KG";"0.567"
"LA";"0.438"
"LV";"0.680"
"LB";"99999999999998"
"LS";"0.477"
"LR";"99999999999998"
"LY";"0.714"
"LI";"99999999999998"
"LT";"0.711"
"LU";"0.817"
"MG";"99999999999998"
"MW";"0.368"
"MY";"0.695"
"MV";"0.533"
"ML";"0.261"
"MT";"0.762"
"MR";"0.429"
"MU";"0.651"
"MX";"0.676"
"FM";"99999999999998"
"MD";"0.591"
"MN";"0.561"
"ME";"99999999999998"
"MA";"0.499"
"MZ";"0.254"
"MM";"0.399"
"NA";"0.581"
"NP";"0.419"
"NL";"0.867"
"NZ";"0.855"
"NI";"0.535"
"NE";"0.237"
"NG";"99999999999998"
"NO";"0.888"
"OM";"99999999999998"
"PK";"0.433"
"PW";"99999999999998"
"PA";"0.695"
"PG";"0.406"
"PY";"0.613"
"PE";"0.647"
"PH";"0.605"
"PL";"0.746"
"PT";"0.766"
"QA";"0.796"
"RO";"0.694"
"RU";"0.701"
"RW";"0.259"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.626"
"ST";"0.476"
"SA";"0.727"
"SN";"0.373"
"RS";"0.697"
"SC";"99999999999998"
"SL";"0.275"
"SG";"0.783"
"SK";"0.754"
"SI";"0.788"
"SB";"99999999999998"
"ZA";"0.651"
"SS";"99999999999998"
"ES";"0.806"
"LK";"0.655"
"SD";"0.373"
"SR";"99999999999998"
"SZ";"0.539"
"SE";"0.859"
"CH";"0.853"
"SY";"0.581"
"TJ";"0.522"
"TZ";"0.369"
"TH";"0.619"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.417"
"TO";"0.671"
"TT";"0.688"
"TN";"0.617"
"TR";"0.613"
"TM";"99999999999998"
"UG";"0.336"
"UA";"0.661"
"AE";"0.771"
"GB";"0.843"
"US";"0.878"
"UY";"0.717"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.660"
"VN";"0.542"
"YE";"0.424"
"ZM";"0.408"
"ZW";"0.460"
