;indicadoressociais_10
"AF";"0.324"
"AL";"0.628"
"DZ";"0.600"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.731"
"AM";"0.603"
"AU";"0.885"
"AT";"0.816"
"AZ";"0.609"
"BS";"99999999999998"
"BH";"0.775"
"BD";"0.423"
"BB";"0.729"
"BY";"0.655"
"BE";"0.851"
"BZ";"0.662"
"BJ";"0.371"
"BT";"99999999999998"
"BO";"0.571"
"BA";"99999999999998"
"BW";"0.580"
"BR";"0.649"
"BN";"0.805"
"BG";"0.702"
"BF";"99999999999998"
"BI";"0.266"
"CV";"99999999999998"
"KH";"0.379"
"CM";"0.436"
"CA";"0.860"
"CF";"0.307"
"TD";"99999999999998"
"CL";"0.728"
"CN";"0.547"
"CO";"0.626"
"KM";"99999999999998"
"CG";"0.493"
"CD";"0.331"
"CR";"0.684"
"HR";"0.695"
"CU";"0.654"
"CY";"0.784"
"CZ";"0.785"
"CI";"0.388"
"DK";"0.830"
"DJ";"0.353"
"DM";"99999999999998"
"DO";"0.628"
"EC";"0.662"
"EG";"0.577"
"SV";"0.577"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.722"
"ET";"99999999999998"
"FJ";"0.670"
"FI";"0.815"
"FR";"0.825"
"GA";"0.634"
"GM";"0.351"
"GE";"99999999999998"
"DE";"0.834"
"GH";"0.473"
"GR";"0.774"
"GD";"99999999999998"
"GT";"0.507"
"GN";"0.290"
"GW";"99999999999998"
"GY";"0.582"
"HT";"0.417"
"HN";"0.530"
"HK";"0.808"
"HU";"0.741"
"IS";"0.820"
"IN";"0.460"
"ID";"0.564"
"IR";"0.634"
"IQ";"0.553"
"IE";"0.794"
"IL";"0.817"
"IT";"0.799"
"JM";"0.671"
"JP";"0.838"
"JO";"0.687"
"KZ";"0.665"
"KE";"0.459"
"KI";"99999999999998"
"KR";"0.781"
"KW";"0.747"
"KG";"0.562"
"LA";"0.425"
"LV";"0.674"
"LB";"99999999999998"
"LS";"0.483"
"LR";"99999999999998"
"LY";"0.709"
"LI";"99999999999998"
"LT";"0.702"
"LU";"0.808"
"MG";"99999999999998"
"MW";"0.380"
"MY";"0.683"
"MV";"0.520"
"ML";"0.252"
"MT";"0.758"
"MR";"0.422"
"MU";"0.648"
"MX";"0.670"
"FM";"99999999999998"
"MD";"0.594"
"MN";"0.554"
"ME";"99999999999998"
"MA";"0.489"
"MZ";"0.230"
"MM";"0.393"
"NA";"0.587"
"NP";"0.410"
"NL";"0.863"
"NZ";"0.851"
"NI";"0.524"
"NE";"0.231"
"NG";"99999999999998"
"NO";"0.883"
"OM";"99999999999998"
"PK";"0.429"
"PW";"99999999999998"
"PA";"0.691"
"PG";"0.398"
"PY";"0.606"
"PE";"0.642"
"PH";"0.597"
"PL";"0.738"
"PT";"0.759"
"QA";"0.783"
"RO";"0.686"
"RU";"0.700"
"RW";"0.230"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.619"
"ST";"0.471"
"SA";"0.722"
"SN";"0.371"
"RS";"0.694"
"SC";"99999999999998"
"SL";"0.269"
"SG";"0.773"
"SK";"0.750"
"SI";"0.782"
"SB";"99999999999998"
"ZA";"0.653"
"SS";"99999999999998"
"ES";"0.801"
"LK";"0.651"
"SD";"0.365"
"SR";"99999999999998"
"SZ";"0.543"
"SE";"0.856"
"CH";"0.846"
"SY";"0.577"
"TJ";"0.539"
"TZ";"0.368"
"TH";"0.611"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.408"
"TO";"0.671"
"TT";"0.682"
"TN";"0.608"
"TR";"0.604"
"TM";"99999999999998"
"UG";"0.320"
"UA";"0.664"
"AE";"0.764"
"GB";"0.839"
"US";"0.877"
"UY";"0.711"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.658"
"VN";"0.531"
"YE";"0.421"
"ZM";"0.405"
"ZW";"0.465"
