;indicadoressociais_10
"AF";"0.340"
"AL";"0.662"
"DZ";"0.644"
"AD";"99999999999998"
"AO";"0.391"
"AG";"99999999999998"
"AR";"0.771"
"AM";"0.644"
"AU";"0.899"
"AT";"0.837"
"AZ";"0.642"
"BS";"0.779"
"BH";"0.794"
"BD";"0.468"
"BB";"0.750"
"BY";"0.681"
"BE";"0.873"
"BZ";"0.677"
"BJ";"0.395"
"BT";"99999999999998"
"BO";"0.607"
"BA";"99999999999998"
"BW";"0.560"
"BR";"0.685"
"BN";"0.819"
"BG";"0.713"
"BF";"99999999999998"
"BI";"0.268"
"CV";"0.562"
"KH";"0.412"
"CM";"0.437"
"CA";"0.867"
"CF";"0.314"
"TD";"0.300"
"CL";"0.761"
"CN";"0.592"
"CO";"0.653"
"KM";"99999999999998"
"CG";"0.487"
"CD";"0.331"
"CR";"0.708"
"HR";"0.749"
"CU";"0.686"
"CY";"0.800"
"CZ";"0.821"
"CI";"0.395"
"DK";"0.862"
"DJ";"0.363"
"DM";"0.695"
"DO";"0.656"
"EC";"0.670"
"EG";"0.612"
"SV";"0.615"
"GQ";"0.527"
"ER";"99999999999998"
"EE";"0.781"
"ET";"0.283"
"FJ";"0.683"
"FI";"0.856"
"FR";"0.849"
"GA";"0.633"
"GM";"0.384"
"GE";"0.673"
"DE";"0.860"
"GH";"0.485"
"GR";"0.801"
"GD";"99999999999998"
"GT";"0.546"
"GN";"0.322"
"GW";"99999999999998"
"GY";"0.606"
"HT";"0.443"
"HN";"0.557"
"HK";"0.825"
"HU";"0.769"
"IS";"0.854"
"IN";"0.494"
"ID";"0.604"
"IR";"0.666"
"IQ";"0.607"
"IE";"0.857"
"IL";"0.850"
"IT";"0.828"
"JM";"0.680"
"JP";"0.856"
"JO";"0.706"
"KZ";"0.685"
"KE";"0.447"
"KI";"99999999999998"
"KR";"0.820"
"KW";"0.786"
"KG";"0.593"
"LA";"0.463"
"LV";"0.728"
"LB";"99999999999998"
"LS";"0.443"
"LR";"0.386"
"LY";"0.732"
"LI";"0.862"
"LT";"0.757"
"LU";"0.854"
"MG";"0.456"
"MW";"0.387"
"MY";"0.725"
"MV";"0.587"
"ML";"0.297"
"MT";"0.783"
"MR";"0.444"
"MU";"0.673"
"MX";"0.700"
"FM";"0.604"
"MD";"0.597"
"MN";"0.588"
"ME";"99999999999998"
"MA";"0.530"
"MZ";"0.298"
"MM";"0.427"
"NA";"0.556"
"NP";"0.446"
"NL";"0.878"
"NZ";"0.868"
"NI";"0.570"
"NE";"0.255"
"NG";"99999999999998"
"NO";"0.917"
"OM";"0.705"
"PK";"0.450"
"PW";"0.741"
"PA";"0.721"
"PG";"0.422"
"PY";"0.624"
"PE";"0.677"
"PH";"0.622"
"PL";"0.784"
"PT";"0.782"
"QA";"0.809"
"RO";"0.708"
"RU";"0.720"
"RW";"0.332"
"KN";"99999999999998"
"LC";"0.684"
"VC";"0.673"
"WS";"0.645"
"ST";"0.497"
"SA";"0.742"
"SN";"0.381"
"RS";"0.709"
"SC";"0.714"
"SL";"0.302"
"SG";"0.820"
"SK";"0.763"
"SI";"0.824"
"SB";"0.442"
"ZA";"0.629"
"SS";"99999999999998"
"ES";"0.825"
"LK";"0.686"
"SD";"0.399"
"SR";"99999999999998"
"SZ";"0.506"
"SE";"0.877"
"CH";"0.888"
"SY";"0.589"
"TJ";"0.535"
"TZ";"0.391"
"TH";"0.649"
"MK";"99999999999998"
"TL";"0.470"
"TG";"0.426"
"TO";"0.674"
"TT";"0.715"
"TN";"0.654"
"TR";"0.653"
"TM";"99999999999998"
"UG";"0.396"
"UA";"0.673"
"AE";"0.798"
"GB";"0.866"
"US";"0.884"
"UY";"0.742"
"UZ";"0.594"
"VU";"99999999999998"
"VE";"0.672"
"VN";"0.576"
"YE";"0.444"
"ZM";"0.424"
"ZW";"0.427"
