;indicadoressociais_10
"AF";"0.373"
"AL";"0.674"
"DZ";"0.663"
"AD";"99999999999998"
"AO";"0.406"
"AG";"99999999999998"
"AR";"0.770"
"AM";"0.657"
"AU";"0.905"
"AT";"0.837"
"AZ";"0.659"
"BS";"0.783"
"BH";"0.798"
"BD";"0.484"
"BB";"0.753"
"BY";"0.695"
"BE";"0.878"
"BZ";"0.684"
"BJ";"0.416"
"BT";"99999999999998"
"BO";"0.617"
"BA";"99999999999998"
"BW";"0.567"
"BR";"0.699"
"BN";"0.823"
"BG";"0.729"
"BF";"99999999999998"
"BI";"0.276"
"CV";"0.572"
"KH";"0.445"
"CM";"0.452"
"CA";"0.877"
"CF";"0.316"
"TD";"0.284"
"CL";"0.775"
"CN";"0.610"
"CO";"0.659"
"KM";"99999999999998"
"CG";"0.492"
"CD";"0.339"
"CR";"0.715"
"HR";"0.765"
"CU";"0.694"
"CY";"0.815"
"CZ";"0.833"
"CI";"0.398"
"DK";"0.882"
"DJ";"0.378"
"DM";"0.698"
"DO";"0.665"
"EC";"0.679"
"EG";"0.621"
"SV";"0.628"
"GQ";"0.554"
"ER";"99999999999998"
"EE";"0.798"
"ET";"0.306"
"FJ";"0.689"
"FI";"0.866"
"FR";"0.852"
"GA";"0.638"
"GM";"0.395"
"GE";"0.684"
"DE";"0.872"
"GH";"0.489"
"GR";"0.823"
"GD";"99999999999998"
"GT";"0.560"
"GN";"0.338"
"GW";"99999999999998"
"GY";"0.611"
"HT";"0.447"
"HN";"0.566"
"HK";"0.841"
"HU";"0.784"
"IS";"0.866"
"IN";"0.505"
"ID";"0.613"
"IR";"0.679"
"IQ";"0.616"
"IE";"0.870"
"IL";"0.863"
"IT";"0.841"
"JM";"0.694"
"JP";"0.863"
"JO";"0.717"
"KZ";"0.714"
"KE";"0.450"
"KI";"99999999999998"
"KR";"0.835"
"KW";"0.788"
"KG";"0.602"
"LA";"0.477"
"LV";"0.761"
"LB";"99999999999998"
"LS";"0.440"
"LR";"0.373"
"LY";"0.740"
"LI";"0.873"
"LT";"0.780"
"LU";"0.865"
"MG";"0.457"
"MW";"0.362"
"MY";"0.724"
"MV";"0.601"
"ML";"0.318"
"MT";"0.790"
"MR";"0.447"
"MU";"0.687"
"MX";"0.708"
"FM";"0.612"
"MD";"0.617"
"MN";"0.609"
"ME";"99999999999998"
"MA";"0.551"
"MZ";"0.318"
"MM";"0.445"
"NA";"0.554"
"NP";"0.457"
"NL";"0.881"
"NZ";"0.881"
"NI";"0.583"
"NE";"0.266"
"NG";"99999999999998"
"NO";"0.918"
"OM";"0.725"
"PK";"0.465"
"PW";"0.751"
"PA";"0.728"
"PG";"0.433"
"PY";"0.642"
"PE";"0.686"
"PH";"0.631"
"PL";"0.796"
"PT";"0.789"
"QA";"0.815"
"RO";"0.722"
"RU";"0.733"
"RW";"0.359"
"KN";"99999999999998"
"LC";"0.684"
"VC";"0.682"
"WS";"0.659"
"ST";"0.504"
"SA";"0.747"
"SN";"0.401"
"RS";"0.715"
"SC";"0.713"
"SL";"0.322"
"SG";"0.819"
"SK";"0.771"
"SI";"0.843"
"SB";"0.453"
"ZA";"0.613"
"SS";"99999999999998"
"ES";"0.830"
"LK";"0.697"
"SD";"0.409"
"SR";"99999999999998"
"SZ";"0.493"
"SE";"0.882"
"CH";"0.889"
"SY";"0.599"
"TJ";"0.553"
"TZ";"0.410"
"TH";"0.666"
"MK";"99999999999998"
"TL";"0.485"
"TG";"0.428"
"TO";"0.683"
"TT";"0.729"
"TN";"0.667"
"TR";"0.668"
"TM";"99999999999998"
"UG";"0.418"
"UA";"0.691"
"AE";"0.808"
"GB";"0.874"
"US";"0.889"
"UY";"0.747"
"UZ";"0.607"
"VU";"99999999999998"
"VE";"0.688"
"VN";"0.592"
"YE";"0.457"
"ZM";"0.443"
"ZW";"0.418"
