;economia_26
"AF";"7697178170"
"AL";"5229972238"
"DZ";"58618080185"
"AD";"1556048540"
"AO";"28753499329"
"AG";"551751293"
"AR";"65229691986"
"AM";"4159517448"
"AW";"1284149421"
"AU";"227544231343"
"AT";"172447473995"
"AZ";"9178588183"
"BS";"3790365670"
"BH";"20073673075"
"BD";"99999999999998"
"BB";"1740471483"
"BY";"40502359800"
"BE";"452772540874"
"BZ";"962112036"
"BJ";"3703725329"
"BM";"961075407"
"BO";"10492100639"
"BA";"10990420322"
"BW";"7830451253"
"BR";"229154460893"
"BN";"3598739678"
"BG";"34740042449"
"BF";"3575097344"
"BI";"672578787"
"CV";"768743196"
"KH";"9702422207"
"CM";"7561138520"
"CA";"463088976833"
"KY";"99999999999998"
"CF";"308030080"
"CL";"72849513579"
"CN";"1959234625162"
"HK";"600613065837"
"MO";"11395934962"
"CO";"64027609808"
"KM";"99999999999998"
"CG";"3347657927"
"CR";"17184912679"
"CI";"11177660087"
"HR";"22906873370"
"CY";"6828600812"
"CZ";"153225461484"
"DK";"99567827973"
"DO";"17751694859"
"EC";"27518177870"
"EG";"71337744441"
"SV";"10514175664"
"EE";"20184649524"
"ET";"21914373645"
"FJ";"3250463580"
"FI";"76773254674"
"FR";"659872076384"
"PF";"1761698488"
"FM";"99999999999998"
"GM";"387202313"
"GE";"8601807241"
"DE";"1214955667361"
"GH";"99999999999998"
"GR";"62180636372"
"GL";"768345104"
"GT";"18263243838"
"GN";"2509210143"
"GY";"1783310843"
"HN";"7983626391"
"HU";"104178438000"
"IS";"5371918875"
"IN";"459369463603"
"ID";"178179340198"
"IQ";"37064476500"
"IE";"82595130511"
"IL";"72331780000"
"IT";"474082558910"
"JM";"5835517278"
"JP";"812184751778"
"JO";"22740257836"
"KZ";"41295455969"
"KE";"99999999999998"
"KI";"116475162"
"KW";"31488655172"
"KG";"99999999999998"
"LA";"4452378889"
"LV";"16798358933"
"LB";"20487427600"
"LT";"35217366877"
"LU";"23850012349"
"MG";"3354796022"
"MW";"2774368038"
"MY";"208823428627"
"MV";"1992748786"
"ML";"99999999999998"
"MT";"8445208701"
"MR";"3641758272"
"MU";"5607223157"
"MX";"399976864217"
"MN";"5131455440"
"ME";"2366751420"
"MS";"41909444"
"MA";"46191742594"
"MZ";"8743074259"
"MM";"16220180228"
"NA";"8530994350"
"NP";"7590089890"
"NL";"508032877284"
"NC";"3315243795"
"NZ";"42497740145"
"NI";"5746417782"
"NE";"2151091965"
"NG";"46532265378"
"NO";"89439400931"
"OM";"29303100255"
"PK";"47544888942"
"PW";"164988625"
"PA";"11065904118"
"PY";"12168557587"
"PE";"42177197900"
"PH";"67718868519"
"PL";"216687292345"
"PT";"78395890972"
"QA";"30447655949"
"KR";"525556977998"
"MD";"5316959167"
"RO";"77889070909"
"RU";"286648776878"
"RW";"1954209560"
"KN";"267961678"
"LC";"642099093"
"VC";"361551896"
"WS";"388023853"
"ST";"169715687"
"SA";"168239638203"
"SN";"6502674171"
"RS";"20608584765"
"SC";"1075327066"
"SL";"2056845874"
"SG";"366247321660"
"SK";"81354166832"
"SI";"30049305586"
"SB";"499619432"
"ZA";"99794452591"
"ES";"350977772970"
"LK";"19244461188"
"PS";"5683199332"
"SD";"99999999999998"
"SR";"1826727942"
"SE";"162257051136"
"CH";"275053992633"
"MK";"7301343253"
"TH";"227931507413"
"TL";"99999999999998"
"TG";"1753249689"
"TO";"218185760"
"TT";"11411688219"
"TN";"24793340075"
"TR";"242177117073"
"UG";"6073527802"
"UA";"54381409090"
"AE";"298611277362"
"GB";"694344323261"
"TZ";"12691109568"
"UY";"10762296786"
"US";"2410855476207"
"VE";"99999999999998"
"VN";"147839047559"
"YE";"12041580986"
"ZM";"9539024070"
"ZW";"6379758045"
