;economia_26
"AF";"7722865049"
"AL";"4320219367"
"DZ";"51803071085"
"AD";"99999999999998"
"AO";"16757790049"
"AG";"465127071"
"AR";"59756514255"
"AM";"3256964792"
"AW";"1165014285"
"AU";"200113779978"
"AT";"147935123859"
"AZ";"9211125764"
"BS";"3161314272"
"BH";"16377620945"
"BD";"48058710041"
"BB";"1617853172"
"BY";"30291492800"
"BE";"371025046731"
"BZ";"995560655"
"BJ";"2474735519"
"BM";"928900937"
"BO";"9766442452"
"BA";"8993966160"
"BW";"7626168261"
"BR";"171446211662"
"BN";"3229077312"
"BG";"29265116176"
"BF";"2979784874"
"BI";"560585346"
"CV";"606295342"
"KH";"10668923431"
"CM";"6036814820"
"CA";"419693466460"
"KY";"915454381"
"CF";"456596903"
"CL";"62386716957"
"CN";"1679564324560"
"HK";"559305500094"
"MO";"10602579550"
"CO";"54035533653"
"KM";"99999999999998"
"CG";"99999999999998"
"CR";"15504422756"
"CI";"9532205632"
"HR";"20580470841"
"CY";"5699349689"
"CZ";"140716185564"
"DK";"85327361281"
"DO";"17347815271"
"EC";"21387292074"
"EG";"74361266947"
"SV";"10293395314"
"EE";"15731849158"
"ET";"25815264212"
"FJ";"2080875215"
"FI";"60174387730"
"FR";"563398247561"
"PF";"1526806046"
"FM";"99999999999998"
"GM";"99999999999998"
"GE";"7730081504"
"DE";"1057616385859"
"GH";"99999999999998"
"GR";"47263979668"
"GL";"586223824"
"GT";"17637088553"
"GN";"2138647793"
"GY";"2185743674"
"HN";"8380670716"
"HU";"90760850877"
"IS";"5285373474"
"IN";"390744731405"
"ID";"142694802188"
"IQ";"99999999999998"
"IE";"77795266456"
"IL";"62067788000"
"IT";"410933264465"
"JM";"4993029814"
"JP";"625568420678"
"JO";"20474908862"
"KZ";"30567159492"
"KE";"99999999999998"
"KI";"110729035"
"KW";"31907177437"
"KG";"4068083799"
"LA";"3778389213"
"LV";"13850039440"
"LB";"99999999999998"
"LT";"28176441602"
"LU";"19296337662"
"MG";"2960905154"
"MW";"2311614378"
"MY";"176174598214"
"MV";"1896850040"
"ML";"99999999999998"
"MT";"6788000921"
"MR";"99999999999998"
"MU";"4458341503"
"MX";"395232221167"
"MN";"3796591418"
"ME";"2050169682"
"MS";"99999999999998"
"MA";"37545666094"
"MZ";"7907621730"
"MM";"16906774511"
"NA";"7697157051"
"NP";"6612094198"
"NL";"424851377731"
"NC";"2529498893"
"NZ";"36528298388"
"NI";"5866297865"
"NE";"2458340984"
"NG";"99999999999998"
"NO";"77193217991"
"OM";"29007052710"
"PK";"43989644709"
"PW";"150315857"
"PA";"10374517098"
"PY";"10291213118"
"PE";"38026358883"
"PH";"70153466327"
"PL";"189696473787"
"PT";"66870945677"
"QA";"32610463580"
"KR";"436486934609"
"MD";"3986820641"
"RO";"69857682405"
"RU";"182781964814"
"RW";"1858091101"
"KN";"297068669"
"LC";"583428558"
"VC";"333671111"
"WS";"370582374"
"ST";"141847245"
"SA";"163820952509"
"SN";"5595354746"
"RS";"18210171281"
"SC";"975247806"
"SL";"1759408505"
"SG";"296744588534"
"SK";"72957682446"
"SI";"25870229469"
"SB";"465830232"
"ZA";"85509769906"
"ES";"305266032300"
"LK";"18967230642"
"PS";"5225466656"
"SD";"8413439462"
"SR";"99999999999998"
"SE";"138360516930"
"CH";"253152460172"
"MK";"6399822864"
"TH";"202019428043"
"TL";"99999999999998"
"TG";"1730889087"
"TO";"99999999999998"
"TT";"9297808590"
"TN";"20222503107"
"TR";"207206508911"
"UG";"5528117117"
"UA";"37516153220"
"AE";"287024847500"
"GB";"630251057548"
"TZ";"14705968733"
"UY";"9489416542"
"US";"2313424569327"
"VE";"99999999999998"
"VN";"165775857847"
"YE";"6572822909"
"ZM";"8419753552"
"ZW";"6002231852"
