,economia_19
"AF";"695"
"AX";"99999999999998"
"AL";"4219"
"DZ";"5565"
"AS";"99999999999998"
"AD";"38391"
"AO";"5102"
"AI";"19825"
"AQ";"99999999999998"
"AG";"12565"
"AR";"13812"
"AM";"3685"
"AW";"24710"
"AU";"69303"
"AT";"48068"
"AZ";"7521"
"BS";"28816"
"BH";"23649"
"BD";"828"
"BB";"16091"
"BY";"6935"
"BE";"44921"
"BZ";"4674"
"BJ";"834"
"BM";"88406"
"BT";"2422"
"BO";"2645"
"BQ";"99999999999998"
"BA";"4722"
"BW";"6902"
"BV";"99999999999998"
"BR";"12292"
"IO";"99999999999998"
"BN";"47651"
"BG";"7373"
"BF";"674"
"BI";"250"
"CV";"3408"
"KH";"950"
"CM";"1381"
"CA";"52271"
"KY";"59282"
"CF";"498"
"TD";"1102"
"CL";"15432"
"CN";"6232"
"CX";"99999999999998"
"CC";"99999999999998"
"CO";"7885"
"KM";"1589"
"CD";"425"
"CG";"2947"
"CK";"16788"
"CR";"9985"
"CI";"1251"
"HR";"13165"
"CU";"6426"
"CW";"20467"
"CY";"28985"
"CZ";"19588"
"DK";"58308"
"DJ";"1424"
"DM";"6746"
"DO";"5969"
"EC";"5702"
"EG";"3115"
"SV";"3828"
"GQ";"21558"
"ER";"678"
"EE";"17392"
"ET";"457"
"FK";"99999999999998"
"FO";"99999999999998"
"FJ";"4547"
"FI";"47424"
"FR";"40754"
"GF";"99999999999998"
"PF";"20954"
"TF";"99999999999998"
"GA";"9089"
"GM";"506"
"GE";"3858"
"DE";"43717"
"GH";"1630"
"GI";"99999999999998"
"GR";"21591"
"GL";"42654"
"GD";"7583"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"3300"
"GG";"99999999999998"
"GN";"677"
"GW";"604"
"GY";"3786"
"HT";"760"
"HM";"99999999999998"
"VA";"99999999999998"
"HN";"2178"
"HK";"36957"
"HU";"12954"
"IS";"43904"
"IN";"1473"
"ID";"3688"
"IR";"7887"
"IQ";"5672"
"IE";"48219"
"IM";"99999999999998"
"IL";"33419"
"IT";"34701"
"JM";"5210"
"JP";"48302"
"JE";"99999999999998"
"JO";"3871"
"KZ";"12292"
"KE";"1155"
"KI";"1746"
"KP";"643"
"KR";"24480"
"KW";"51257"
"KG";"1181"
"LA";"1589"
"LV";"13611"
"LB";"8923"
"LS";"1282"
"LR";"415"
"LY";"16322"
"LI";"165123"
"LT";"14113"
"LU";"106460"
"MO";"76497"
"MK";"4699"
"MG";"544"
"MW";"355"
"MY";"10780"
"MV";"7473"
"ML";"777"
"MT";"21873"
"MH";"3514"
"MQ";"99999999999998"
"MR";"1366"
"MU";"9310"
"YT";"99999999999998"
"MX";"9941"
"FM";"3151"
"MD";"1788"
"MC";"152002"
"MN";"4368"
"ME";"6526"
"MS";"12429"
"MA";"2948"
"MZ";"595"
"MM";"1197"
"NA";"5749"
"NR";"11510"
"NP";"648"
"NL";"49374"
"NC";"37099"
"NZ";"39437"
"NI";"1792"
"NE";"392"
"NG";"2755"
"NU";"99999999999998"
"NF";"99999999999998"
"MP";"99999999999998"
"NO";"101801"
"OM";"22135"
"PK";"1206"
"PW";"10362"
"PS";"2626"
"PA";"10590"
"PG";"2862"
"PY";"3856"
"PE";"6388"
"PH";"2582"
"PN";"99999999999998"
"PL";"13058"
"PT";"20447"
"PR";"27468"
"QA";"88565"
"RE";"99999999999998"
"RO";"8510"
"RU";"15131"
"RW";"678"
"BL";"99999999999998"
"SH";"99999999999998"
"KN";"13966"
"LC";"7451"
"MF";"99999999999998"
"PM";"99999999999998"
"VC";"6338"
"WS";"4229"
"SM";"56421"
"ST";"1381"
"SA";"25303"
"SN";"1037"
"RS";"5657"
"SC";"11481"
"SL";"562"
"SG";"54861"
"SX";"28060"
"SK";"17244"
"SI";"22497"
"SB";"1769"
"SO";"102"
"ZA";"7478"
"GS";"99999999999998"
"SS";"885"
"ES";"28512"
"LK";"3351"
"SD";"1719"
"SR";"9272"
"SJ";"99999999999998"
"SZ";"3831"
"SE";"57005"
"CH";"83176"
"SY";"1962"
"TW";"99999999999998"
"TJ";"955"
"TZ";"812"
"TH";"5860"
"TL";"5763"
"TG";"565"
"TK";"99999999999998"
"TO";"4437"
"TT";"19152"
"TN";"4138"
"TR";"11720"
"TM";"6675"
"TC";"22069"
"TV";"3512"
"UG";"675"
"UA";"3876"
"AE";"42087"
"GB";"41433"
"UM";"99999999999998"
"US";"51559"
"UY";"15092"
"UZ";"1765"
"VU";"3159"
"VE";"12755"
"VN";"1723"
"VG";"30548"
"VI";"99999999999998"
"WF";"99999999999998"
"EH";"99999999999998"
"YE";"1288"
"ZM";"1735"
"ZW";"956"
