,economia_19
"AF";"390"
"AX";"99999999999998"
"AL";"3531"
"DZ";"3935"
"AS";"99999999999998"
"AD";"48580"
"AO";"3108"
"AI";"27017"
"AQ";"99999999999998"
"AG";"14252"
"AR";"7249"
"AM";"3347"
"AW";"25836"
"AU";"47091"
"AT";"46762"
"AZ";"3788"
"BS";"31018"
"BH";"20977"
"BD";"543"
"BB";"16392"
"BY";"4920"
"BE";"44102"
"BZ";"4325"
"BJ";"706"
"BM";"90880"
"BT";"1741"
"BO";"1390"
"BQ";"99999999999998"
"BA";"4181"
"BW";"5714"
"BV";"99999999999998"
"BR";"7314"
"IO";"99999999999998"
"BN";"36202"
"BG";"5869"
"BF";"475"
"BI";"171"
"CV";"3112"
"KH";"632"
"CM";"1216"
"CA";"44366"
"KY";"68295"
"CF";"410"
"TD";"779"
"CL";"10527"
"CN";"2672"
"CX";"99999999999998"
"CC";"99999999999998"
"CO";"4674"
"KM";"1482"
"CD";"287"
"CG";"1870"
"CK";"11682"
"CR";"6121"
"CI";"1066"
"HR";"13773"
"CU";"5184"
"CW";"19143"
"CY";"31353"
"CZ";"18232"
"DK";"58396"
"DJ";"1048"
"DM";"6042"
"DO";"4606"
"EC";"3591"
"EG";"1662"
"SV";"3305"
"GQ";"15762"
"ER";"317"
"EE";"16541"
"ET";"234"
"FK";"99999999999998"
"FO";"99999999999998"
"FJ";"4047"
"FI";"48201"
"FR";"41597"
"GF";"99999999999998"
"PF";"25413"
"TF";"99999999999998"
"GA";"8353"
"GM";"519"
"GE";"2317"
"DE";"42287"
"GH";"1091"
"GI";"99999999999998"
"GR";"27984"
"GL";"35996"
"GD";"7324"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"2490"
"GG";"99999999999998"
"GN";"622"
"GW";"481"
"GY";"2327"
"HT";"625"
"HM";"99999999999998"
"VA";"99999999999998"
"HN";"1604"
"HK";"30673"
"HU";"13952"
"IS";"69856"
"IN";"991"
"ID";"1975"
"IR";"4857"
"IQ";"2639"
"IE";"61369"
"IM";"99999999999998"
"IL";"25815"
"IT";"37141"
"JM";"4612"
"JP";"35137"
"JE";"99999999999998"
"JO";"2763"
"KZ";"6619"
"KE";"839"
"KI";"1358"
"KP";"597"
"KR";"22883"
"KW";"45792"
"KG";"733"
"LA";"768"
"LV";"14056"
"LB";"6087"
"LS";"918"
"LR";"270"
"LY";"10497"
"LI";"144079"
"LT";"12187"
"LU";"107190"
"MO";"36403"
"MK";"4036"
"MG";"445"
"MW";"320"
"MY";"7269"
"MV";"5560"
"ML";"596"
"MT";"19327"
"MH";"2893"
"MQ";"99999999999998"
"MR";"1013"
"MU";"6605"
"YT";"99999999999998"
"MX";"9413"
"FM";"2442"
"MD";"1066"
"MC";"167130"
"MN";"1895"
"ME";"5941"
"MS";"11060"
"MA";"2531"
"MZ";"422"
"MM";"371"
"NA";"4203"
"NR";"2311"
"NP";"418"
"NL";"50850"
"NC";"36681"
"NZ";"32439"
"NI";"1344"
"NE";"292"
"NG";"1828"
"NU";"99999999999998"
"NF";"99999999999998"
"MP";"99999999999998"
"NO";"84982"
"OM";"15805"
"PK";"949"
"PW";"9682"
"PS";"1467"
"PA";"6068"
"PG";"1424"
"PY";"2312"
"PE";"3612"
"PH";"1673"
"PN";"99999999999998"
"PL";"11194"
"PT";"22592"
"PR";"23903"
"QA";"66205"
"RE";"99999999999998"
"RO";"8155"
"RU";"9079"
"RW";"405"
"BL";"99999999999998"
"SH";"99999999999998"
"KN";"13543"
"LC";"6835"
"MF";"99999999999998"
"PM";"99999999999998"
"VC";"6276"
"WS";"3530"
"SM";"82982"
"ST";"894"
"SA";"16472"
"SN";"950"
"RS";"5458"
"SC";"11449"
"SL";"359"
"SG";"38031"
"SX";"24892"
"SK";"14249"
"SI";"23894"
"SB";"1193"
"SO";"225"
"ZA";"6002"
"GS";"99999999999998"
"SS";"99999999999998"
"ES";"32587"
"LK";"1869"
"SD";"99999999999998"
"SR";"5761"
"SJ";"99999999999998"
"SZ";"3046"
"SE";"53236"
"CH";"63479"
"SY";"2051"
"TW";"99999999999998"
"TJ";"520"
"TZ";"527"
"TH";"3972"
"TL";"2730"
"TG";"443"
"TK";"99999999999998"
"TO";"2980"
"TT";"16530"
"TN";"3778"
"TR";"9709"
"TM";"3797"
"TC";"27007"
"TV";"2638"
"UG";"492"
"UA";"3206"
"AE";"43230"
"GB";"50062"
"UM";"99999999999998"
"US";"48163"
"UY";"7010"
"UZ";"819"
"VU";"2393"
"VE";"8319"
"VN";"901"
"VG";"40064"
"VI";"99999999999998"
"WF";"99999999999998"
"EH";"99999999999998"
"YE";"1178"
"ZM";"1105"
"ZW";"452"
