,economia_19
"AF";"558"
"AX";"99999999999998"
"AL";"4056"
"DZ";"4463"
"AS";"99999999999998"
"AD";"39734"
"AO";"3586"
"AI";"19459"
"AQ";"99999999999998"
"AG";"12127"
"AR";"10346"
"AM";"3432"
"AW";"23513"
"AU";"58490"
"AT";"46599"
"AZ";"5857"
"BS";"27979"
"BH";"20722"
"BD";"753"
"BB";"15613"
"BY";"6042"
"BE";"44205"
"BZ";"4344"
"BJ";"758"
"BM";"91552"
"BT";"2179"
"BO";"1981"
"BQ";"99999999999998"
"BA";"4615"
"BW";"6346"
"BV";"99999999999998"
"BR";"11224"
"IO";"99999999999998"
"BN";"35267"
"BG";"6835"
"BF";"575"
"BI";"232"
"CV";"3313"
"KH";"786"
"CM";"1309"
"CA";"47221"
"KY";"58859"
"CF";"457"
"TD";"824"
"CL";"12860"
"CN";"4461"
"CX";"99999999999998"
"CC";"99999999999998"
"CO";"6251"
"KM";"1549"
"CD";"334"
"CG";"2800"
"CK";"13758"
"CR";"8199"
"CI";"1220"
"HR";"13823"
"CU";"5676"
"CW";"19994"
"CY";"30817"
"CZ";"19648"
"DK";"57967"
"DJ";"1254"
"DM";"6912"
"DO";"5368"
"EC";"4657"
"EG";"2552"
"SV";"3474"
"GQ";"17136"
"ER";"482"
"EE";"14640"
"ET";"300"
"FK";"99999999999998"
"FO";"99999999999998"
"FJ";"3652"
"FI";"46181"
"FR";"40629"
"GF";"99999999999998"
"PF";"22704"
"TF";"99999999999998"
"GA";"7854"
"GM";"563"
"GE";"2750"
"DE";"42241"
"GH";"1313"
"GI";"99999999999998"
"GR";"26154"
"GL";"40724"
"GD";"7366"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"2825"
"GG";"99999999999998"
"GN";"635"
"GW";"546"
"GY";"3026"
"HT";"671"
"HM";"99999999999998"
"VA";"99999999999998"
"HN";"1933"
"HK";"32545"
"HU";"13187"
"IS";"41553"
"IN";"1341"
"ID";"3113"
"IR";"6586"
"IQ";"3808"
"IE";"47969"
"IM";"99999999999998"
"IL";"31459"
"IT";"35578"
"JM";"4692"
"JP";"44341"
"JE";"99999999999998"
"JO";"3679"
"KZ";"9028"
"KE";"967"
"KI";"1493"
"KP";"570"
"KR";"22088"
"KW";"38497"
"KG";"884"
"LA";"1171"
"LV";"11216"
"LB";"8858"
"LS";"1173"
"LR";"327"
"LY";"13121"
"LI";"156127"
"LT";"11886"
"LU";"104772"
"MO";"52375"
"MK";"4543"
"MG";"492"
"MW";"459"
"MY";"9071"
"MV";"7100"
"ML";"708"
"MT";"21005"
"MH";"3143"
"MQ";"99999999999998"
"MR";"1202"
"MU";"8016"
"YT";"99999999999998"
"MX";"9016"
"FM";"2862"
"MD";"1423"
"MC";"144561"
"MN";"2650"
"ME";"6628"
"MS";"11228"
"MA";"2876"
"MZ";"419"
"MM";"826"
"NA";"5192"
"NR";"6234"
"NP";"602"
"NL";"50135"
"NC";"37266"
"NZ";"33543"
"NI";"1526"
"NE";"348"
"NG";"2327"
"NU";"99999999999998"
"NF";"99999999999998"
"MP";"99999999999998"
"NO";"87831"
"OM";"19281"
"PK";"1023"
"PW";"8956"
"PS";"2192"
"PA";"7937"
"PG";"1998"
"PY";"3228"
"PE";"5022"
"PH";"2130"
"PN";"99999999999998"
"PL";"12507"
"PT";"22371"
"PR";"26470"
"QA";"69466"
"RE";"99999999999998"
"RO";"8219"
"RU";"10652"
"RW";"563"
"BL";"99999999999998"
"SH";"99999999999998"
"KN";"13708"
"LC";"7210"
"MF";"99999999999998"
"PM";"99999999999998"
"VC";"6232"
"WS";"3648"
"SM";"68767"
"ST";"1130"
"SA";"19260"
"SN";"1001"
"RS";"5412"
"SC";"10612"
"SL";"399"
"SG";"46592"
"SX";"27065"
"SK";"16561"
"SI";"23477"
"SB";"1363"
"SO";"89"
"ZA";"7276"
"GS";"99999999999998"
"SS";"1510"
"ES";"30598"
"LK";"2808"
"SD";"1584"
"SR";"8303"
"SJ";"99999999999998"
"SZ";"3688"
"SE";"52009"
"CH";"74538"
"SY";"2877"
"TW";"99999999999998"
"TJ";"738"
"TZ";"694"
"TH";"5075"
"TL";"3604"
"TG";"527"
"TK";"99999999999998"
"TO";"3590"
"TT";"16658"
"TN";"4140"
"TR";"10672"
"TM";"4439"
"TC";"22159"
"TV";"3005"
"UG";"584"
"UA";"2970"
"AE";"35038"
"GB";"38561"
"UM";"99999999999998"
"US";"48485"
"UY";"11938"
"UZ";"1382"
"VU";"2966"
"VE";"13566"
"VN";"1310"
"VG";"32183"
"VI";"99999999999998"
"WF";"99999999999998"
"EH";"99999999999998"
"YE";"1230"
"ZM";"1463"
"ZW";"714"
