,economia_19
AG,13659
AE,39122
AF,611
DZ,4160
AZ,5519
AL,3877
AM,3618
AD,36040
AO,4133
AR,14603
AU,52238
AT,44024
BH,22689
BB,15704
BW,6521
BE,40326
BS,29056
BD,1206
BZ,4850
BA,4584
BO,3077
MM,1193
BJ,800
BY,5952
SB,1804
BR,8757
BT,2614
BG,6994
BN,30968
BI,276
CA,43194
KH,1163
TD,835
LK,3892
CG,1700
CD,498
CN,8036
CL,13653
CM,1354
KM,1421
CO,6045
CR,11406
CF,359
CU,7609
CV,2995
CY,23231
DK,52964
DJ,1873
DM,7314
DO,6468
EC,6205
EG,3388
IE,61832
GQ,10717
EE,17157
ER,987
SV,4127
ET,632
CZ,17619
FI,42401
FJ,4890
FM,3018
FR,36504
GM,475
GA,7077
GE,3541
GH,1354
GD,9212
DE,41313
GR,17431
GT,3924
GN,725
GY,4137
HT,780
HN,2326
HR,11668
HU,12559
IS,51242
ID,3336
IN,1629
IR,4958
IL,37088
IT,30794
CI,1421
IQ,4642
JP,34224
JM,4940
JO,4096
KE,1350
KG,1139
KP,648
KI,1487
KR,27331
KW,28980
KZ,10388
LA,2159
LB,8452
LV,13554
LT,14157
LR,593
SK,16087
LI,168177
LS,1074
LU,101959
LY,5993
MG,471
MD,1602
MN,3947
MW,366
ME,6400
MK,4840
ML,746
MC,163394
MA,2907
MU,9275
MR,1144
MT,24054
OM,16627
MV,9576
MX,9291
MY,9644
MZ,528
NE,363
VU,2899
NG,2730
NL,44750
NO,74361
NP,726
NR,7955
SR,8725
NI,2096
NZ,38492
SS,1128
PY,4109
PE,6030
PK,1413
PL,12475
PA,13134
PT,19141
PG,2691
PW,13982
GW,573
QA,66347
RS,5237
MH,3386
RO,8931
PH,2878
RU,9218
RW,712
SA,20653
KN,16178
SC,14691
ZA,5741
SN,913
SI,20760
SL,582
SM,47627
SG,53626
SO,96
ES,25816
LC,8184
SD,2058
SE,50998
SY,1515
CH,81648
TT,19056
TH,5815
TJ,919
TL,2500
TO,3778
TG,563
ST,1615
TN,3815
TR,10985
TV,3226
TM,6478
TZ,870
UG,628
GB,44124
UA,2038
US,56640
BF,575
UY,15525
UZ,2176
VC,6912
VE,11054
VN,2065
NA,4770
WS,3995
SZ,3151
YE,999
ZM,1319
ZW,1019
