,economia_19
AG,14252
AE,43230
AF,390
DZ,3935
AZ,3788
AL,3531
AM,3347
AD,48580
AO,3108
AR,7249
AU,47091
AT,46762
BH,20977
BB,16392
BW,5714
BE,44102
BS,31018
BD,543
BZ,4325
BA,4181
BO,1390
MM,371
BJ,706
BY,4920
SB,1193
BR,7314
BT,1741
BG,5869
BN,36202
BI,171
CA,44366
KH,632
TD,779
LK,1869
CG,1870
CD,287
CN,2672
CL,10527
CM,1216
KM,1482
CO,4674
CR,6121
CF,410
CU,5184
CV,3112
CY,31353
DK,58396
DJ,1048
DM,6042
DO,4606
EC,3591
EG,1662
IE,61369
GQ,15762
EE,16541
ER,317
SV,3305
ET,234
CZ,18232
FI,48201
FJ,4047
FM,2442
FR,41597
GM,519
GA,8353
GE,2317
GH,1091
GD,7324
DE,42287
GR,27984
GT,2490
GN,622
GY,2327
HT,625
HN,1604
HR,13773
HU,13952
IS,69856
ID,1975
IN,991
IR,4857
IL,25815
IT,37141
CI,1066
IQ,2639
JP,35137
JM,4612
JO,2763
KE,839
KG,733
KP,597
KI,1358
KR,22883
KW,45792
KZ,6619
LA,768
LB,6087
LV,14056
LT,12187
LR,270
SK,14249
LI,144079
LS,918
LU,107190
LY,10497
MG,445
MD,1066
MN,1895
MW,320
ME,5941
MK,4036
ML,596
MC,167130
MA,2531
MU,6605
MR,1013
MT,19327
OM,15805
MV,5560
MX,9413
MY,7269
MZ,422
NE,292
VU,2393
NG,1828
NL,50850
NO,84982
NP,418
NR,2311
SR,5761
NI,1344
NZ,32439
SS,99999999999998
PY,2312
PE,3612
PK,949
PL,11194
PA,6068
PT,22592
PG,1424
PW,9682
GW,481
QA,66205
RS,5458
MH,2893
RO,8155
PH,1673
RU,9079
RW,405
SA,16472
KN,13543
SC,11449
ZA,6002
SN,950
SI,23894
SL,359
SM,82982
SG,38031
SO,225
ES,32587
LC,6835
SD,99999999999998
SE,53236
SY,2051
CH,63479
TT,16530
TH,3972
TJ,520
TL,2730
TO,2980
TG,443
ST,894
TN,3778
TR,9709
TV,2638
TM,3797
TZ,527
UG,492
GB,50062
UA,3206
US,48163
BF,475
UY,7010
UZ,819
VC,6276
VE,8319
VN,901
NA,4203
WS,3530
SZ,3046
YE,1178
ZM,1105
ZW,452
