,economia_19
AG,11372
AE,39955
AF,264
DZ,3100
AZ,1551
AL,2615
AM,1753
AD,41281
AO,1891
AR,5125
AU,37674
AT,38282
BH,17959
BB,14223
BW,5351
BE,36727
BS,29875
BD,402
BZ,3933
BA,2968
BO,1046
MM,246
BJ,602
BY,3254
SB,914
BR,4770
BT,1247
BG,3857
BN,28923
BI,150
CA,36218
KH,474
TD,664
LK,1431
CG,1637
CD,219
CN,1747
CL,7615
CM,1030
KM,1287
CO,3386
CR,4697
CF,342
CU,3779
CV,2329
CY,25311
DK,48779
DJ,905
DM,5245
DO,3844
EC,3022
EG,1230
IE,50237
GQ,11250
EE,10330
ER,277
SV,2835
ET,159
CZ,13257
FI,38873
FJ,3627
FM,2360
FR,34843
GM,432
GA,6827
GE,1429
GH,798
GD,6755
DE,35035
GR,21925
GT,2078
GN,420
GY,1752
HT,448
HN,1323
HR,10374
HU,11207
IS,56585
ID,1343
IN,710
IR,3216
IL,21576
IT,31503
CI,932
IQ,1343
JP,37054
JM,4097
JO,2203
KE,597
KG,485
KP,548
KI,1215
KR,18439
KW,35490
KZ,3676
LA,512
LB,5390
LV,7514
LT,7817
LR,217
SK,9069
LI,116095
LS,800
LU,81571
LY,7846
MG,324
MD,719
MN,1158
MW,280
ME,3697
MK,3038
ML,488
MC,124374
MA,2049
MU,5544
MR,698
MT,15716
OM,12377
MV,3649
MX,8089
MY,5594
MZ,369
NE,247
VU,1886
NG,1299
NL,41456
NO,66645
NP,322
NR,2600
SR,4395
NI,1171
NZ,27742
SS,99999999999998
PY,1507
PE,2755
PK,765
PL,7980
PA,4643
PT,18674
PG,1158
PW,9611
GW,425
QA,50873
RS,3528
MH,2651
RO,4652
PH,1195
RU,5320
RW,287
SA,13740
KN,11178
SC,10357
ZA,5280
SN,774
SI,18206
SL,292
SM,69338
SG,28372
SO,222
ES,26276
LC,5714
SD,99999999999998
SE,43042
SY,1552
CH,55153
TT,12323
TH,2894
TJ,337
TL,1802
TO,2589
TG,401
ST,811
TN,3194
TR,7384
TV,2162
TM,2983
TZ,471
UG,391
GB,41812
UA,1903
US,44366
BF,407
UY,5221
UZ,543
VC,5065
VE,5433
VN,684
NA,3504
WS,2414
SZ,2872
YE,925
ZM,691
ZW,481
