,economia_19
AG,12127
AE,35038
AF,558
DZ,4463
AZ,5857
AL,4056
AM,3432
AD,39734
AO,3586
AR,10346
AU,58490
AT,46599
BH,20722
BB,15613
BW,6346
BE,44205
BS,27979
BD,753
BZ,4344
BA,4615
BO,1981
MM,826
BJ,758
BY,6042
SB,1363
BR,11224
BT,2179
BG,6835
BN,35267
BI,232
CA,47221
KH,786
TD,824
LK,2808
CG,2800
CD,334
CN,4461
CL,12860
CM,1309
KM,1549
CO,6251
CR,8199
CF,457
CU,5676
CV,3313
CY,30817
DK,57967
DJ,1254
DM,6912
DO,5368
EC,4657
EG,2552
IE,47969
GQ,17136
EE,14640
ER,482
SV,3474
ET,300
CZ,19648
FI,46181
FJ,3652
FM,2862
FR,40629
GM,563
GA,7854
GE,2750
GH,1313
GD,7366
DE,42241
GR,26154
GT,2825
GN,635
GY,3026
HT,671
HN,1933
HR,13823
HU,13187
IS,41553
ID,3113
IN,1341
IR,6586
IL,31459
IT,35578
CI,1220
IQ,3808
JP,44341
JM,4692
JO,3679
KE,967
KG,884
KP,570
KI,1493
KR,22088
KW,38497
KZ,9028
LA,1171
LB,8858
LV,11216
LT,11886
LR,327
SK,16561
LI,156127
LS,1173
LU,104772
LY,13121
MG,492
MD,1423
MN,2650
MW,459
ME,6628
MK,4543
ML,708
MC,144561
MA,2876
MU,8016
MR,1202
MT,21005
OM,19281
MV,7100
MX,9016
MY,9071
MZ,419
NE,348
VU,2966
NG,2327
NL,50135
NO,87831
NP,602
NR,6234
SR,8303
NI,1526
NZ,33543
SS,1510
PY,3228
PE,5022
PK,1023
PL,12507
PA,7937
PT,22371
PG,1998
PW,8956
GW,546
QA,69466
RS,5412
MH,3143
RO,8219
PH,2130
RU,10652
RW,563
SA,19260
KN,13708
SC,10612
ZA,7276
SN,1001
SI,23477
SL,399
SM,68767
SG,46592
SO,89
ES,30598
LC,7210
SD,1584
SE,52009
SY,2877
CH,74538
TT,16658
TH,5075
TJ,738
TL,3604
TO,3590
TG,527
ST,1130
TN,4140
TR,10672
TV,3005
TM,4439
TZ,694
UG,584
GB,38561
UA,2970
US,48485
BF,575
UY,11938
UZ,1382
VC,6232
VE,13566
VN,1310
NA,5192
WS,3648
SZ,3688
YE,1230
ZM,1463
ZW,714
