,economia_19
AG,14462
AE,37622
AF,584
DZ,3917
AZ,3892
AL,4054
AM,3615
AD,36987
AO,3711
AR,12449
AU,54069
AT,44857
BH,22579
BB,15975
BW,6917
BE,41199
BS,28785
BD,1355
BZ,4745
BA,4808
BO,3105
MM,1242
BJ,818
BY,5001
SB,1892
BR,8649
BT,2774
BG,7465
BN,26939
BI,273
CA,42154
KH,1270
TD,780
LK,3910
CG,1517
CD,512
CN,7993
CL,13794
CM,1374
KM,1445
CO,5806
CR,11825
CF,394
CU,7815
CV,3038
CY,23631
DK,53730
DJ,2007
DM,7907
DO,6722
EC,5982
EG,2823
IE,64497
GQ,8742
EE,17782
ER,1093
SV,4224
ET,687
CZ,18406
FI,43339
FJ,5197
FM,3144
FR,36826
GM,484
GA,7002
GE,3651
GH,1517
GD,9469
DE,42456
GR,17230
GT,4147
GN,684
GY,4444
HT,705
HN,2361
HR,12159
HU,12900
IS,60966
ID,3570
IN,1706
IR,5299
IL,38788
IT,31279
CI,1552
IQ,4301
JP,38640
JM,4879
JO,4088
KE,1455
KG,1100
KP,665
KI,1518
KR,27785
KW,27229
KZ,7505
LA,2339
LB,8400
LV,13993
LT,14707
LR,598
SK,16489
LI,164437
LS,1017
LU,101835
LY,6826
MG,451
MD,1668
MN,3686
MW,294
ME,6958
MK,5163
ML,778
MC,168004
MA,2937
MU,9679
MR,1085
MT,25616
OM,14277
MV,9875
MX,8444
MY,9508
MZ,379
NE,364
VU,3097
NG,2176
NL,45753
NO,70617
NP,722
NR,9119
SR,5871
NI,2151
NZ,40233
SS,534
PY,4039
PE,6049
PK,1462
PL,12332
PA,13680
PT,19750
PG,2436
PW,14428
GW,618
QA,59324
RS,5426
MH,3449
RO,9439
PH,2951
RU,8655
RW,711
SA,19817
KN,16597
SC,15217
ZA,5274
SN,948
SI,21517
SL,497
SM,47910
SG,52814
SO,92
ES,26695
LC,7848
SD,2094
SE,52297
SY,1203
CH,79609
TT,17646
TH,5911
TJ,796
TL,2131
TO,3748
TG,585
ST,1715
TN,3657
TR,10863
TV,3307
TM,6389
TZ,881
UG,610
GB,40249
UA,2099
US,57808
BF,627
UY,15221
UZ,2155
VC,6980
VE,9230
VN,2171
NA,4415
WS,4214
SZ,2983
YE,920
ZM,1270
ZW,998
