,economia_19
AG,9097
AE,31467
AF,173
DZ,1743
AZ,696
AL,1258
AM,741
AD,22229
AO,704
AR,7775
AU,20245
AT,24369
BH,12868
BB,11514
BW,3128
BE,23049
BS,27439
BD,339
BZ,3419
BA,1577
BO,958
MM,164
BJ,379
BY,1297
SB,789
BR,3155
BT,808
BG,1775
BN,18247
BI,101
CA,23736
KH,322
TD,224
LK,971
CG,843
CD,173
CN,1041
CL,4626
CM,665
KM,820
CO,2396
CR,3982
CF,254
CU,2832
CV,1443
CY,14816
DK,30756
DJ,788
DM,4709
DO,2898
EC,1904
EG,1274
IE,27916
GQ,3451
EE,4487
ER,215
SV,2339
ET,116
CZ,6560
FI,24853
FJ,2066
FM,2239
FR,22364
GM,541
GA,4105
GE,689
GH,439
GD,5110
DE,23924
GR,12177
GT,1568
GN,454
GY,1510
HT,404
HN,1143
HR,5283
HU,5280
IS,28760
ID,796
IN,437
IR,1811
IL,21324
IT,20212
CI,657
IQ,729
JP,33694
JM,3435
JO,1728
KE,461
KG,308
KP,476
KI,760
KR,11172
KW,16540
KZ,1473
LA,337
LB,5079
LV,3540
LT,3527
LR,213
SK,3959
LI,81849
LS,427
LU,48324
LY,6261
MG,328
MD,354
MN,608
MW,265
ME,1908
MK,1816
ML,307
MC,81467
MA,1358
MU,4035
MR,464
MT,10188
OM,8477
MV,3091
MX,7342
MY,3915
MZ,256
NE,160
VU,1347
NG,566
NL,26630
NO,38470
NP,244
NR,1894
SR,2137
NI,1046
NZ,13846
SS,99999999999998
PY,1192
PE,1982
PK,517
PL,4946
PA,3822
PT,11688
PG,806
PW,8151
GW,300
QA,28091
RS,1635
MH,2208
RO,1852
PH,957
RU,2103
RW,201
SA,8643
KN,10016
SC,9039
ZA,2661
SN,481
SI,10499
SL,230
SM,43284
SG,22217
SO,140
ES,15123
LC,4658
SD,99999999999998
SE,26964
SY,1253
CH,38684
TT,6936
TH,1889
TJ,171
TL,531
TO,1692
TG,290
ST,510
TN,2255
TR,3120
TV,1350
TM,1480
TZ,388
UG,283
GB,27416
UA,812
US,37289
BF,237
UY,6281
UZ,371
VC,3985
VE,4927
VN,403
NA,1798
WS,1363
SZ,1438
YE,611
ZM,378
ZW,606
